Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Ryan O'Hearn,BAL,91,298,41,84,12,39,3,41,58,0.282,0.375,0.45,0.824,0.359,132,0.312,0.168,0.16699999999999998,0.11800000000000001
Zach Neto,LAA,86,344,66,95,15,38,19,20,94,0.276,0.327,0.468,0.795,0.342,118,0.338,0.192,0.252,0.054000000000000006
Gleyber Torres,DET,93,333,52,91,9,45,4,54,52,0.273,0.376,0.405,0.782,0.347,124,0.296,0.132,0.131,0.136
Willy Adames,SFG,104,382,61,88,15,54,4,50,113,0.23,0.32,0.403,0.723,0.316,105,0.281,0.173,0.256,0.113
Brent Rooker,ATH,107,415,65,113,21,57,3,47,105,0.272,0.349,0.496,0.846,0.363,131,0.318,0.224,0.226,0.10099999999999999
Bo Bichette,TOR,102,431,50,121,13,63,4,24,72,0.281,0.322,0.448,0.77,0.332,112,0.31,0.167,0.157,0.052000000000000005
Jarren Duran,BOS,104,421,58,109,9,55,16,36,113,0.259,0.326,0.442,0.768,0.333,109,0.332,0.183,0.242,0.077
Oneil Cruz,PIT,93,336,52,73,17,42,34,49,124,0.217,0.318,0.423,0.741,0.32,102,0.28,0.205,0.316,0.125
Dansby Swanson,CHC,103,395,59,100,16,49,8,30,117,0.253,0.303,0.418,0.721,0.312,101,0.316,0.165,0.272,0.07
Hunter Goodman,COL,92,349,49,98,18,57,1,21,102,0.281,0.326,0.513,0.839,0.359,119,0.348,0.232,0.273,0.055999999999999994
Freddie Freeman,LAD,92,344,50,102,10,51,2,37,88,0.297,0.369,0.468,0.837,0.36,133,0.369,0.172,0.22699999999999998,0.095
Spencer Torkelson,DET,100,359,59,85,23,61,1,46,101,0.237,0.334,0.493,0.827,0.351,127,0.258,0.256,0.24100000000000002,0.11
Trent Grisham,NYY,87,294,48,74,17,38,0,45,73,0.252,0.355,0.463,0.817,0.358,131,0.279,0.211,0.214,0.132
Taylor Ward,LAA,103,395,57,92,24,77,2,43,121,0.233,0.307,0.489,0.796,0.338,116,0.266,0.256,0.271,0.096
J.P. Crawford,SEA,102,384,45,104,7,38,5,56,78,0.271,0.367,0.367,0.734,0.33,118,0.323,0.096,0.174,0.125
Seiya Suzuki,CHC,100,398,54,101,26,81,3,36,116,0.254,0.312,0.525,0.837,0.354,130,0.287,0.271,0.264,0.08199999999999999
Yandy Diaz,TBR,99,398,51,114,18,61,3,34,61,0.286,0.345,0.475,0.82,0.352,126,0.297,0.188,0.139,0.077
Austin Riley,ATL,95,387,51,104,14,48,2,26,118,0.269,0.319,0.432,0.75,0.326,109,0.352,0.163,0.28300000000000003,0.062
Josh Smith,TEX,92,324,50,87,8,26,9,34,60,0.269,0.346,0.401,0.747,0.329,112,0.307,0.133,0.16399999999999998,0.09300000000000001
Lawrence Butler,ATH,102,400,59,95,15,44,17,42,127,0.238,0.31,0.42,0.73,0.319,100,0.31,0.183,0.287,0.095
Wyatt Langford,TEX,84,319,44,73,15,39,15,37,102,0.229,0.31,0.408,0.718,0.313,100,0.283,0.179,0.28300000000000003,0.102
Brice Turang,MIL,100,377,62,104,6,43,18,41,92,0.276,0.345,0.369,0.714,0.317,104,0.346,0.093,0.217,0.09699999999999999
William Contreras,MIL,98,364,50,89,6,42,5,57,80,0.245,0.345,0.343,0.688,0.308,98,0.294,0.099,0.188,0.134
Marcus Semien,TEX,104,380,51,86,13,52,9,43,80,0.226,0.306,0.363,0.67,0.297,89,0.248,0.137,0.184,0.099
Jose Altuve,HOU,101,385,56,108,17,53,6,38,70,0.281,0.344,0.462,0.807,0.346,123,0.3,0.182,0.163,0.08800000000000001
Victor Scott II,STL,99,308,45,70,5,33,26,32,90,0.227,0.314,0.318,0.632,0.287,84,0.302,0.091,0.254,0.09
Nolan Schanuel,LAA,101,376,49,105,8,42,4,47,52,0.279,0.368,0.399,0.767,0.338,116,0.305,0.12,0.12,0.10800000000000001
J.T. Realmuto,PHI,86,329,38,90,7,38,6,24,85,0.274,0.327,0.401,0.728,0.319,103,0.35,0.128,0.239,0.068
Jung Hoo Lee,SFG,99,374,50,95,6,42,6,33,45,0.254,0.318,0.404,0.722,0.315,104,0.272,0.15,0.10800000000000001,0.08
Xavier Edwards,MIA,87,352,47,104,1,26,17,35,57,0.295,0.359,0.361,0.72,0.32,103,0.348,0.065,0.145,0.08900000000000001
Ryan McMahon,- - -,101,353,42,77,16,35,2,50,129,0.218,0.316,0.402,0.718,0.316,89,0.292,0.184,0.319,0.12300000000000001
Trevor Story,BOS,102,392,52,98,15,60,17,20,117,0.25,0.292,0.403,0.695,0.303,88,0.319,0.153,0.281,0.048
Josh Naylor,- - -,95,356,50,104,11,59,12,38,51,0.292,0.36,0.444,0.804,0.347,123,0.312,0.152,0.127,0.095
Tyler Soderstrom,ATH,106,383,53,98,19,60,6,39,99,0.256,0.331,0.454,0.785,0.341,115,0.296,0.198,0.231,0.091
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,99,0.314,0.113,0.162,0.057
Mike Trout,LAA,79,279,41,65,18,45,2,54,96,0.233,0.36,0.459,0.818,0.349,123,0.276,0.226,0.281,0.158
Brandon Lowe,TBR,86,323,55,87,19,50,3,24,89,0.269,0.32,0.48,0.8,0.343,120,0.313,0.211,0.254,0.069
Ben Rice,NYY,86,285,47,66,15,32,3,30,67,0.232,0.323,0.463,0.786,0.341,120,0.25,0.232,0.20600000000000002,0.092
Willi Castro,MIN,82,287,47,73,10,27,8,32,81,0.254,0.344,0.425,0.769,0.338,116,0.321,0.171,0.248,0.098
Jackson Holliday,BAL,97,388,45,102,14,42,9,23,97,0.263,0.313,0.42,0.733,0.32,105,0.318,0.157,0.233,0.055
Cam Smith,HOU,91,327,39,85,7,43,5,30,101,0.26,0.33,0.388,0.718,0.318,104,0.356,0.128,0.28,0.083
Mookie Betts,LAD,95,371,59,88,11,45,6,38,47,0.237,0.308,0.369,0.678,0.298,90,0.243,0.132,0.113,0.092
Alec Burleson,STL,94,323,34,92,12,44,4,25,47,0.285,0.335,0.452,0.787,0.34,121,0.3,0.167,0.133,0.071
Chase Meidroth,CHW,79,296,35,76,3,15,11,33,43,0.257,0.336,0.324,0.661,0.3,90,0.291,0.068,0.129,0.099
Matt McLain,CIN,95,345,50,76,11,36,14,38,102,0.22,0.306,0.348,0.654,0.293,82,0.279,0.128,0.262,0.09699999999999999
Paul Goldschmidt,NYY,97,355,58,102,8,37,5,30,67,0.287,0.345,0.425,0.771,0.333,114,0.335,0.138,0.172,0.077
Christian Yelich,MIL,98,372,51,95,19,66,15,38,114,0.255,0.332,0.438,0.77,0.334,116,0.317,0.183,0.27399999999999997,0.091
Heliot Ramos,SFG,103,397,54,107,14,50,5,34,106,0.27,0.341,0.428,0.769,0.335,118,0.329,0.159,0.23600000000000002,0.076
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Miguel Vargas,CHW,101,371,54,84,12,41,4,39,70,0.226,0.307,0.402,0.709,0.311,98,0.247,0.175,0.168,0.094
Carlos Correa,MIN,90,327,40,87,7,31,0,26,67,0.266,0.319,0.388,0.708,0.311,98,0.315,0.122,0.18899999999999997,0.073
Mike Yastrzemski,SFG,94,311,37,73,8,28,6,45,83,0.235,0.332,0.363,0.696,0.308,99,0.294,0.129,0.231,0.125
Anthony Volpe,NYY,103,368,44,80,14,55,10,35,96,0.217,0.288,0.408,0.696,0.302,92,0.25,0.19,0.23199999999999998,0.085
Bryson Stott,PHI,93,332,42,77,7,41,16,35,62,0.232,0.305,0.34,0.646,0.288,82,0.264,0.108,0.16699999999999998,0.094
Jordan Beck,COL,92,343,45,94,11,35,11,23,103,0.274,0.324,0.455,0.779,0.337,104,0.361,0.181,0.278,0.062
Jo Adell,LAA,98,327,38,77,21,60,3,25,90,0.235,0.307,0.471,0.778,0.336,114,0.258,0.235,0.248,0.069
Jesus Sanchez,MIA,82,291,38,76,9,34,9,27,67,0.261,0.324,0.419,0.743,0.323,106,0.309,0.158,0.209,0.084
Ian Happ,CHC,94,374,59,85,14,49,4,55,96,0.227,0.326,0.382,0.708,0.315,103,0.266,0.155,0.222,0.127
Nolan Arenado,STL,93,350,43,83,10,43,2,28,36,0.237,0.298,0.371,0.669,0.291,86,0.239,0.134,0.094,0.073
Salvador Perez,KCR,100,388,33,99,18,62,0,19,81,0.255,0.298,0.464,0.762,0.324,104,0.279,0.209,0.195,0.046
Ke'Bryan Hayes,PIT,97,357,34,85,2,34,10,18,79,0.238,0.282,0.294,0.576,0.257,59,0.301,0.056,0.20800000000000002,0.047
Vinnie Pasquantino,KCR,103,399,41,106,17,61,1,30,73,0.266,0.323,0.436,0.759,0.328,107,0.286,0.17,0.16699999999999998,0.069
Lenyn Sosa,CHW,88,314,29,83,9,37,2,9,75,0.264,0.288,0.408,0.696,0.301,91,0.32,0.143,0.22899999999999998,0.027999999999999997
Adolis Garcia,TEX,100,371,39,85,14,59,10,21,106,0.229,0.273,0.396,0.669,0.289,84,0.275,0.167,0.263,0.052000000000000005
Marcell Ozuna,ATL,95,328,37,76,13,42,0,65,92,0.232,0.358,0.384,0.743,0.331,112,0.278,0.152,0.23,0.163
Gavin Sheets,SDP,100,348,37,87,14,52,1,29,75,0.25,0.311,0.42,0.73,0.317,107,0.279,0.17,0.196,0.076
Cedric Mullins,BAL,87,301,39,66,14,45,14,32,84,0.219,0.297,0.409,0.705,0.308,97,0.254,0.189,0.249,0.095
Ty France,MIN,98,342,41,87,6,44,1,18,61,0.254,0.323,0.363,0.685,0.306,95,0.293,0.108,0.161,0.048
Ozzie Albies,ATL,103,390,43,86,9,40,9,39,69,0.221,0.296,0.326,0.622,0.279,76,0.244,0.105,0.158,0.08900000000000001
Kyle Manzardo,CLE,88,288,28,65,16,43,1,30,81,0.226,0.299,0.451,0.751,0.322,107,0.251,0.226,0.25,0.09300000000000001
Jasson Dominguez,NYY,85,292,44,74,9,36,14,33,95,0.253,0.327,0.404,0.731,0.321,106,0.339,0.151,0.28800000000000003,0.1
Luis Garcia Jr.,WSN,92,327,44,86,8,44,9,20,51,0.263,0.304,0.404,0.708,0.307,96,0.285,0.141,0.14400000000000002,0.055999999999999994
Lourdes Gurriel Jr.,ARI,97,380,35,94,12,48,7,25,57,0.247,0.296,0.405,0.702,0.304,93,0.259,0.158,0.13699999999999998,0.06
Carlos Santana,CLE,98,341,43,76,11,44,6,46,76,0.223,0.317,0.34,0.657,0.295,89,0.252,0.117,0.193,0.11699999999999999
Joey Ortiz,MIL,101,318,42,68,7,31,9,21,56,0.214,0.269,0.311,0.58,0.259,64,0.239,0.097,0.161,0.061
Luis Robert Jr.,CHW,84,286,37,59,10,41,26,35,95,0.206,0.293,0.343,0.636,0.281,77,0.268,0.136,0.29,0.107
Teoscar Hernandez,LAD,84,318,44,81,16,62,5,17,81,0.255,0.293,0.465,0.758,0.325,109,0.291,0.211,0.239,0.05
Angel Martinez,CLE,88,305,40,76,9,38,6,13,69,0.249,0.281,0.407,0.687,0.296,89,0.29,0.157,0.21100000000000002,0.04
Agustin Ramirez,MIA,79,316,45,77,15,46,2,20,65,0.244,0.288,0.465,0.753,0.322,105,0.262,0.222,0.193,0.059000000000000004
Gavin Lux,CIN,91,296,32,80,4,40,1,39,79,0.27,0.355,0.375,0.73,0.327,105,0.357,0.105,0.23600000000000002,0.11599999999999999
Christian Walker,HOU,99,378,41,89,13,53,1,27,115,0.235,0.296,0.384,0.679,0.298,90,0.299,0.148,0.276,0.065
Michael Harris II,ATL,101,377,28,85,9,49,12,12,81,0.225,0.25,0.361,0.611,0.262,64,0.26,0.135,0.203,0.03
Luis Arraez,SDP,99,401,44,115,5,38,5,20,12,0.287,0.322,0.394,0.716,0.312,104,0.284,0.107,0.027999999999999997,0.046
Spencer Steer,CIN,96,349,42,85,11,41,6,27,89,0.244,0.304,0.387,0.691,0.304,89,0.296,0.143,0.23399999999999999,0.071
Max Kepler,PHI,92,298,39,61,11,32,1,39,67,0.205,0.301,0.362,0.664,0.292,84,0.225,0.158,0.195,0.114
Wilmer Flores,SFG,93,330,35,81,12,59,1,29,66,0.245,0.316,0.382,0.698,0.309,100,0.272,0.136,0.18,0.079
Yainer Diaz,HOU,92,354,36,87,13,40,1,14,64,0.246,0.276,0.401,0.677,0.292,85,0.264,0.155,0.172,0.038
Trevor Larnach,MIN,96,345,46,83,13,42,2,34,86,0.241,0.312,0.403,0.715,0.312,99,0.281,0.162,0.223,0.08800000000000001
Andrew McCutchen,PIT,92,330,33,82,9,32,1,38,79,0.248,0.327,0.376,0.703,0.311,96,0.298,0.127,0.21100000000000002,0.10099999999999999
Nick Castellanos,PHI,102,392,47,106,13,56,4,22,85,0.27,0.311,0.434,0.745,0.322,105,0.312,0.163,0.20199999999999999,0.052000000000000005
Josh Bell,WSN,90,312,33,69,13,39,0,36,62,0.221,0.309,0.385,0.693,0.306,96,0.235,0.163,0.17600000000000002,0.102
Nathaniel Lowe,WSN,104,391,48,88,15,62,1,38,119,0.225,0.294,0.389,0.683,0.299,91,0.282,0.164,0.275,0.08800000000000001
Jonathan India,KCR,97,372,44,90,5,30,0,37,71,0.242,0.322,0.344,0.666,0.299,87,0.285,0.102,0.16899999999999998,0.08800000000000001
Bryan Reynolds,PIT,99,389,38,90,10,50,3,30,115,0.231,0.288,0.373,0.66,0.288,81,0.3,0.141,0.271,0.071
Brenton Doyle,COL,86,320,35,69,7,31,10,22,89,0.216,0.265,0.331,0.596,0.263,52,0.274,0.116,0.259,0.064
Luis Rengifo,LAA,98,348,35,83,4,23,3,19,67,0.239,0.278,0.316,0.594,0.264,64,0.283,0.078,0.18100000000000002,0.051
Eric Wagaman,MIA,93,342,33,79,5,33,3,22,70,0.231,0.276,0.339,0.616,0.271,69,0.273,0.108,0.19,0.06
Michael Toglia,COL,84,295,21,57,10,31,3,27,125,0.193,0.262,0.353,0.614,0.268,56,0.29,0.159,0.385,0.083
