Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Jackson Chourio,MIL,105,442,70,121,17,67,18,22,95,0.274,0.309,0.468,0.777,0.333,115,0.312,0.195,0.203,0.047
Sal Frelick,MIL,95,352,48,104,8,40,17,27,51,0.295,0.356,0.412,0.768,0.339,119,0.325,0.116,0.129,0.069
Steven Kwan,CLE,100,394,51,113,9,37,11,39,37,0.287,0.351,0.411,0.762,0.334,115,0.294,0.124,0.084,0.08800000000000001
Nico Hoerner,CHC,102,388,57,112,3,42,19,23,32,0.289,0.337,0.374,0.71,0.314,103,0.307,0.085,0.076,0.055
Michael Busch,CHC,100,334,49,93,20,60,4,38,92,0.278,0.367,0.521,0.888,0.383,150,0.329,0.243,0.24100000000000002,0.1
Bo Bichette,TOR,104,441,50,130,13,65,4,24,72,0.295,0.334,0.46,0.794,0.342,120,0.327,0.166,0.153,0.051
Zach McKinstry,DET,97,316,50,84,8,32,16,38,76,0.266,0.348,0.437,0.785,0.341,119,0.322,0.171,0.209,0.105
George Springer,TOR,101,344,66,100,18,57,12,51,76,0.291,0.383,0.506,0.889,0.383,148,0.323,0.215,0.18600000000000003,0.125
Pete Alonso,NYM,107,399,54,105,22,81,1,47,109,0.263,0.354,0.499,0.853,0.365,140,0.304,0.236,0.235,0.102
Riley Greene,DET,105,406,56,110,25,81,1,28,144,0.271,0.32,0.512,0.832,0.355,129,0.356,0.241,0.32899999999999996,0.064
Gleyber Torres,DET,95,340,54,94,10,49,4,55,54,0.276,0.379,0.415,0.793,0.352,127,0.299,0.138,0.134,0.136
Jacob Wilson,ATH,94,369,46,115,10,45,5,21,31,0.312,0.354,0.439,0.793,0.346,119,0.319,0.127,0.078,0.053
Brandon Nimmo,NYM,103,388,53,101,19,60,12,32,87,0.26,0.324,0.459,0.783,0.338,122,0.288,0.198,0.203,0.075
Brendan Donovan,STL,100,386,55,110,9,42,3,38,57,0.285,0.356,0.417,0.773,0.338,119,0.312,0.132,0.131,0.087
TJ Friedl,CIN,103,387,63,104,10,36,10,53,69,0.269,0.371,0.398,0.769,0.344,117,0.302,0.129,0.15,0.115
Willy Adames,SFG,106,392,63,93,15,56,4,50,114,0.237,0.324,0.408,0.732,0.32,108,0.29,0.171,0.252,0.111
Bryce Harper,PHI,78,294,47,78,15,45,10,47,70,0.265,0.372,0.497,0.868,0.373,140,0.299,0.231,0.20199999999999999,0.135
Ryan O'Hearn,BAL,92,303,43,86,12,40,3,41,59,0.284,0.375,0.452,0.827,0.36,133,0.315,0.168,0.168,0.11599999999999999
Junior Caminero,TBR,101,398,60,102,27,70,5,23,86,0.256,0.297,0.51,0.807,0.342,118,0.259,0.254,0.201,0.054000000000000006
Jarren Duran,BOS,106,429,58,111,9,55,17,37,117,0.259,0.326,0.441,0.767,0.333,108,0.334,0.182,0.24600000000000002,0.078
Jonathan Aranda,TBR,100,347,51,109,11,51,0,40,98,0.314,0.395,0.473,0.868,0.378,143,0.408,0.159,0.247,0.10099999999999999
Zach Neto,LAA,88,352,66,96,15,39,19,20,98,0.273,0.323,0.463,0.786,0.338,116,0.336,0.19,0.257,0.052000000000000005
Oneil Cruz,PIT,95,343,53,76,17,44,34,50,125,0.222,0.322,0.426,0.747,0.323,104,0.286,0.204,0.312,0.125
Ernie Clement,TOR,105,360,50,100,5,31,3,20,40,0.278,0.313,0.381,0.694,0.302,92,0.297,0.103,0.102,0.051
Hunter Goodman,COL,93,354,50,100,19,59,1,21,103,0.282,0.327,0.523,0.85,0.363,122,0.348,0.24,0.272,0.055
Rafael Devers,- - -,108,402,61,104,19,73,1,77,122,0.259,0.381,0.465,0.846,0.365,133,0.321,0.206,0.25,0.158
Brent Rooker,ATH,109,423,66,115,21,58,3,47,106,0.272,0.347,0.492,0.839,0.361,129,0.318,0.22,0.22399999999999998,0.099
Taylor Ward,LAA,105,401,58,93,25,78,2,45,125,0.232,0.308,0.491,0.8,0.34,117,0.265,0.259,0.275,0.099
Willson Contreras,STL,102,374,52,97,14,61,4,34,107,0.259,0.347,0.447,0.793,0.347,125,0.325,0.187,0.25,0.079
Josh Smith,TEX,94,332,53,91,9,28,9,36,60,0.274,0.353,0.419,0.772,0.339,118,0.311,0.145,0.16,0.096
Otto Lopez,MIA,89,334,44,82,11,54,10,34,52,0.246,0.318,0.386,0.704,0.31,96,0.261,0.141,0.14,0.092
Spencer Torkelson,DET,102,367,60,88,23,63,1,46,104,0.24,0.335,0.49,0.825,0.351,126,0.265,0.251,0.244,0.10800000000000001
Austin Riley,ATL,97,396,52,106,15,52,2,27,119,0.268,0.319,0.437,0.755,0.328,110,0.346,0.169,0.27899999999999997,0.063
Wyatt Langford,TEX,86,325,45,76,15,42,15,39,104,0.234,0.317,0.415,0.732,0.319,105,0.292,0.182,0.282,0.106
Dansby Swanson,CHC,105,402,59,100,16,49,8,31,121,0.249,0.3,0.41,0.71,0.308,98,0.312,0.162,0.276,0.071
Trent Grisham,NYY,89,302,48,75,17,39,0,45,76,0.248,0.35,0.454,0.803,0.352,127,0.278,0.205,0.218,0.129
J.P. Crawford,SEA,103,388,45,104,7,38,5,56,80,0.268,0.364,0.363,0.727,0.328,116,0.321,0.095,0.177,0.124
Seiya Suzuki,CHC,102,406,56,102,26,81,3,38,121,0.251,0.312,0.517,0.829,0.351,128,0.288,0.266,0.26899999999999996,0.085
Freddie Freeman,LAD,94,353,50,103,10,53,2,38,91,0.292,0.364,0.459,0.823,0.355,129,0.365,0.167,0.22899999999999998,0.095
Brice Turang,MIL,102,384,62,106,6,44,19,42,92,0.276,0.345,0.37,0.715,0.317,104,0.344,0.094,0.212,0.09699999999999999
William Contreras,MIL,100,372,52,91,6,42,5,57,81,0.245,0.343,0.341,0.685,0.306,97,0.294,0.097,0.187,0.131
Marcus Semien,TEX,106,388,52,87,13,52,10,45,82,0.224,0.306,0.358,0.665,0.295,88,0.247,0.134,0.185,0.10099999999999999
Victor Scott II,STL,101,316,46,72,5,33,27,32,91,0.228,0.313,0.323,0.636,0.288,84,0.302,0.095,0.251,0.08800000000000001
Yandy Diaz,TBR,101,403,52,114,18,62,3,36,64,0.283,0.345,0.469,0.814,0.35,124,0.294,0.186,0.14300000000000002,0.08
Ryan McMahon,- - -,103,359,43,80,16,38,2,51,131,0.223,0.322,0.407,0.729,0.321,93,0.3,0.184,0.317,0.12300000000000001
Lawrence Butler,ATH,104,407,59,96,15,44,17,42,129,0.236,0.307,0.415,0.723,0.316,98,0.308,0.179,0.287,0.09300000000000001
Xavier Edwards,MIA,89,358,48,105,1,26,17,37,57,0.293,0.359,0.36,0.72,0.32,103,0.344,0.067,0.142,0.092
Josh Naylor,- - -,97,364,52,107,12,60,15,38,53,0.294,0.36,0.451,0.811,0.35,125,0.314,0.157,0.129,0.09300000000000001
Nolan Schanuel,LAA,103,384,49,107,8,42,4,47,53,0.279,0.366,0.398,0.764,0.337,115,0.305,0.12,0.12,0.106
Alec Burleson,STL,96,329,37,95,14,48,4,26,47,0.289,0.34,0.474,0.814,0.351,128,0.299,0.185,0.13,0.07200000000000001
Jose Altuve,HOU,103,393,56,109,17,53,6,38,73,0.277,0.34,0.455,0.796,0.342,120,0.299,0.178,0.16699999999999998,0.087
J.T. Realmuto,PHI,88,337,38,91,7,38,6,24,87,0.27,0.322,0.395,0.717,0.314,99,0.346,0.125,0.24,0.066
Mookie Betts,LAD,97,379,62,91,11,46,7,40,47,0.24,0.313,0.372,0.685,0.301,92,0.246,0.132,0.111,0.094
Mike Trout,LAA,81,286,42,67,19,47,2,55,101,0.234,0.36,0.465,0.825,0.352,125,0.281,0.231,0.289,0.157
Jung Hoo Lee,SFG,101,380,50,96,6,43,7,37,46,0.253,0.322,0.4,0.722,0.316,105,0.271,0.147,0.10800000000000001,0.087
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,99,0.314,0.113,0.162,0.057
Christian Yelich,MIL,100,380,53,98,20,69,15,38,115,0.258,0.333,0.447,0.78,0.338,119,0.317,0.189,0.271,0.09
Tyler Soderstrom,ATH,108,389,53,99,19,60,6,39,99,0.254,0.329,0.45,0.779,0.338,114,0.293,0.195,0.228,0.09
Willi Castro,MIN,84,294,48,74,10,27,9,32,81,0.252,0.343,0.418,0.762,0.336,115,0.315,0.167,0.24100000000000002,0.095
Jackson Holliday,BAL,98,393,45,102,14,42,9,23,100,0.26,0.309,0.415,0.724,0.316,103,0.315,0.155,0.23800000000000002,0.055
Cam Smith,HOU,92,330,39,85,7,43,5,30,101,0.258,0.329,0.385,0.714,0.316,103,0.351,0.127,0.27699999999999997,0.08199999999999999
Trevor Story,BOS,104,400,52,98,15,61,17,20,121,0.245,0.285,0.395,0.68,0.297,84,0.313,0.15,0.285,0.047
Brandon Lowe,TBR,86,323,55,87,19,50,3,24,89,0.269,0.32,0.48,0.8,0.344,120,0.313,0.211,0.254,0.069
Ben Rice,NYY,87,288,47,66,15,32,3,30,68,0.229,0.32,0.458,0.778,0.338,118,0.248,0.229,0.207,0.091
Jorge Polanco,SEA,88,299,39,75,16,47,3,25,46,0.251,0.312,0.458,0.77,0.333,120,0.246,0.207,0.139,0.075
Matt McLain,CIN,97,353,52,78,11,36,15,39,105,0.221,0.307,0.346,0.652,0.293,81,0.282,0.125,0.263,0.098
Heliot Ramos,SFG,105,405,56,109,14,50,5,35,107,0.269,0.342,0.427,0.769,0.335,118,0.328,0.158,0.233,0.076
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Miguel Vargas,CHW,103,379,55,87,12,41,4,39,72,0.23,0.308,0.401,0.709,0.311,98,0.253,0.172,0.16899999999999998,0.092
Chase Meidroth,CHW,81,304,36,77,3,15,11,33,45,0.253,0.331,0.322,0.654,0.297,88,0.288,0.069,0.132,0.096
Bryson Stott,PHI,95,336,43,78,7,41,16,36,64,0.232,0.307,0.339,0.646,0.289,82,0.266,0.107,0.17,0.095
Jordan Beck,COL,94,349,45,96,11,35,11,26,105,0.275,0.33,0.453,0.783,0.339,105,0.363,0.178,0.27699999999999997,0.069
Paul Goldschmidt,NYY,99,360,58,102,8,37,5,30,68,0.283,0.341,0.419,0.76,0.329,111,0.33,0.136,0.172,0.076
Jesus Sanchez,MIA,84,296,39,76,9,34,9,29,68,0.257,0.323,0.412,0.735,0.32,104,0.303,0.155,0.207,0.08800000000000001
Ian Happ,CHC,96,381,60,86,14,50,5,56,100,0.226,0.324,0.378,0.702,0.313,102,0.267,0.152,0.22699999999999998,0.127
Carlos Correa,MIN,92,336,40,89,7,31,0,26,68,0.265,0.317,0.384,0.701,0.309,96,0.313,0.119,0.187,0.07200000000000001
Mike Yastrzemski,SFG,96,318,38,73,8,28,6,47,86,0.23,0.33,0.355,0.685,0.304,97,0.289,0.126,0.23399999999999999,0.128
Anthony Volpe,NYY,105,375,44,80,14,55,11,35,100,0.213,0.283,0.4,0.683,0.297,89,0.247,0.187,0.23800000000000002,0.083
Jo Adell,LAA,100,335,38,78,21,60,3,25,94,0.233,0.303,0.463,0.765,0.331,111,0.258,0.23,0.253,0.067
Marcell Ozuna,ATL,96,331,38,77,14,44,0,67,92,0.233,0.361,0.393,0.754,0.336,115,0.275,0.16,0.22699999999999998,0.165
Cedric Mullins,BAL,89,307,41,68,15,47,14,34,84,0.221,0.301,0.42,0.722,0.315,102,0.252,0.199,0.243,0.098
Lenyn Sosa,CHW,90,321,30,87,9,38,2,10,75,0.271,0.296,0.411,0.708,0.307,95,0.328,0.14,0.22399999999999998,0.03
Vinnie Pasquantino,KCR,105,405,42,107,17,63,1,33,73,0.264,0.326,0.435,0.76,0.329,107,0.284,0.17,0.16399999999999998,0.07400000000000001
Salvador Perez,KCR,102,393,33,100,18,63,0,19,83,0.254,0.298,0.461,0.759,0.324,103,0.28,0.206,0.19699999999999998,0.045
Adolis Garcia,TEX,102,378,41,86,14,59,10,23,108,0.228,0.274,0.392,0.666,0.288,83,0.274,0.164,0.262,0.055999999999999994
Nolan Arenado,STL,94,353,43,83,10,43,2,28,36,0.235,0.295,0.368,0.664,0.288,85,0.236,0.133,0.09300000000000001,0.073
Ke'Bryan Hayes,PIT,99,365,34,86,2,36,10,18,81,0.236,0.279,0.29,0.569,0.254,57,0.298,0.055,0.209,0.046
Jasson Dominguez,NYY,87,298,46,77,9,36,15,33,95,0.258,0.332,0.406,0.738,0.324,108,0.343,0.148,0.282,0.098
Ty France,MIN,99,345,41,87,6,44,1,19,62,0.252,0.322,0.359,0.681,0.305,94,0.291,0.107,0.162,0.05
Carlos Santana,CLE,100,349,43,79,11,45,6,47,77,0.226,0.32,0.341,0.661,0.297,90,0.257,0.115,0.191,0.11699999999999999
Ozzie Albies,ATL,105,395,44,86,9,40,9,42,70,0.218,0.297,0.322,0.619,0.279,76,0.241,0.104,0.158,0.095
Kyle Manzardo,CLE,90,294,28,67,16,43,1,31,84,0.228,0.302,0.449,0.751,0.323,107,0.258,0.221,0.254,0.094
Gavin Sheets,SDP,102,355,38,88,14,52,1,30,77,0.248,0.309,0.414,0.724,0.315,105,0.277,0.166,0.19699999999999998,0.077
Luis Robert Jr.,CHW,86,293,38,60,11,43,26,35,97,0.205,0.292,0.348,0.64,0.282,78,0.262,0.143,0.289,0.10400000000000001
Luis Arraez,SDP,101,411,47,120,6,41,5,20,12,0.292,0.326,0.404,0.73,0.318,107,0.288,0.112,0.027000000000000003,0.045
Luis Garcia Jr.,WSN,94,332,45,87,8,45,9,20,53,0.262,0.302,0.401,0.703,0.304,94,0.284,0.139,0.147,0.055
Isiah Kiner-Falefa,PIT,93,309,28,82,1,26,12,15,56,0.265,0.307,0.33,0.637,0.283,77,0.32,0.065,0.16899999999999998,0.045
Joey Ortiz,MIL,103,324,42,68,7,31,9,21,58,0.21,0.264,0.306,0.57,0.255,61,0.236,0.096,0.16399999999999998,0.059000000000000004
Teoscar Hernandez,LAD,86,327,44,83,16,64,5,18,86,0.254,0.293,0.459,0.752,0.323,107,0.295,0.205,0.24600000000000002,0.052000000000000005
Lourdes Gurriel Jr.,ARI,98,384,35,95,12,48,7,25,57,0.247,0.296,0.404,0.7,0.303,92,0.259,0.156,0.136,0.06
Gavin Lux,CIN,93,301,33,81,4,42,1,41,79,0.269,0.357,0.372,0.729,0.327,105,0.353,0.103,0.231,0.12
Angel Martinez,CLE,90,313,41,77,9,38,6,13,73,0.246,0.279,0.399,0.679,0.293,87,0.289,0.153,0.217,0.039
Christian Walker,HOU,101,386,41,91,13,53,1,27,115,0.236,0.295,0.383,0.678,0.297,89,0.298,0.148,0.271,0.064
Michael Harris II,ATL,103,385,28,87,9,49,12,13,82,0.226,0.252,0.361,0.613,0.263,65,0.261,0.135,0.2,0.032
Yainer Diaz,HOU,94,357,37,87,13,40,1,15,64,0.244,0.276,0.398,0.674,0.29,85,0.261,0.154,0.17,0.04
Max Kepler,PHI,93,302,40,62,11,32,1,39,68,0.205,0.301,0.361,0.662,0.292,83,0.227,0.156,0.196,0.11199999999999999
Agustin Ramirez,MIA,81,323,45,77,15,46,2,21,66,0.238,0.284,0.455,0.739,0.316,101,0.255,0.217,0.191,0.061
Andrew McCutchen,PIT,93,335,34,83,10,34,1,38,80,0.248,0.325,0.382,0.707,0.312,97,0.294,0.134,0.21100000000000002,0.1
Spencer Steer,CIN,98,353,42,85,11,41,6,27,90,0.241,0.301,0.382,0.684,0.301,87,0.292,0.142,0.23399999999999999,0.07
Trevor Larnach,MIN,98,350,46,84,13,43,2,35,86,0.24,0.311,0.4,0.711,0.311,98,0.278,0.16,0.21899999999999997,0.08900000000000001
Wilmer Flores,SFG,95,336,35,83,12,59,1,29,67,0.247,0.316,0.381,0.697,0.309,100,0.274,0.134,0.18,0.078
Nick Castellanos,PHI,104,400,48,107,14,57,4,22,88,0.268,0.308,0.435,0.743,0.321,104,0.308,0.168,0.205,0.051
Josh Bell,WSN,92,319,35,72,13,40,0,38,65,0.226,0.315,0.386,0.7,0.31,98,0.244,0.16,0.18,0.105
Michael Conforto,LAD,92,287,38,56,9,24,1,38,77,0.195,0.305,0.345,0.65,0.294,87,0.233,0.15,0.231,0.114
Nathaniel Lowe,WSN,106,399,49,90,15,63,1,39,119,0.226,0.295,0.388,0.683,0.3,91,0.281,0.163,0.27,0.08800000000000001
Luis Rengifo,LAA,100,354,38,86,5,25,3,20,68,0.243,0.284,0.328,0.612,0.271,69,0.286,0.085,0.18,0.053
Bryan Reynolds,PIT,100,392,40,91,10,51,3,30,115,0.232,0.29,0.375,0.665,0.291,82,0.3,0.143,0.26899999999999996,0.07
Jonathan India,KCR,99,379,46,91,5,30,0,39,71,0.24,0.322,0.34,0.663,0.298,86,0.282,0.1,0.166,0.091
Brenton Doyle,COL,87,323,36,70,7,31,10,22,90,0.217,0.265,0.331,0.596,0.263,52,0.276,0.115,0.259,0.063
Eric Wagaman,MIA,95,346,33,81,5,33,3,22,71,0.234,0.279,0.341,0.62,0.272,70,0.277,0.107,0.19,0.059000000000000004
