Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Ernie Clement,TOR,307,0.299,4,24,0.342,0.402,3,0.326,109,0.321,0.10300000000000004,0.10097719869706841,0.06188925081433225
Ceddanne Rafaela,BOS,306,0.254,9,33,0.3,0.424,11,0.315,97,0.294,0.16999999999999998,0.19934640522875818,0.049019607843137254
Julio Rodriguez,SEA,390,0.252,11,43,0.31,0.395,14,0.31,104,0.299,0.14300000000000002,0.2153846153846154,0.05897435897435897
Juan Soto,NYM,384,0.26,20,48,0.396,0.5,10,0.385,152,0.264,0.24,0.16927083333333334,0.18489583333333334
Isaac Paredes,HOU,361,0.256,17,47,0.357,0.463,0,0.36,133,0.266,0.20700000000000002,0.16897506925207756,0.11911357340720222
Gleyber Torres,DET,326,0.282,9,44,0.387,0.429,4,0.362,136,0.3,0.14700000000000002,0.12576687116564417,0.13803680981595093
Kyle Schwarber,PHI,384,0.247,26,58,0.38,0.532,8,0.391,150,0.274,0.28500000000000003,0.2604166666666667,0.16145833333333334
Eugenio Suarez,ARI,349,0.25,27,70,0.318,0.561,1,0.372,138,0.264,0.31100000000000005,0.27507163323782235,0.06303724928366762
Gunnar Henderson,BAL,337,0.276,10,29,0.347,0.447,10,0.344,123,0.352,0.17099999999999999,0.24925816023738873,0.09198813056379822
Randy Arozarena,SEA,372,0.248,12,40,0.358,0.433,15,0.349,132,0.319,0.185,0.26344086021505375,0.11021505376344086
Steven Kwan,CLE,356,0.295,6,26,0.358,0.414,11,0.34,120,0.307,0.119,0.08146067415730338,0.08426966292134831
Jake Meyers,HOU,312,0.304,3,21,0.365,0.4,14,0.339,119,0.364,0.09600000000000003,0.17307692307692307,0.08333333333333333
Masyn Winn,STL,320,0.26,7,30,0.323,0.388,4,0.314,101,0.301,0.128,0.18125,0.078125
Freddie Freeman,LAD,319,0.312,10,47,0.382,0.507,0,0.38,145,0.373,0.195,0.20689655172413793,0.09717868338557993
Brendan Donovan,STL,350,0.293,6,31,0.364,0.421,3,0.344,122,0.329,0.128,0.14,0.08571428571428572
Nico Hoerner,CHC,342,0.285,3,35,0.333,0.373,15,0.314,101,0.299,0.08800000000000002,0.07017543859649122,0.05555555555555555
Kyle Stowers,MIA,312,0.283,15,45,0.357,0.514,3,0.375,139,0.366,0.23100000000000004,0.2916666666666667,0.09615384615384616
Ryan O'Hearn,BAL,286,0.294,11,30,0.381,0.472,3,0.373,143,0.321,0.178,0.16083916083916083,0.10839160839160839
Max Muncy,LAD,315,0.25,13,55,0.375,0.457,4,0.363,134,0.285,0.20700000000000002,0.21904761904761905,0.1619047619047619
Junior Caminero,TBR,342,0.259,21,53,0.304,0.517,5,0.35,127,0.26,0.258,0.1871345029239766,0.06140350877192982
Cody Bellinger,NYY,339,0.269,12,44,0.327,0.456,9,0.338,118,0.283,0.187,0.1504424778761062,0.08259587020648967
J.P. Crawford,SEA,367,0.285,6,31,0.387,0.379,5,0.346,129,0.342,0.09400000000000003,0.17438692098092642,0.1362397820163488
Sal Frelick,MIL,346,0.296,6,35,0.353,0.402,15,0.335,115,0.328,0.10600000000000004,0.12716763005780346,0.06936416184971098
Brice Turang,MIL,357,0.287,5,36,0.36,0.379,17,0.33,112,0.363,0.09200000000000003,0.22128851540616246,0.10364145658263306
Jonathan Aranda,TBR,319,0.32,10,45,0.401,0.486,0,0.387,153,0.403,0.16599999999999998,0.23197492163009403,0.10031347962382445
Seiya Suzuki,CHC,368,0.261,23,73,0.318,0.547,2,0.365,136,0.294,0.28600000000000003,0.26358695652173914,0.08152173913043478
Trent Grisham,NYY,289,0.249,16,33,0.353,0.478,0,0.363,136,0.28,0.22899999999999998,0.23875432525951557,0.13494809688581316
Vladimir Guerrero Jr.,TOR,378,0.274,12,44,0.378,0.439,3,0.357,131,0.295,0.16499999999999998,0.1402116402116402,0.12962962962962962
TJ Friedl,CIN,370,0.281,8,31,0.371,0.413,9,0.348,118,0.32,0.13199999999999995,0.15945945945945947,0.11351351351351352
George Springer,TOR,321,0.281,15,51,0.378,0.513,10,0.384,149,0.313,0.23199999999999998,0.19937694704049844,0.1308411214953271
Rafael Devers,- - -,406,0.26,17,67,0.384,0.476,1,0.371,137,0.32,0.21599999999999997,0.24876847290640394,0.16009852216748768
Hunter Goodman,COL,319,0.286,16,50,0.332,0.525,1,0.368,123,0.348,0.23900000000000005,0.26332288401253917,0.05642633228840126
Wilyer Abreu,BOS,277,0.261,17,48,0.329,0.506,5,0.354,124,0.286,0.245,0.23826714801444043,0.09386281588447654
Cam Smith,HOU,281,0.291,7,38,0.359,0.445,4,0.354,129,0.392,0.15400000000000003,0.2704626334519573,0.08185053380782918
Xander Bogaerts,SDP,339,0.258,5,30,0.333,0.369,13,0.309,100,0.296,0.11099999999999999,0.16224188790560473,0.10324483775811209
Michael Busch,CHC,304,0.277,14,50,0.365,0.506,4,0.377,145,0.326,0.22899999999999998,0.22697368421052633,0.10526315789473684
Yandy Diaz,TBR,360,0.291,14,49,0.347,0.474,3,0.354,130,0.305,0.183,0.1388888888888889,0.075
Josh Smith,TEX,296,0.283,7,21,0.353,0.415,8,0.337,118,0.324,0.132,0.16554054054054054,0.08783783783783784
Lawrence Butler,ATH,365,0.252,11,34,0.318,0.432,14,0.328,107,0.332,0.18,0.27945205479452057,0.08767123287671233
Mookie Betts,LAD,352,0.246,10,43,0.321,0.383,6,0.31,98,0.247,0.137,0.09943181818181818,0.09943181818181818
Spencer Torkelson,DET,346,0.234,19,55,0.335,0.492,1,0.352,129,0.251,0.258,0.23410404624277456,0.11560693641618497
Brandon Nimmo,NYM,345,0.254,17,48,0.313,0.463,8,0.336,118,0.269,0.20900000000000002,0.19130434782608696,0.07246376811594203
Willson Contreras,STL,348,0.248,11,51,0.34,0.421,4,0.336,116,0.305,0.173,0.23850574712643677,0.08333333333333333
Jackson Chourio,MIL,387,0.253,14,51,0.287,0.444,15,0.315,101,0.287,0.191,0.20671834625322996,0.04392764857881137
Dansby Swanson,CHC,362,0.251,14,40,0.302,0.426,7,0.315,102,0.305,0.175,0.26243093922651933,0.0718232044198895
Jung Hoo Lee,SFG,353,0.247,6,36,0.314,0.405,6,0.315,102,0.261,0.15800000000000003,0.10764872521246459,0.0821529745042493
Otto Lopez,MIA,290,0.253,8,41,0.324,0.379,9,0.311,95,0.27,0.126,0.13448275862068965,0.0896551724137931
Victor Scott II,STL,291,0.242,4,28,0.328,0.333,22,0.3,91,0.331,0.09100000000000003,0.26804123711340205,0.0859106529209622
Brent Rooker,ATH,388,0.27,18,46,0.345,0.489,2,0.362,131,0.309,0.21899999999999997,0.21649484536082475,0.0979381443298969
Heliot Ramos,SFG,373,0.277,13,46,0.351,0.453,5,0.351,127,0.338,0.176,0.2386058981233244,0.08042895442359249
Taylor Ward,LAA,362,0.221,20,58,0.296,0.483,1,0.332,113,0.244,0.262,0.26795580110497236,0.09392265193370165
Oneil Cruz,PIT,332,0.21,15,35,0.322,0.416,28,0.322,102,0.277,0.206,0.3313253012048193,0.1355421686746988
William Contreras,MIL,350,0.235,6,34,0.351,0.338,5,0.311,98,0.28,0.10300000000000004,0.18571428571428572,0.15428571428571428
Brandon Lowe,TBR,333,0.274,19,50,0.324,0.495,2,0.352,129,0.311,0.22099999999999997,0.24324324324324326,0.06906906906906907
Zach Neto,LAA,280,0.27,13,30,0.311,0.487,14,0.343,120,0.328,0.21699999999999997,0.2642857142857143,0.039285714285714285
Austin Riley,ATL,379,0.271,12,42,0.322,0.422,2,0.325,106,0.356,0.15099999999999997,0.28232189973614774,0.0633245382585752
Marcus Semien,TEX,354,0.238,9,40,0.316,0.363,7,0.303,94,0.269,0.125,0.18361581920903955,0.1016949152542373
Nolan Schanuel,LAA,353,0.273,8,34,0.366,0.411,3,0.342,120,0.295,0.13799999999999996,0.12181303116147309,0.11331444759206799
Bo Bichette,TOR,380,0.272,11,49,0.311,0.426,4,0.32,105,0.3,0.15399999999999997,0.16052631578947368,0.05
Josh Naylor,ARI,329,0.303,10,54,0.357,0.471,10,0.358,129,0.321,0.16799999999999998,0.1276595744680851,0.0790273556231003
Jo Adell,LAA,284,0.25,18,47,0.322,0.496,3,0.354,128,0.269,0.246,0.23591549295774647,0.06690140845070422
Ben Rice,NYY,287,0.232,14,30,0.325,0.468,3,0.345,124,0.25,0.23600000000000002,0.21254355400696864,0.09059233449477352
Mike Yastrzemski,SFG,311,0.25,8,28,0.341,0.393,6,0.324,108,0.308,0.14300000000000002,0.22508038585209003,0.1189710610932476
Wyatt Langford,TEX,292,0.232,13,31,0.308,0.421,11,0.316,103,0.272,0.18899999999999997,0.2602739726027397,0.0958904109589041
Willy Adames,SFG,371,0.218,10,38,0.305,0.358,4,0.294,89,0.273,0.13999999999999999,0.261455525606469,0.11320754716981132
Paul Goldschmidt,NYY,336,0.286,8,32,0.347,0.431,5,0.338,118,0.331,0.14500000000000002,0.17261904761904762,0.08035714285714286
Alec Bohm,PHI,346,0.283,7,38,0.324,0.398,2,0.317,100,0.323,0.11500000000000005,0.1676300578034682,0.05202312138728324
Anthony Volpe,NYY,351,0.224,9,46,0.303,0.399,9,0.307,97,0.274,0.17500000000000002,0.24216524216524216,0.09686609686609686
Matt McLain,CIN,313,0.215,9,31,0.304,0.345,12,0.293,80,0.275,0.12999999999999998,0.2715654952076677,0.09904153354632587
Ke'Bryan Hayes,PIT,318,0.247,2,29,0.297,0.304,9,0.271,68,0.309,0.056999999999999995,0.20125786163522014,0.05345911949685535
Jordan Beck,COL,307,0.273,10,29,0.329,0.472,10,0.347,108,0.356,0.19899999999999995,0.2768729641693811,0.06840390879478828
Christian Yelich,MIL,348,0.261,17,61,0.339,0.461,12,0.347,123,0.315,0.2,0.2614942528735632,0.09770114942528736
Nolan Arenado,STL,333,0.247,10,41,0.306,0.395,1,0.304,94,0.248,0.14800000000000002,0.1021021021021021,0.07207207207207207
Alec Burleson,STL,278,0.291,10,37,0.329,0.461,3,0.34,119,0.304,0.17000000000000004,0.13309352517985612,0.05755395683453238
Jasson Dominguez,NYY,278,0.267,6,30,0.345,0.407,13,0.332,114,0.364,0.13999999999999996,0.2841726618705036,0.1079136690647482
Jarren Duran,BOS,399,0.253,6,39,0.312,0.409,15,0.315,97,0.327,0.15599999999999997,0.24310776942355888,0.06516290726817042
Ian Happ,CHC,367,0.233,12,43,0.327,0.39,4,0.319,105,0.276,0.157,0.22888283378746593,0.1226158038147139
Lars Nootbaar,STL,358,0.226,11,35,0.335,0.377,4,0.318,104,0.265,0.151,0.21508379888268156,0.12849162011173185
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,99,0.247,0.145,0.16304347826086957,0.11594202898550725
Carlos Correa,MIN,291,0.259,7,29,0.299,0.387,0,0.301,91,0.305,0.128,0.19931271477663232,0.054982817869415807
Trevor Story,BOS,344,0.244,12,47,0.286,0.389,13,0.296,84,0.316,0.14500000000000002,0.29069767441860467,0.046511627906976744
Gavin Sheets,SDP,313,0.261,13,49,0.319,0.454,1,0.334,117,0.292,0.193,0.20766773162939298,0.07667731629392971
Marcell Ozuna,ATL,363,0.243,11,40,0.372,0.389,0,0.341,117,0.299,0.14600000000000002,0.23415977961432508,0.16804407713498623
Rhys Hoskins,MIL,316,0.239,12,41,0.335,0.418,2,0.329,111,0.294,0.179,0.2689873417721519,0.11708860759493671
Carlos Santana,CLE,322,0.24,10,38,0.332,0.373,4,0.315,103,0.271,0.133,0.19254658385093168,0.11490683229813664
Ryan McMahon,COL,341,0.213,12,25,0.314,0.382,2,0.309,83,0.29,0.169,0.3196480938416422,0.12609970674486803
J.T. Realmuto,PHI,291,0.252,5,28,0.316,0.365,5,0.302,90,0.32,0.11299999999999999,0.23024054982817868,0.07903780068728522
Gabriel Arias,CLE,281,0.231,6,31,0.293,0.369,3,0.293,87,0.325,0.13799999999999998,0.31316725978647686,0.06405693950177936
Kerry Carpenter,DET,280,0.257,16,32,0.285,0.494,1,0.334,116,0.274,0.237,0.21428571428571427,0.025
Jackson Holliday,BAL,333,0.255,10,33,0.306,0.403,9,0.312,101,0.317,0.14800000000000002,0.24624624624624625,0.057057057057057055
Xavier Edwards,MIA,313,0.286,0,19,0.36,0.326,15,0.311,96,0.342,0.040000000000000036,0.1501597444089457,0.10223642172523961
Bryson Stott,PHI,321,0.238,5,35,0.306,0.331,13,0.287,79,0.279,0.09300000000000003,0.17757009345794392,0.08722741433021806
Andrew McCutchen,PIT,312,0.269,8,31,0.352,0.41,1,0.336,112,0.322,0.14099999999999996,0.20512820512820512,0.10897435897435898
Tyler Soderstrom,ATH,359,0.252,14,48,0.334,0.426,5,0.334,111,0.3,0.174,0.23676880222841226,0.10027855153203342
Miguel Vargas,CHW,346,0.22,10,34,0.301,0.395,4,0.307,95,0.243,0.17500000000000002,0.17630057803468208,0.09248554913294797
Teoscar Hernandez,LAD,291,0.263,14,54,0.297,0.478,5,0.333,113,0.299,0.21499999999999997,0.23367697594501718,0.044673539518900345
Vinnie Pasquantino,KCR,367,0.266,12,49,0.33,0.41,1,0.324,104,0.293,0.14399999999999996,0.16348773841961853,0.07356948228882834
Jose Altuve,HOU,357,0.262,13,39,0.322,0.417,6,0.321,106,0.283,0.15499999999999997,0.16806722689075632,0.08123249299719888
Ty France,MIN,334,0.256,6,42,0.317,0.364,1,0.305,94,0.289,0.10799999999999998,0.15269461077844312,0.041916167664670656
Josh Jung,TEX,297,0.237,8,35,0.283,0.366,4,0.286,82,0.293,0.129,0.24579124579124578,0.05387205387205387
Kyle Manzardo,CLE,276,0.224,13,33,0.297,0.443,1,0.319,106,0.255,0.219,0.2572463768115942,0.09057971014492754
Lourdes Gurriel Jr.,ARI,344,0.251,12,44,0.299,0.422,7,0.313,98,0.257,0.17099999999999999,0.13662790697674418,0.05813953488372093
Cedric Mullins,BAL,283,0.213,12,39,0.298,0.406,8,0.309,99,0.241,0.19300000000000003,0.24381625441696114,0.10247349823321555
Joey Ortiz,MIL,299,0.21,6,26,0.269,0.309,9,0.26,64,0.232,0.099,0.15384615384615385,0.06354515050167224
Gavin Lux,CIN,285,0.273,4,37,0.365,0.394,1,0.339,112,0.358,0.121,0.23157894736842105,0.12631578947368421
Trevor Larnach,MIN,337,0.25,12,39,0.315,0.418,2,0.32,105,0.292,0.16799999999999998,0.22255192878338279,0.08011869436201781
Luis Garcia Jr.,WSN,299,0.272,7,40,0.311,0.417,8,0.316,101,0.293,0.14499999999999996,0.14046822742474915,0.05351170568561873
Adolis Garcia,TEX,326,0.232,10,49,0.276,0.393,8,0.29,84,0.28,0.161,0.25766871165644173,0.05521472392638037
Spencer Steer,CIN,314,0.252,10,35,0.306,0.407,6,0.313,93,0.31,0.15499999999999997,0.2484076433121019,0.06687898089171974
Max Kepler,PHI,293,0.21,10,30,0.304,0.381,0,0.303,91,0.234,0.171,0.20477815699658702,0.10921501706484642
Ozzie Albies,ATL,366,0.224,6,28,0.295,0.318,7,0.277,73,0.253,0.094,0.1557377049180328,0.08469945355191257
Wilmer Flores,SFG,325,0.241,11,55,0.317,0.381,1,0.311,100,0.263,0.14,0.1753846153846154,0.08615384615384615
Nick Castellanos,PHI,353,0.279,10,46,0.323,0.445,2,0.333,111,0.325,0.16599999999999998,0.20113314447592068,0.056657223796033995
Logan O'Hoppe,LAA,267,0.231,17,37,0.262,0.447,0,0.305,94,0.282,0.216,0.33707865168539325,0.03745318352059925
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.261,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Nathaniel Lowe,WSN,364,0.23,13,58,0.297,0.397,1,0.305,93,0.285,0.167,0.2692307692307692,0.08516483516483517
Bryan Reynolds,PIT,355,0.237,10,45,0.301,0.393,3,0.304,90,0.295,0.15600000000000003,0.2535211267605634,0.08169014084507042
Salvador Perez,KCR,346,0.24,9,48,0.281,0.394,0,0.291,81,0.28,0.15400000000000003,0.20520231213872833,0.046242774566473986
Yainer Diaz,HOU,304,0.244,10,34,0.273,0.385,0,0.287,83,0.268,0.14100000000000001,0.17763157894736842,0.03289473684210526
Luis Arraez,SDP,350,0.279,4,32,0.312,0.393,3,0.308,99,0.274,0.11399999999999999,0.02,0.045714285714285714
Christian Walker,HOU,349,0.223,10,39,0.284,0.361,0,0.285,82,0.28,0.13799999999999998,0.2664756446991404,0.0659025787965616
Michael Harris II,ATL,337,0.215,6,43,0.24,0.325,12,0.244,51,0.252,0.11000000000000001,0.20771513353115728,0.02967359050445104
Jonathan India,KCR,347,0.244,4,23,0.326,0.339,0,0.3,88,0.282,0.09500000000000003,0.15273775216138327,0.09510086455331412
Eric Wagaman,MIA,319,0.252,5,33,0.288,0.372,2,0.289,80,0.297,0.12,0.19122257053291536,0.05329153605015674
Jorge Soler,LAA,278,0.206,9,29,0.285,0.36,0,0.287,81,0.271,0.154,0.3057553956834532,0.08633093525179857
Luis Rengifo,LAA,294,0.23,4,20,0.273,0.314,2,0.261,63,0.268,0.08399999999999999,0.17687074829931973,0.05442176870748299
Josh Bell,WSN,289,0.203,11,35,0.291,0.363,0,0.29,84,0.209,0.15999999999999998,0.17301038062283736,0.10034602076124567
Michael Conforto,LAD,279,0.177,7,21,0.297,0.312,1,0.281,77,0.212,0.135,0.23655913978494625,0.12186379928315412
Brenton Doyle,COL,306,0.201,6,28,0.252,0.32,8,0.253,44,0.25,0.119,0.24836601307189543,0.06535947712418301
Michael Toglia,COL,270,0.202,9,28,0.263,0.368,3,0.274,59,0.306,0.16599999999999998,0.3925925925925926,0.07407407407407407
