Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Alejandro Kirk,TOR,88,312,27,95,7,47,0,29,34,0.304,0.361,0.413,0.775,0.339,117,0.32,0.109,0.098,0.084
James Wood,WSN,105,396,61,104,24,71,14,64,137,0.263,0.366,0.497,0.863,0.368,138,0.336,0.235,0.295,0.138
Francisco Lindor,NYM,106,431,68,107,20,59,17,34,93,0.248,0.314,0.434,0.748,0.323,111,0.269,0.186,0.193,0.071
Maikel Garcia,KCR,106,393,49,118,10,46,19,35,57,0.3,0.356,0.473,0.83,0.359,127,0.328,0.173,0.131,0.08
Gunnar Henderson,BAL,101,381,60,108,12,42,14,39,95,0.283,0.354,0.465,0.818,0.353,127,0.349,0.181,0.22399999999999998,0.092
Julio Rodriguez,SEA,107,443,69,113,18,55,20,30,110,0.255,0.313,0.431,0.744,0.323,113,0.3,0.176,0.228,0.062
Masyn Winn,STL,97,370,58,100,7,39,6,27,68,0.27,0.325,0.389,0.714,0.315,103,0.313,0.119,0.168,0.067
Eugenio Suarez,ARI,105,383,64,95,36,87,1,29,116,0.248,0.321,0.577,0.898,0.377,143,0.249,0.329,0.268,0.067
CJ Abrams,WSN,93,371,67,103,14,41,26,27,71,0.278,0.345,0.477,0.822,0.355,129,0.309,0.199,0.172,0.065
Matt Chapman,SFG,84,304,49,73,16,42,7,45,87,0.24,0.347,0.457,0.805,0.352,130,0.284,0.217,0.24600000000000002,0.127
Ceddanne Rafaela,BOS,103,358,59,94,14,49,14,17,71,0.263,0.302,0.455,0.757,0.326,103,0.291,0.193,0.185,0.044000000000000004
Juan Soto,NYM,107,379,75,94,25,62,15,84,90,0.248,0.382,0.488,0.871,0.372,145,0.257,0.24,0.192,0.179
Matt Olson,ATL,106,402,59,106,18,67,0,66,110,0.264,0.368,0.463,0.831,0.361,133,0.318,0.199,0.233,0.14
Randy Arozarena,SEA,106,393,60,97,20,52,20,46,125,0.247,0.35,0.463,0.813,0.353,134,0.307,0.216,0.272,0.1
Andy Pages,LAD,104,391,49,110,19,64,8,20,90,0.281,0.322,0.476,0.798,0.343,121,0.317,0.194,0.213,0.047
Vladimir Guerrero Jr.,TOR,107,400,71,117,15,56,5,65,66,0.293,0.397,0.463,0.86,0.374,141,0.318,0.17,0.14,0.13699999999999998
Nico Hoerner,CHC,103,392,58,115,4,43,19,23,32,0.293,0.34,0.385,0.726,0.32,107,0.31,0.092,0.076,0.054000000000000006
Jackson Chourio,MIL,106,445,71,123,17,67,18,22,95,0.276,0.311,0.474,0.786,0.336,117,0.315,0.198,0.201,0.047
Xander Bogaerts,SDP,106,382,46,102,7,37,16,43,66,0.267,0.339,0.385,0.724,0.317,107,0.303,0.118,0.153,0.1
Riley Greene,DET,106,411,59,113,26,84,1,28,144,0.275,0.323,0.526,0.848,0.361,133,0.358,0.251,0.325,0.063
Isaac Paredes,HOU,94,351,51,91,19,50,0,49,67,0.259,0.359,0.47,0.829,0.362,133,0.27,0.211,0.16399999999999998,0.12
Zach McKinstry,DET,98,321,51,86,9,36,16,38,77,0.268,0.349,0.449,0.797,0.345,122,0.322,0.181,0.209,0.10300000000000001
Sal Frelick,MIL,96,357,48,105,8,40,17,27,52,0.294,0.354,0.409,0.763,0.336,117,0.324,0.115,0.13,0.068
Steven Kwan,CLE,101,398,52,114,9,38,11,40,38,0.286,0.351,0.41,0.761,0.333,114,0.294,0.123,0.085,0.08900000000000001
Willy Adames,SFG,107,395,64,94,16,57,4,51,114,0.238,0.325,0.415,0.74,0.323,110,0.288,0.177,0.25,0.11199999999999999
George Springer,TOR,101,344,66,100,18,57,12,51,76,0.291,0.383,0.506,0.889,0.383,148,0.323,0.215,0.18600000000000003,0.125
Michael Busch,CHC,101,337,49,93,20,60,4,38,92,0.276,0.365,0.516,0.881,0.38,148,0.324,0.24,0.24,0.099
Gleyber Torres,DET,96,345,55,96,11,50,4,55,55,0.278,0.379,0.423,0.802,0.355,128,0.299,0.145,0.134,0.134
Jarren Duran,BOS,107,433,59,113,10,56,18,38,118,0.261,0.329,0.45,0.78,0.337,111,0.336,0.189,0.245,0.079
Jonathan Aranda,TBR,101,352,53,111,12,52,0,40,100,0.315,0.396,0.48,0.876,0.38,145,0.409,0.165,0.249,0.1
Pete Alonso,NYM,108,402,54,105,22,81,1,48,109,0.261,0.353,0.495,0.848,0.363,139,0.301,0.234,0.233,0.10300000000000001
Jacob Wilson,ATH,94,369,46,115,10,45,5,21,31,0.312,0.354,0.439,0.793,0.346,119,0.319,0.127,0.078,0.053
Bo Bichette,TOR,106,449,51,131,13,65,4,25,75,0.292,0.332,0.454,0.786,0.339,117,0.325,0.163,0.157,0.052000000000000005
Brandon Nimmo,NYM,104,391,53,101,19,60,12,33,88,0.258,0.323,0.455,0.779,0.337,121,0.286,0.197,0.203,0.076
Brendan Donovan,STL,100,386,55,110,9,42,3,38,57,0.285,0.356,0.417,0.773,0.338,119,0.312,0.132,0.131,0.087
TJ Friedl,CIN,103,387,63,104,10,36,10,53,69,0.269,0.371,0.398,0.769,0.344,117,0.302,0.129,0.15,0.115
Ryan O'Hearn,BAL,93,307,44,87,12,41,3,41,60,0.283,0.374,0.456,0.83,0.36,133,0.315,0.173,0.16899999999999998,0.115
Junior Caminero,TBR,102,402,60,103,27,70,5,23,87,0.256,0.296,0.507,0.804,0.34,117,0.259,0.251,0.201,0.053
Zach Neto,LAA,89,355,67,97,15,40,21,20,99,0.273,0.326,0.465,0.791,0.341,117,0.337,0.192,0.256,0.052000000000000005
Bryce Harper,PHI,79,297,47,79,15,45,10,48,71,0.266,0.373,0.495,0.868,0.374,140,0.3,0.229,0.20199999999999999,0.13699999999999998
Brent Rooker,ATH,110,427,67,116,22,61,3,47,107,0.272,0.347,0.496,0.843,0.362,130,0.315,0.225,0.22399999999999998,0.099
Hunter Goodman,COL,94,358,50,100,19,59,1,21,104,0.279,0.324,0.517,0.841,0.359,119,0.343,0.237,0.272,0.055
Willson Contreras,STL,103,378,52,98,14,61,4,34,107,0.259,0.346,0.444,0.79,0.346,124,0.324,0.185,0.248,0.079
Josh Smith,TEX,95,336,54,93,9,28,9,36,61,0.277,0.354,0.42,0.774,0.34,118,0.315,0.143,0.161,0.095
Wyatt Langford,TEX,87,330,45,79,15,42,15,39,104,0.239,0.321,0.418,0.739,0.322,106,0.299,0.179,0.278,0.10400000000000001
Oneil Cruz,PIT,96,347,53,76,17,44,34,50,127,0.219,0.319,0.421,0.739,0.319,102,0.284,0.202,0.314,0.12300000000000001
Otto Lopez,MIA,90,338,44,84,11,55,10,34,52,0.249,0.32,0.388,0.708,0.311,97,0.264,0.139,0.139,0.091
Ernie Clement,TOR,107,367,52,102,5,31,3,20,41,0.278,0.315,0.379,0.693,0.302,92,0.298,0.101,0.10300000000000001,0.05
Rafael Devers,- - -,109,406,61,104,19,73,1,77,124,0.256,0.378,0.461,0.839,0.362,131,0.318,0.204,0.252,0.157
Spencer Torkelson,DET,103,372,60,90,23,63,1,46,104,0.242,0.336,0.489,0.825,0.351,126,0.268,0.247,0.24100000000000002,0.106
Taylor Ward,LAA,106,406,58,93,25,78,2,45,128,0.229,0.305,0.485,0.79,0.336,114,0.263,0.256,0.27899999999999997,0.098
Dansby Swanson,CHC,106,406,59,101,16,50,8,31,122,0.249,0.299,0.409,0.708,0.307,98,0.313,0.16,0.276,0.07
William Contreras,MIL,101,376,54,93,6,43,5,58,81,0.247,0.346,0.346,0.692,0.309,99,0.297,0.098,0.185,0.132
Trent Grisham,NYY,90,305,48,75,17,39,0,46,78,0.246,0.348,0.449,0.798,0.35,125,0.276,0.203,0.221,0.13
Austin Riley,ATL,98,401,53,107,16,53,2,27,121,0.267,0.317,0.441,0.759,0.329,111,0.343,0.175,0.28,0.063
Victor Scott II,STL,102,317,46,72,5,33,29,34,91,0.227,0.316,0.322,0.638,0.289,85,0.3,0.095,0.249,0.09300000000000001
Freddie Freeman,LAD,95,358,51,106,10,54,2,38,92,0.296,0.367,0.461,0.828,0.357,131,0.371,0.165,0.228,0.094
Seiya Suzuki,CHC,103,410,56,103,26,81,3,38,122,0.251,0.311,0.517,0.828,0.351,128,0.288,0.266,0.26899999999999996,0.084
Xavier Edwards,MIA,90,363,48,107,1,27,17,37,57,0.295,0.36,0.366,0.726,0.322,105,0.345,0.072,0.14,0.091
J.P. Crawford,SEA,104,392,45,104,7,38,5,57,81,0.265,0.362,0.36,0.722,0.325,114,0.318,0.094,0.177,0.124
Marcus Semien,TEX,107,393,52,89,13,52,10,45,83,0.226,0.307,0.359,0.666,0.296,88,0.25,0.132,0.185,0.1
Yandy Diaz,TBR,102,408,53,115,18,62,3,36,65,0.282,0.344,0.466,0.809,0.348,123,0.294,0.184,0.14300000000000002,0.079
Lawrence Butler,ATH,105,410,60,97,15,44,17,42,131,0.237,0.308,0.415,0.722,0.316,98,0.311,0.178,0.289,0.09300000000000001
Brice Turang,MIL,103,387,62,106,6,44,19,42,94,0.274,0.343,0.367,0.709,0.315,102,0.342,0.093,0.215,0.096
Nolan Schanuel,LAA,104,386,50,107,8,43,4,49,53,0.277,0.366,0.396,0.763,0.336,114,0.302,0.119,0.11800000000000001,0.109
Ryan McMahon,- - -,104,363,43,80,16,38,2,51,133,0.22,0.319,0.402,0.721,0.318,91,0.298,0.182,0.319,0.122
Mookie Betts,LAD,98,383,63,93,11,46,7,41,48,0.243,0.316,0.373,0.69,0.303,94,0.25,0.131,0.11199999999999999,0.095
Josh Naylor,- - -,98,368,52,107,12,60,15,38,55,0.291,0.357,0.446,0.802,0.347,122,0.311,0.155,0.133,0.092
J.T. Realmuto,PHI,89,341,39,92,7,38,6,24,89,0.27,0.322,0.393,0.714,0.313,99,0.347,0.123,0.243,0.065
Trevor Story,BOS,105,405,54,100,16,64,17,20,123,0.247,0.287,0.405,0.692,0.301,86,0.315,0.158,0.28600000000000003,0.047
Mike Trout,LAA,82,289,42,68,19,47,2,56,103,0.235,0.363,0.464,0.827,0.353,126,0.285,0.228,0.29,0.158
Alec Burleson,STL,97,332,37,95,14,48,4,27,48,0.286,0.339,0.47,0.809,0.349,126,0.297,0.184,0.131,0.07400000000000001
Jose Altuve,HOU,104,398,56,110,17,54,6,38,73,0.276,0.339,0.452,0.791,0.34,118,0.297,0.176,0.165,0.086
Jung Hoo Lee,SFG,102,383,50,96,6,43,7,37,46,0.251,0.32,0.397,0.717,0.314,103,0.269,0.146,0.107,0.086
Cam Smith,HOU,93,334,39,86,7,44,5,31,103,0.257,0.33,0.386,0.716,0.317,103,0.353,0.129,0.278,0.084
Tyler Soderstrom,ATH,109,392,54,100,19,60,6,40,100,0.255,0.33,0.449,0.779,0.339,114,0.295,0.194,0.228,0.091
Christian Yelich,MIL,101,383,55,98,20,69,15,40,116,0.256,0.333,0.444,0.777,0.337,118,0.315,0.188,0.27,0.09300000000000001
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,99,0.314,0.113,0.162,0.057
Brandon Lowe,TBR,86,323,55,87,19,50,3,24,89,0.269,0.32,0.48,0.8,0.343,119,0.313,0.211,0.254,0.069
Jordan Beck,COL,95,352,46,97,12,36,11,27,106,0.276,0.332,0.46,0.792,0.343,108,0.362,0.185,0.27699999999999997,0.07
Ben Rice,NYY,88,290,48,66,15,32,3,32,68,0.228,0.322,0.455,0.777,0.338,117,0.245,0.228,0.204,0.096
Jorge Polanco,SEA,89,302,39,76,16,48,3,26,46,0.252,0.314,0.457,0.771,0.333,120,0.247,0.205,0.13699999999999998,0.077
Heliot Ramos,SFG,106,407,56,109,14,50,6,37,107,0.268,0.343,0.425,0.768,0.335,118,0.325,0.157,0.231,0.08
Willi Castro,MIN,85,299,48,74,10,27,9,32,84,0.247,0.338,0.411,0.75,0.331,111,0.312,0.164,0.24600000000000002,0.094
Matt McLain,CIN,98,356,52,78,11,36,15,40,106,0.219,0.306,0.343,0.649,0.292,81,0.279,0.124,0.263,0.099
Bryson Stott,PHI,96,340,43,79,7,41,16,36,64,0.232,0.306,0.341,0.647,0.289,82,0.266,0.109,0.168,0.094
Marcell Ozuna,ATL,97,335,39,79,15,47,0,68,92,0.236,0.364,0.403,0.767,0.341,119,0.276,0.167,0.22399999999999998,0.166
Jackson Holliday,BAL,100,397,45,103,14,43,10,23,101,0.259,0.308,0.413,0.721,0.315,101,0.314,0.154,0.237,0.054000000000000006
Lenyn Sosa,CHW,91,325,31,89,10,40,2,10,75,0.274,0.299,0.422,0.72,0.312,98,0.328,0.148,0.221,0.028999999999999998
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Carlos Correa,MIN,93,337,40,90,7,31,0,26,68,0.267,0.319,0.386,0.704,0.31,97,0.316,0.119,0.187,0.071
Anthony Volpe,NYY,106,379,46,82,15,57,12,35,101,0.216,0.285,0.409,0.694,0.301,91,0.249,0.193,0.23800000000000002,0.08199999999999999
Mike Yastrzemski,SFG,96,318,38,73,8,28,6,47,86,0.23,0.33,0.355,0.685,0.304,97,0.289,0.126,0.23399999999999999,0.128
Kyle Manzardo,CLE,91,298,30,70,18,46,1,32,85,0.235,0.31,0.473,0.783,0.335,115,0.261,0.238,0.253,0.095
Jo Adell,LAA,101,338,40,80,21,61,3,26,94,0.237,0.307,0.47,0.778,0.336,114,0.263,0.234,0.251,0.069
Vinnie Pasquantino,KCR,106,410,43,110,18,65,1,33,73,0.268,0.329,0.446,0.775,0.335,111,0.287,0.178,0.162,0.073
Paul Goldschmidt,NYY,100,364,58,103,8,38,5,30,70,0.283,0.34,0.418,0.758,0.328,110,0.331,0.135,0.175,0.075
Cedric Mullins,BAL,90,310,42,70,15,49,14,34,84,0.226,0.303,0.429,0.732,0.317,103,0.256,0.203,0.239,0.09699999999999999
Ian Happ,CHC,97,384,60,87,14,50,5,56,100,0.227,0.324,0.38,0.705,0.313,102,0.267,0.154,0.225,0.126
Chase Meidroth,CHW,82,308,36,77,3,15,11,33,47,0.25,0.328,0.318,0.646,0.293,85,0.286,0.068,0.136,0.095
Jesus Sanchez,MIA,85,301,39,76,9,34,9,29,70,0.252,0.318,0.405,0.724,0.316,100,0.299,0.153,0.21,0.087
Miguel Vargas,CHW,104,383,55,87,12,41,4,39,73,0.227,0.305,0.397,0.702,0.308,95,0.25,0.17,0.17,0.091
Salvador Perez,KCR,103,397,33,101,18,63,0,19,84,0.254,0.298,0.458,0.756,0.322,102,0.28,0.204,0.198,0.045
Jasson Dominguez,NYY,88,302,47,79,9,36,16,33,96,0.262,0.334,0.411,0.745,0.327,109,0.348,0.149,0.282,0.09699999999999999
Nolan Arenado,STL,95,357,43,84,10,43,2,28,37,0.235,0.295,0.367,0.662,0.288,84,0.237,0.132,0.095,0.07200000000000001
Ozzie Albies,ATL,106,399,45,88,9,40,9,43,71,0.221,0.301,0.326,0.626,0.282,78,0.245,0.105,0.158,0.096
Ke'Bryan Hayes,PIT,100,369,34,87,2,36,10,18,81,0.236,0.279,0.29,0.569,0.254,57,0.297,0.054,0.207,0.046
Adolis Garcia,TEX,103,383,41,87,14,60,10,23,109,0.227,0.273,0.389,0.662,0.287,82,0.273,0.162,0.261,0.055
Luis Robert Jr.,CHW,87,296,39,61,11,43,26,36,98,0.206,0.295,0.348,0.643,0.284,78,0.265,0.142,0.28800000000000003,0.106
Luis Arraez,SDP,102,413,49,121,6,41,5,21,12,0.293,0.328,0.404,0.732,0.32,108,0.289,0.111,0.027000000000000003,0.047
Gavin Sheets,SDP,102,355,38,88,14,52,1,30,77,0.248,0.309,0.414,0.724,0.315,105,0.277,0.166,0.19699999999999998,0.077
Luis Garcia Jr.,WSN,95,337,46,89,9,47,9,20,54,0.264,0.303,0.409,0.713,0.308,97,0.285,0.145,0.14800000000000002,0.055
Ty France,MIN,100,349,41,88,6,44,1,19,63,0.252,0.321,0.358,0.679,0.304,93,0.292,0.106,0.163,0.049
Carlos Santana,CLE,100,349,43,79,11,45,6,47,77,0.226,0.32,0.341,0.661,0.297,89,0.257,0.115,0.191,0.11699999999999999
Joey Ortiz,MIL,104,328,42,68,7,31,9,21,59,0.207,0.261,0.302,0.563,0.252,59,0.233,0.095,0.165,0.059000000000000004
Teoscar Hernandez,LAD,87,331,44,84,16,64,5,18,87,0.254,0.293,0.459,0.752,0.323,107,0.296,0.205,0.24600000000000002,0.051
Lourdes Gurriel Jr.,ARI,98,384,35,95,12,48,7,25,57,0.247,0.296,0.404,0.7,0.303,92,0.259,0.156,0.136,0.06
Yainer Diaz,HOU,95,361,39,90,14,41,1,15,64,0.249,0.281,0.41,0.691,0.297,89,0.266,0.161,0.168,0.039
Gavin Lux,CIN,94,304,33,82,4,42,1,42,79,0.27,0.358,0.372,0.73,0.328,105,0.353,0.102,0.228,0.121
Christian Walker,HOU,102,390,43,93,13,55,1,27,115,0.238,0.298,0.385,0.683,0.3,91,0.301,0.146,0.268,0.063
Angel Martinez,CLE,90,313,41,77,9,38,6,13,73,0.246,0.279,0.399,0.679,0.293,86,0.289,0.153,0.217,0.039
Michael Harris II,ATL,104,390,29,90,9,49,12,13,82,0.231,0.256,0.369,0.625,0.268,69,0.266,0.138,0.198,0.031
Agustin Ramirez,MIA,82,328,45,78,15,46,3,21,66,0.238,0.283,0.454,0.737,0.315,100,0.254,0.216,0.18899999999999997,0.06
Spencer Steer,CIN,99,356,42,85,11,41,6,28,91,0.239,0.301,0.379,0.68,0.3,86,0.29,0.14,0.23399999999999999,0.07200000000000001
Max Kepler,PHI,94,305,40,62,11,33,1,39,69,0.203,0.297,0.357,0.655,0.288,81,0.224,0.154,0.19699999999999998,0.111
Trevor Larnach,MIN,99,352,46,84,13,43,2,36,87,0.239,0.311,0.398,0.709,0.31,97,0.277,0.159,0.22,0.091
Andrew McCutchen,PIT,94,340,34,84,10,34,1,38,83,0.247,0.324,0.379,0.703,0.311,96,0.296,0.132,0.21600000000000003,0.099
Wilmer Flores,SFG,96,339,35,83,12,59,1,29,68,0.245,0.314,0.378,0.691,0.306,98,0.272,0.133,0.18100000000000002,0.077
Nick Castellanos,PHI,105,403,49,107,14,57,4,23,88,0.266,0.307,0.432,0.739,0.32,103,0.305,0.166,0.203,0.053
Josh Bell,WSN,93,321,36,72,13,40,0,40,66,0.224,0.317,0.383,0.7,0.31,98,0.243,0.159,0.18,0.109
Michael Conforto,LAD,93,287,39,56,9,24,1,40,77,0.195,0.31,0.345,0.654,0.296,89,0.233,0.15,0.22899999999999998,0.11900000000000001
Nathaniel Lowe,WSN,107,403,49,91,15,63,1,39,120,0.226,0.294,0.387,0.681,0.299,91,0.281,0.161,0.27,0.08800000000000001
Bryan Reynolds,PIT,101,397,40,92,10,51,3,30,116,0.232,0.289,0.373,0.661,0.289,81,0.299,0.141,0.268,0.069
Jonathan India,KCR,100,383,47,92,5,32,0,39,71,0.24,0.322,0.342,0.664,0.299,86,0.282,0.102,0.16399999999999998,0.09
Luis Rengifo,LAA,101,357,38,86,5,25,3,20,70,0.241,0.283,0.325,0.608,0.27,68,0.285,0.084,0.183,0.052000000000000005
Brenton Doyle,COL,88,327,36,71,7,31,10,22,91,0.217,0.265,0.33,0.595,0.262,52,0.277,0.113,0.259,0.063
Eric Wagaman,MIA,96,348,34,82,5,34,3,22,71,0.236,0.28,0.345,0.625,0.274,72,0.279,0.109,0.18899999999999997,0.059000000000000004
