Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Francisco Lindor,NYM,110,446,71,112,21,64,17,36,95,0.251,0.319,0.439,0.758,0.328,114,0.271,0.188,0.19,0.07200000000000001
Gunnar Henderson,BAL,105,396,63,113,13,47,14,41,98,0.285,0.356,0.467,0.823,0.355,129,0.35,0.182,0.222,0.09300000000000001
Maikel Garcia,KCR,110,408,50,121,10,48,20,37,57,0.297,0.353,0.463,0.817,0.353,124,0.322,0.167,0.126,0.08199999999999999
Julio Rodriguez,SEA,112,464,71,117,20,59,21,30,115,0.252,0.308,0.435,0.743,0.322,112,0.293,0.183,0.228,0.06
Randy Arozarena,SEA,111,412,63,103,22,55,21,48,129,0.25,0.351,0.473,0.825,0.357,137,0.307,0.223,0.268,0.1
Alejandro Kirk,TOR,89,316,27,95,7,47,0,30,34,0.301,0.359,0.408,0.767,0.336,115,0.315,0.108,0.09699999999999999,0.085
Ceddanne Rafaela,BOS,107,374,61,100,14,50,14,17,75,0.267,0.307,0.457,0.764,0.329,106,0.3,0.19,0.187,0.042
Masyn Winn,STL,100,382,59,103,7,41,6,27,72,0.27,0.323,0.387,0.71,0.313,101,0.315,0.118,0.17300000000000001,0.065
Cody Bellinger,NYY,103,402,62,111,20,65,9,32,58,0.276,0.327,0.5,0.827,0.352,127,0.277,0.224,0.132,0.073
Matt Chapman,SFG,88,317,52,73,16,42,7,50,92,0.23,0.344,0.438,0.783,0.344,124,0.273,0.208,0.247,0.134
Eugenio Suarez,- - -,110,404,66,98,36,87,1,29,122,0.243,0.313,0.559,0.872,0.367,136,0.246,0.317,0.26899999999999996,0.064
Vladimir Guerrero Jr.,TOR,111,415,72,120,16,58,5,68,67,0.289,0.395,0.463,0.858,0.372,141,0.311,0.173,0.136,0.138
Corey Seager,TEX,80,298,45,79,16,40,1,47,72,0.265,0.37,0.477,0.847,0.36,133,0.297,0.211,0.205,0.134
CJ Abrams,WSN,97,387,68,106,14,42,26,29,73,0.274,0.342,0.468,0.81,0.35,125,0.305,0.194,0.16899999999999998,0.067
Nico Hoerner,CHC,107,407,59,120,4,46,19,24,35,0.295,0.341,0.386,0.727,0.32,107,0.313,0.091,0.08,0.055
Juan Soto,NYM,110,392,75,97,25,63,16,84,92,0.247,0.38,0.48,0.859,0.368,141,0.258,0.232,0.19,0.174
James Wood,WSN,109,411,62,106,24,71,14,66,143,0.258,0.361,0.484,0.845,0.361,133,0.332,0.226,0.297,0.13699999999999998
Andy Pages,LAD,108,405,49,112,19,65,9,20,93,0.277,0.318,0.464,0.782,0.337,116,0.312,0.188,0.213,0.046
Isaac Paredes,HOU,94,351,51,91,19,50,0,49,67,0.259,0.359,0.47,0.829,0.362,133,0.27,0.211,0.16399999999999998,0.12
Matt Olson,ATL,110,420,61,109,18,68,0,66,113,0.26,0.36,0.452,0.813,0.354,128,0.312,0.193,0.23,0.134
Zach McKinstry,DET,100,328,53,87,9,37,17,39,81,0.265,0.347,0.445,0.792,0.343,121,0.322,0.18,0.215,0.10400000000000001
Jarren Duran,BOS,110,446,62,117,11,60,18,38,122,0.262,0.329,0.457,0.786,0.339,113,0.337,0.195,0.247,0.077
Jackson Chourio,MIL,106,445,71,123,17,67,18,22,95,0.276,0.311,0.474,0.786,0.336,117,0.315,0.198,0.201,0.047
Sal Frelick,MIL,98,362,49,107,8,41,17,27,53,0.296,0.353,0.412,0.765,0.337,118,0.326,0.116,0.131,0.067
Xander Bogaerts,SDP,110,397,47,107,7,38,16,44,69,0.27,0.339,0.383,0.722,0.316,106,0.306,0.113,0.154,0.098
Gleyber Torres,DET,100,362,57,100,13,54,4,55,58,0.276,0.373,0.431,0.804,0.354,128,0.294,0.155,0.136,0.129
Bo Bichette,TOR,110,465,53,138,13,68,4,27,75,0.297,0.338,0.456,0.794,0.343,120,0.33,0.159,0.151,0.054000000000000006
Riley Greene,DET,110,428,59,115,26,84,1,28,147,0.269,0.315,0.509,0.825,0.352,127,0.346,0.241,0.32,0.061
Steven Kwan,CLE,105,416,54,117,9,38,11,40,40,0.281,0.344,0.399,0.743,0.326,110,0.29,0.118,0.086,0.086
William Contreras,MIL,105,396,61,102,9,47,5,59,83,0.258,0.352,0.376,0.728,0.322,108,0.302,0.119,0.18,0.128
George Springer,TOR,101,344,66,100,18,57,12,51,76,0.291,0.383,0.506,0.889,0.383,148,0.323,0.215,0.18600000000000003,0.125
Bryce Harper,PHI,83,311,50,84,16,47,10,50,73,0.27,0.376,0.505,0.881,0.377,142,0.304,0.235,0.19899999999999998,0.136
Pete Alonso,NYM,112,416,57,108,24,86,1,50,112,0.26,0.351,0.502,0.854,0.364,139,0.294,0.243,0.231,0.10300000000000001
Brandon Nimmo,NYM,108,407,56,106,19,63,12,34,93,0.26,0.326,0.452,0.778,0.337,120,0.292,0.192,0.20600000000000002,0.075
Willy Adames,SFG,111,414,66,96,17,59,4,51,122,0.232,0.316,0.408,0.725,0.316,105,0.281,0.176,0.257,0.107
Michael Busch,CHC,105,352,51,95,21,61,4,39,96,0.27,0.358,0.509,0.866,0.373,144,0.315,0.239,0.24,0.098
Freddie Freeman,LAD,99,373,54,114,12,60,2,40,97,0.306,0.376,0.485,0.861,0.37,139,0.382,0.18,0.231,0.095
Jacob Wilson,ATH,94,369,46,115,10,45,5,21,31,0.312,0.354,0.439,0.793,0.346,120,0.319,0.127,0.078,0.053
Zach Neto,LAA,93,370,68,101,16,44,21,21,102,0.273,0.325,0.468,0.793,0.34,117,0.333,0.195,0.253,0.052000000000000005
TJ Friedl,CIN,104,391,63,106,10,36,10,54,70,0.271,0.374,0.399,0.773,0.345,117,0.306,0.128,0.151,0.11599999999999999
Jonathan Aranda,TBR,103,358,53,113,12,54,0,40,102,0.316,0.394,0.478,0.871,0.378,145,0.409,0.162,0.249,0.098
Trent Grisham,NYY,95,317,54,79,20,44,1,51,79,0.249,0.357,0.473,0.83,0.362,134,0.271,0.224,0.213,0.13699999999999998
Ryan O'Hearn,- - -,97,319,45,89,13,43,3,42,65,0.279,0.37,0.455,0.825,0.358,131,0.311,0.176,0.17600000000000002,0.114
Junior Caminero,TBR,107,420,61,106,28,72,5,24,91,0.252,0.292,0.5,0.792,0.335,115,0.254,0.248,0.201,0.053
Brendan Donovan,STL,103,398,56,112,9,42,3,39,59,0.281,0.353,0.41,0.762,0.334,116,0.308,0.128,0.131,0.087
Hunter Goodman,COL,97,371,53,103,21,62,1,23,106,0.278,0.324,0.523,0.847,0.362,120,0.335,0.245,0.266,0.057999999999999996
Taylor Ward,LAA,110,422,59,97,26,82,3,46,133,0.23,0.305,0.483,0.788,0.335,114,0.264,0.254,0.27899999999999997,0.09699999999999999
Otto Lopez,MIA,94,352,46,88,11,55,11,35,55,0.25,0.322,0.384,0.706,0.311,96,0.268,0.134,0.141,0.09
Rafael Devers,- - -,113,422,63,109,20,77,1,79,132,0.258,0.378,0.464,0.843,0.364,133,0.325,0.206,0.259,0.155
Brent Rooker,ATH,114,442,69,119,23,63,4,48,108,0.269,0.343,0.493,0.836,0.358,128,0.308,0.224,0.21899999999999997,0.09699999999999999
J.P. Crawford,SEA,109,411,49,109,9,44,5,57,85,0.265,0.358,0.372,0.73,0.327,116,0.314,0.107,0.17800000000000002,0.11900000000000001
Oneil Cruz,PIT,100,366,56,78,18,48,34,51,135,0.213,0.311,0.415,0.726,0.314,98,0.275,0.202,0.318,0.12
Ernie Clement,TOR,111,382,54,107,5,32,3,21,42,0.28,0.317,0.38,0.697,0.304,93,0.3,0.099,0.10099999999999999,0.051
Willson Contreras,STL,107,391,55,100,15,63,4,36,111,0.256,0.342,0.445,0.787,0.344,123,0.317,0.189,0.248,0.08
Wyatt Langford,TEX,92,351,46,84,15,44,15,39,110,0.239,0.316,0.413,0.73,0.317,104,0.301,0.174,0.278,0.099
Trevor Story,BOS,109,418,59,107,18,69,18,22,127,0.256,0.299,0.431,0.729,0.316,97,0.325,0.175,0.285,0.049
Brice Turang,MIL,106,402,65,111,8,49,19,42,97,0.276,0.342,0.386,0.728,0.321,107,0.341,0.109,0.215,0.09300000000000001
Dansby Swanson,CHC,109,418,61,103,16,52,8,31,127,0.246,0.296,0.404,0.7,0.303,95,0.312,0.158,0.28,0.068
Seiya Suzuki,CHC,107,422,57,105,26,82,3,43,126,0.249,0.315,0.507,0.822,0.349,127,0.287,0.258,0.268,0.091
Marcus Semien,TEX,112,415,54,95,13,55,11,45,85,0.229,0.306,0.361,0.667,0.295,88,0.253,0.133,0.18,0.096
Victor Scott II,STL,106,330,47,75,5,33,29,35,95,0.227,0.315,0.318,0.633,0.287,84,0.302,0.091,0.25,0.092
Yandy Diaz,TBR,107,426,55,120,20,65,3,36,67,0.282,0.342,0.472,0.814,0.35,125,0.291,0.19,0.142,0.076
Nolan Schanuel,LAA,108,401,53,112,9,45,5,51,56,0.279,0.368,0.404,0.772,0.34,117,0.304,0.125,0.12,0.11
Jung Hoo Lee,SFG,106,399,54,103,6,44,8,38,46,0.258,0.327,0.406,0.733,0.321,108,0.276,0.148,0.10300000000000001,0.085
Xavier Edwards,MIA,94,380,52,112,1,29,17,39,61,0.295,0.36,0.363,0.723,0.321,104,0.347,0.068,0.14400000000000002,0.092
Spencer Torkelson,DET,107,388,60,92,23,63,2,46,111,0.237,0.328,0.474,0.802,0.342,120,0.266,0.237,0.248,0.10300000000000001
Christian Yelich,MIL,105,399,61,105,21,73,15,45,122,0.263,0.344,0.451,0.796,0.346,124,0.327,0.188,0.271,0.1
Josh Smith,TEX,100,357,56,95,9,29,9,37,66,0.266,0.343,0.401,0.743,0.327,110,0.304,0.134,0.16399999999999998,0.092
Austin Riley,ATL,102,416,54,108,16,54,2,27,128,0.26,0.309,0.428,0.737,0.319,104,0.337,0.168,0.28600000000000003,0.06
Ryan McMahon,- - -,109,382,45,85,16,40,2,53,142,0.223,0.32,0.398,0.718,0.316,90,0.307,0.175,0.324,0.121
Jose Altuve,HOU,108,414,59,116,18,57,6,39,74,0.28,0.341,0.457,0.798,0.343,120,0.3,0.176,0.161,0.085
Lawrence Butler,ATH,109,424,61,99,15,44,17,43,135,0.233,0.304,0.406,0.71,0.311,95,0.307,0.172,0.28800000000000003,0.092
Jordan Beck,COL,99,366,50,102,14,42,12,30,111,0.279,0.338,0.473,0.81,0.35,112,0.364,0.194,0.278,0.075
Jorge Polanco,SEA,94,315,42,80,18,51,4,29,49,0.254,0.32,0.47,0.79,0.34,125,0.247,0.216,0.139,0.08199999999999999
Ben Rice,NYY,93,303,49,70,16,35,3,34,68,0.231,0.326,0.462,0.788,0.342,120,0.245,0.231,0.195,0.098
Tyler Soderstrom,ATH,113,405,55,104,19,64,6,41,103,0.257,0.331,0.454,0.785,0.341,116,0.298,0.198,0.22699999999999998,0.091
J.T. Realmuto,PHI,92,352,40,94,7,39,6,24,92,0.267,0.317,0.389,0.707,0.31,96,0.344,0.122,0.243,0.063
Mike Trout,LAA,84,296,45,70,19,47,2,58,107,0.236,0.365,0.463,0.828,0.352,125,0.291,0.226,0.294,0.159
Alec Burleson,STL,101,345,39,98,14,49,4,30,50,0.284,0.34,0.461,0.801,0.346,124,0.296,0.177,0.131,0.079
Josh Naylor,- - -,103,387,53,110,12,61,17,40,61,0.284,0.351,0.434,0.785,0.34,118,0.308,0.15,0.14,0.092
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,98,0.314,0.113,0.162,0.057
Anthony Volpe,NYY,111,398,51,88,17,60,14,36,106,0.221,0.288,0.427,0.715,0.308,97,0.253,0.206,0.23800000000000002,0.081
Heliot Ramos,SFG,110,425,59,114,14,51,6,39,112,0.268,0.344,0.419,0.763,0.333,117,0.328,0.151,0.23199999999999998,0.081
Willi Castro,- - -,88,310,51,77,10,27,9,32,85,0.248,0.336,0.413,0.749,0.33,111,0.312,0.165,0.24100000000000002,0.091
Lenyn Sosa,CHW,95,338,35,95,11,43,2,12,76,0.281,0.309,0.432,0.741,0.321,104,0.333,0.151,0.215,0.034
Jesus Sanchez,- - -,89,316,40,81,10,36,9,30,72,0.256,0.321,0.418,0.739,0.321,104,0.301,0.161,0.20600000000000002,0.086
Cedric Mullins,- - -,94,322,45,73,15,49,15,35,88,0.227,0.305,0.425,0.73,0.317,103,0.26,0.199,0.24100000000000002,0.096
Carlos Correa,- - -,96,349,43,93,8,32,0,27,70,0.266,0.318,0.39,0.708,0.311,98,0.313,0.123,0.18600000000000003,0.07200000000000001
Cam Smith,HOU,96,345,39,87,7,45,5,32,107,0.252,0.324,0.377,0.701,0.311,98,0.345,0.125,0.27899999999999997,0.084
Mookie Betts,LAD,102,399,63,93,11,48,8,42,50,0.233,0.305,0.358,0.664,0.292,85,0.238,0.125,0.111,0.094
Chase Meidroth,CHW,84,310,36,78,3,15,11,33,47,0.252,0.33,0.319,0.65,0.295,87,0.287,0.068,0.135,0.095
Brandon Lowe,TBR,91,343,56,93,19,51,3,25,94,0.271,0.321,0.472,0.793,0.341,119,0.319,0.201,0.253,0.067
Matt McLain,CIN,102,374,54,84,11,38,15,40,112,0.225,0.306,0.345,0.651,0.292,81,0.289,0.12,0.265,0.095
Bryson Stott,PHI,100,349,43,81,7,43,17,38,66,0.232,0.307,0.338,0.645,0.288,81,0.265,0.106,0.168,0.09699999999999999
Ozzie Albies,ATL,110,416,48,95,9,43,10,44,73,0.228,0.306,0.332,0.638,0.286,81,0.255,0.103,0.156,0.094
Salvador Perez,KCR,107,414,35,106,20,66,0,19,88,0.256,0.299,0.466,0.766,0.326,105,0.28,0.21,0.19899999999999998,0.043
Marcell Ozuna,ATL,100,344,43,80,15,48,0,72,95,0.233,0.364,0.395,0.759,0.338,117,0.272,0.163,0.22399999999999998,0.17
Jackson Holliday,BAL,104,414,48,107,14,43,11,24,104,0.258,0.306,0.406,0.712,0.311,99,0.313,0.147,0.23399999999999999,0.054000000000000006
Ian Happ,CHC,101,396,62,90,15,53,5,56,101,0.227,0.322,0.389,0.711,0.314,103,0.264,0.162,0.221,0.12300000000000001
Mike Yastrzemski,- - -,100,329,39,75,9,31,6,47,89,0.228,0.325,0.359,0.683,0.302,95,0.283,0.131,0.23399999999999999,0.12300000000000001
Kyle Manzardo,CLE,95,311,30,73,18,48,1,33,90,0.235,0.311,0.463,0.774,0.332,114,0.266,0.228,0.256,0.094
Vinnie Pasquantino,KCR,110,424,44,112,18,66,1,36,75,0.264,0.328,0.439,0.766,0.332,109,0.282,0.175,0.161,0.077
Paul Goldschmidt,NYY,105,375,59,104,8,38,5,31,78,0.277,0.335,0.411,0.746,0.323,107,0.331,0.133,0.18899999999999997,0.075
Jasson Dominguez,NYY,93,319,49,84,9,37,18,36,98,0.263,0.338,0.404,0.742,0.325,109,0.347,0.141,0.271,0.1
Lars Nootbaar,STL,90,336,50,76,12,38,4,48,85,0.226,0.329,0.378,0.707,0.313,102,0.264,0.152,0.217,0.122
Miguel Vargas,CHW,106,393,57,90,13,44,4,39,73,0.229,0.305,0.402,0.707,0.31,97,0.249,0.173,0.166,0.08900000000000001
Luis Robert Jr.,CHW,91,311,43,68,11,45,29,36,99,0.219,0.301,0.354,0.655,0.288,82,0.279,0.135,0.278,0.10099999999999999
Ke'Bryan Hayes,- - -,103,381,35,90,3,39,10,18,81,0.236,0.278,0.297,0.575,0.256,59,0.293,0.06,0.2,0.045
Luis Arraez,SDP,106,430,50,128,6,41,5,22,12,0.298,0.333,0.407,0.74,0.323,110,0.294,0.109,0.026000000000000002,0.047
Gavin Sheets,SDP,103,357,39,89,15,54,2,31,78,0.249,0.312,0.423,0.735,0.319,108,0.277,0.174,0.198,0.079
Adolis Garcia,TEX,108,404,45,92,16,63,10,24,112,0.228,0.273,0.399,0.672,0.29,85,0.269,0.171,0.255,0.055
Joey Ortiz,MIL,108,344,45,75,7,37,9,22,60,0.218,0.271,0.317,0.588,0.262,66,0.245,0.099,0.16,0.059000000000000004
Jo Adell,LAA,105,353,40,80,21,61,3,26,100,0.227,0.296,0.45,0.746,0.323,105,0.253,0.224,0.256,0.067
Carlos Santana,CLE,103,361,44,83,11,46,6,47,77,0.23,0.32,0.343,0.664,0.298,90,0.26,0.114,0.18600000000000003,0.113
Nolan Arenado,STL,96,361,43,85,10,43,2,28,39,0.235,0.294,0.366,0.66,0.287,84,0.239,0.13,0.099,0.071
Ty France,- - -,103,358,41,89,6,44,1,19,64,0.249,0.316,0.352,0.668,0.299,90,0.287,0.103,0.162,0.048
Luis Garcia Jr.,WSN,99,353,47,92,9,48,9,21,58,0.261,0.3,0.399,0.7,0.303,93,0.283,0.139,0.151,0.055
Yainer Diaz,HOU,99,377,40,95,15,45,1,15,66,0.252,0.282,0.416,0.699,0.3,91,0.268,0.164,0.166,0.038
Agustin Ramirez,MIA,86,344,48,83,17,50,5,22,72,0.241,0.286,0.465,0.751,0.321,103,0.258,0.224,0.196,0.06
Gavin Lux,CIN,98,314,34,86,4,42,1,42,82,0.274,0.36,0.376,0.735,0.329,106,0.36,0.102,0.23,0.11800000000000001
Christian Walker,HOU,106,403,45,96,15,58,1,29,117,0.238,0.301,0.395,0.696,0.305,94,0.295,0.156,0.263,0.065
Michael Harris II,ATL,108,407,32,97,9,50,12,13,86,0.238,0.262,0.373,0.636,0.273,72,0.278,0.135,0.2,0.03
Teoscar Hernandez,LAD,90,343,44,86,16,64,5,18,90,0.251,0.288,0.449,0.737,0.317,103,0.293,0.198,0.247,0.049
Spencer Steer,CIN,103,369,45,88,12,46,6,32,93,0.238,0.305,0.388,0.693,0.305,90,0.287,0.149,0.22899999999999998,0.079
Lourdes Gurriel Jr.,ARI,102,401,35,98,12,50,8,26,58,0.244,0.293,0.397,0.689,0.299,89,0.255,0.152,0.133,0.059000000000000004
Trevor Larnach,MIN,102,363,47,88,13,46,2,38,90,0.242,0.316,0.397,0.713,0.312,99,0.284,0.154,0.22,0.09300000000000001
Andrew McCutchen,PIT,97,354,37,87,11,39,1,40,88,0.246,0.323,0.381,0.705,0.311,97,0.295,0.136,0.21899999999999997,0.1
Wilmer Flores,SFG,97,342,36,85,12,59,1,30,68,0.249,0.318,0.38,0.699,0.309,100,0.277,0.132,0.179,0.079
Angel Martinez,CLE,94,323,41,77,9,38,6,13,78,0.238,0.271,0.387,0.658,0.284,81,0.283,0.149,0.225,0.038
Nick Castellanos,PHI,109,417,54,112,15,60,4,23,94,0.269,0.309,0.436,0.745,0.322,104,0.311,0.168,0.21,0.051
Max Kepler,PHI,96,309,40,62,11,34,1,39,70,0.201,0.294,0.353,0.647,0.285,79,0.221,0.152,0.19699999999999998,0.11
Josh Bell,WSN,96,328,37,74,13,40,0,43,67,0.226,0.322,0.381,0.703,0.312,99,0.245,0.155,0.17800000000000002,0.114
Bryan Reynolds,PIT,105,414,41,98,10,52,3,33,119,0.237,0.296,0.374,0.67,0.293,84,0.306,0.138,0.263,0.073
Michael Conforto,LAD,97,300,40,58,9,24,1,41,80,0.193,0.306,0.34,0.646,0.292,86,0.231,0.147,0.22899999999999998,0.11699999999999999
Luis Rengifo,LAA,105,369,39,90,5,26,4,22,72,0.244,0.29,0.325,0.616,0.274,71,0.289,0.081,0.18100000000000002,0.055
Jonathan India,KCR,103,392,49,94,5,32,0,40,73,0.24,0.324,0.342,0.666,0.3,87,0.282,0.102,0.16399999999999998,0.09
Brenton Doyle,COL,92,339,40,76,8,34,10,23,95,0.224,0.272,0.345,0.617,0.271,58,0.286,0.121,0.26,0.063
Nathaniel Lowe,WSN,110,415,49,92,15,63,1,39,124,0.222,0.289,0.378,0.667,0.293,86,0.277,0.157,0.271,0.085
Eric Wagaman,MIA,99,356,35,83,5,34,3,22,71,0.233,0.277,0.34,0.617,0.271,69,0.275,0.107,0.185,0.057
