Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Ryan McMahon,- - -,102,356,43,79,16,37,2,50,130,0.222,0.32,0.407,0.728,0.32,92,0.299,0.185,0.318,0.122
Xavier Edwards,MIA,88,354,48,105,1,26,17,37,57,0.297,0.363,0.364,0.727,0.323,106,0.349,0.068,0.14400000000000002,0.09300000000000001
Marcus Semien,TEX,105,385,52,86,13,52,10,43,82,0.223,0.303,0.358,0.661,0.293,87,0.246,0.135,0.187,0.098
Victor Scott II,STL,100,312,45,71,5,33,26,32,91,0.228,0.314,0.321,0.634,0.287,84,0.303,0.093,0.253,0.08900000000000001
Jose Altuve,HOU,102,389,56,109,17,53,6,38,71,0.28,0.343,0.46,0.803,0.345,122,0.301,0.18,0.16399999999999998,0.08800000000000001
J.T. Realmuto,PHI,87,333,38,91,7,38,6,24,86,0.273,0.326,0.399,0.725,0.318,102,0.35,0.126,0.24,0.067
Josh Naylor,- - -,96,360,50,105,11,59,14,38,53,0.292,0.359,0.442,0.801,0.346,122,0.313,0.15,0.131,0.094
Trevor Story,BOS,103,395,52,98,15,61,17,20,118,0.248,0.289,0.4,0.689,0.3,86,0.316,0.152,0.281,0.048
Mike Trout,LAA,80,283,42,67,19,47,2,54,98,0.237,0.361,0.47,0.831,0.354,127,0.281,0.233,0.28300000000000003,0.156
Alec Burleson,STL,95,327,35,94,13,46,4,25,47,0.287,0.337,0.465,0.802,0.346,124,0.3,0.177,0.131,0.07
Jackson Holliday,BAL,97,388,45,102,14,42,9,23,97,0.263,0.313,0.42,0.733,0.32,106,0.318,0.157,0.233,0.055
Jung Hoo Lee,SFG,100,377,50,95,6,42,6,35,45,0.252,0.319,0.401,0.72,0.314,104,0.27,0.149,0.107,0.083
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,99,0.314,0.113,0.162,0.057
Brandon Lowe,TBR,86,323,55,87,19,50,3,24,89,0.269,0.32,0.48,0.8,0.344,120,0.313,0.211,0.254,0.069
Tyler Soderstrom,ATH,107,385,53,98,19,60,6,39,99,0.255,0.329,0.452,0.781,0.339,114,0.294,0.197,0.23,0.09
Cam Smith,HOU,92,330,39,85,7,43,5,30,101,0.258,0.329,0.385,0.714,0.316,103,0.351,0.127,0.27699999999999997,0.08199999999999999
Mookie Betts,LAD,96,375,59,89,11,46,6,39,47,0.237,0.31,0.368,0.678,0.298,90,0.243,0.131,0.11199999999999999,0.09300000000000001
Ben Rice,NYY,87,288,47,66,15,32,3,30,68,0.229,0.32,0.458,0.778,0.338,118,0.248,0.229,0.207,0.091
Willi Castro,MIN,83,291,47,74,10,27,8,32,81,0.254,0.342,0.423,0.765,0.336,116,0.32,0.168,0.245,0.09699999999999999
Chase Meidroth,CHW,80,300,36,77,3,15,11,33,44,0.257,0.335,0.327,0.662,0.3,90,0.291,0.07,0.13,0.098
Matt McLain,CIN,96,349,51,77,11,36,15,38,103,0.221,0.305,0.347,0.652,0.293,81,0.28,0.126,0.261,0.096
Paul Goldschmidt,NYY,98,356,58,102,8,37,5,30,67,0.287,0.344,0.424,0.769,0.332,114,0.333,0.138,0.171,0.077
Christian Yelich,MIL,99,376,51,96,19,66,15,38,115,0.255,0.331,0.436,0.767,0.333,116,0.317,0.181,0.27399999999999997,0.09
Heliot Ramos,SFG,104,400,54,107,14,50,5,35,107,0.268,0.341,0.425,0.766,0.334,118,0.326,0.158,0.23600000000000002,0.077
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Miguel Vargas,CHW,102,375,54,85,12,41,4,39,71,0.227,0.306,0.4,0.706,0.31,97,0.248,0.173,0.16899999999999998,0.09300000000000001
Carlos Correa,MIN,91,331,40,88,7,31,0,26,67,0.266,0.318,0.387,0.705,0.31,98,0.314,0.121,0.187,0.073
Mike Yastrzemski,SFG,95,314,37,73,8,28,6,46,84,0.232,0.331,0.36,0.691,0.306,98,0.291,0.127,0.231,0.127
Anthony Volpe,NYY,104,372,44,80,14,55,11,35,98,0.215,0.285,0.403,0.689,0.299,91,0.248,0.188,0.23399999999999999,0.084
Bryson Stott,PHI,94,333,42,77,7,41,16,35,62,0.231,0.305,0.339,0.644,0.288,81,0.263,0.108,0.166,0.094
Jordan Beck,COL,93,345,45,94,11,35,11,25,105,0.272,0.326,0.452,0.778,0.337,104,0.361,0.18,0.281,0.067
Jesus Sanchez,MIA,83,294,38,76,9,34,9,27,67,0.259,0.321,0.415,0.736,0.32,103,0.305,0.156,0.207,0.083
Ian Happ,CHC,95,377,60,85,14,49,5,56,97,0.225,0.325,0.379,0.704,0.313,102,0.264,0.154,0.222,0.128
Adolis Garcia,TEX,101,373,41,86,14,59,10,23,106,0.231,0.278,0.397,0.674,0.292,86,0.277,0.166,0.26,0.057
Jo Adell,LAA,99,331,38,77,21,60,3,25,93,0.233,0.303,0.465,0.769,0.332,112,0.257,0.233,0.253,0.068
Nolan Arenado,STL,94,353,43,83,10,43,2,28,36,0.235,0.295,0.368,0.664,0.288,85,0.236,0.133,0.09300000000000001,0.073
Ke'Bryan Hayes,PIT,98,361,34,86,2,36,10,18,80,0.238,0.282,0.294,0.576,0.257,59,0.301,0.055,0.20800000000000002,0.047
Vinnie Pasquantino,KCR,104,401,41,106,17,62,1,32,73,0.264,0.325,0.434,0.759,0.329,107,0.284,0.17,0.166,0.073
Salvador Perez,KCR,101,392,33,99,18,62,0,19,83,0.253,0.295,0.459,0.754,0.321,102,0.277,0.207,0.198,0.045
Marcell Ozuna,ATL,95,328,37,76,13,42,0,65,92,0.232,0.358,0.384,0.743,0.331,112,0.278,0.152,0.23,0.163
Lenyn Sosa,CHW,89,318,29,84,9,37,2,9,75,0.264,0.288,0.406,0.694,0.3,91,0.319,0.142,0.22699999999999998,0.027000000000000003
Gavin Sheets,SDP,101,352,38,88,14,52,1,29,75,0.25,0.31,0.418,0.728,0.316,106,0.278,0.168,0.19399999999999998,0.075
Cedric Mullins,BAL,88,304,40,66,14,45,14,33,84,0.217,0.296,0.405,0.701,0.307,97,0.25,0.188,0.24600000000000002,0.096
Ty France,MIN,98,342,41,87,6,44,1,18,61,0.254,0.323,0.363,0.685,0.306,95,0.293,0.108,0.161,0.048
Joey Ortiz,MIL,102,320,42,68,7,31,9,21,57,0.213,0.267,0.309,0.577,0.258,64,0.238,0.097,0.163,0.06
Kyle Manzardo,CLE,89,290,28,66,16,43,1,30,81,0.228,0.301,0.452,0.752,0.323,108,0.254,0.224,0.248,0.092
Jasson Dominguez,NYY,86,295,45,75,9,36,15,33,95,0.254,0.329,0.403,0.733,0.322,107,0.338,0.149,0.284,0.099
Luis Garcia Jr.,WSN,93,331,45,87,8,45,9,20,52,0.263,0.303,0.402,0.705,0.305,95,0.284,0.139,0.14400000000000002,0.055999999999999994
Lourdes Gurriel Jr.,ARI,97,380,35,94,12,48,7,25,57,0.247,0.296,0.405,0.702,0.304,93,0.259,0.158,0.13699999999999998,0.06
Carlos Santana,CLE,99,345,43,77,11,44,6,46,77,0.223,0.317,0.339,0.656,0.294,88,0.253,0.116,0.193,0.11599999999999999
Ozzie Albies,ATL,104,393,43,86,9,40,9,39,70,0.219,0.294,0.323,0.617,0.277,75,0.243,0.104,0.159,0.08900000000000001
Luis Robert Jr.,CHW,85,289,37,59,10,41,26,35,95,0.204,0.293,0.339,0.632,0.279,76,0.263,0.135,0.28600000000000003,0.105
Teoscar Hernandez,LAD,85,322,44,81,16,62,5,18,83,0.252,0.292,0.46,0.751,0.322,107,0.289,0.208,0.24100000000000002,0.052000000000000005
Luis Arraez,SDP,100,406,46,118,5,39,5,20,12,0.291,0.325,0.397,0.721,0.315,105,0.288,0.106,0.027000000000000003,0.046
Angel Martinez,CLE,89,308,40,76,9,38,6,13,72,0.247,0.28,0.403,0.683,0.295,89,0.29,0.156,0.218,0.039
Michael Harris II,ATL,102,381,28,87,9,49,12,12,82,0.228,0.253,0.365,0.617,0.265,66,0.264,0.136,0.203,0.03
Agustin Ramirez,MIA,80,319,45,77,15,46,2,21,66,0.241,0.287,0.461,0.748,0.32,103,0.259,0.219,0.19399999999999998,0.062
Gavin Lux,CIN,92,299,32,81,4,41,1,39,79,0.271,0.355,0.375,0.73,0.326,105,0.356,0.104,0.23399999999999999,0.115
Christian Walker,HOU,100,382,41,90,13,53,1,27,115,0.236,0.295,0.382,0.677,0.297,89,0.298,0.147,0.27399999999999997,0.064
Spencer Steer,CIN,97,349,42,85,11,41,6,27,89,0.244,0.304,0.387,0.691,0.304,89,0.296,0.143,0.23399999999999999,0.071
Max Kepler,PHI,92,298,39,61,11,32,1,39,67,0.205,0.301,0.362,0.664,0.292,84,0.225,0.158,0.195,0.114
Wilmer Flores,SFG,94,331,35,82,12,59,1,29,66,0.248,0.318,0.384,0.702,0.311,101,0.275,0.136,0.179,0.079
Yainer Diaz,HOU,93,355,36,87,13,40,1,14,64,0.245,0.275,0.4,0.675,0.291,85,0.263,0.155,0.171,0.037000000000000005
Trevor Larnach,MIN,97,348,46,84,13,43,2,34,86,0.241,0.311,0.402,0.713,0.311,98,0.281,0.161,0.221,0.087
Andrew McCutchen,PIT,92,330,33,82,9,32,1,38,79,0.248,0.327,0.376,0.703,0.311,96,0.298,0.127,0.21100000000000002,0.10099999999999999
Nick Castellanos,PHI,103,396,48,107,14,57,4,22,87,0.27,0.311,0.439,0.75,0.324,106,0.311,0.169,0.205,0.052000000000000005
Josh Bell,WSN,91,316,34,72,13,40,0,37,62,0.228,0.316,0.389,0.705,0.311,99,0.244,0.161,0.17300000000000001,0.10300000000000001
Michael Conforto,LAD,91,283,38,55,9,24,1,37,75,0.194,0.304,0.346,0.65,0.293,87,0.23,0.152,0.228,0.11199999999999999
Nathaniel Lowe,WSN,105,396,49,89,15,62,1,38,119,0.225,0.293,0.386,0.679,0.298,90,0.28,0.162,0.272,0.087
Bryan Reynolds,PIT,100,392,40,91,10,51,3,30,115,0.232,0.29,0.375,0.665,0.29,82,0.3,0.143,0.26899999999999996,0.07
Jonathan India,KCR,98,375,45,90,5,30,0,38,71,0.24,0.322,0.341,0.663,0.298,86,0.282,0.101,0.16699999999999998,0.09
Brenton Doyle,COL,86,320,35,69,7,31,10,22,89,0.216,0.265,0.331,0.596,0.263,52,0.274,0.116,0.259,0.064
Luis Rengifo,LAA,99,350,36,83,4,23,3,20,68,0.237,0.279,0.314,0.593,0.263,64,0.282,0.077,0.182,0.053
Eric Wagaman,MIA,94,343,33,80,5,33,3,22,70,0.233,0.278,0.341,0.619,0.272,70,0.276,0.108,0.18899999999999997,0.059000000000000004
