Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Brice Turang,MIL,347,0.289,5,35,0.361,0.38,17,0.331,112,0.362,0.09100000000000003,0.21613832853025935,0.1037463976945245
Michael Busch,CHC,296,0.282,14,50,0.372,0.517,4,0.384,149,0.326,0.23500000000000004,0.21621621621621623,0.10810810810810811
Seiya Suzuki,CHC,359,0.258,23,70,0.312,0.546,2,0.363,135,0.286,0.28800000000000003,0.2646239554317549,0.07799442896935933
Otto Lopez,MIA,282,0.257,8,40,0.33,0.387,9,0.316,99,0.274,0.13,0.1347517730496454,0.09219858156028368
Mookie Betts,LAD,343,0.249,9,41,0.327,0.38,6,0.312,99,0.255,0.131,0.10204081632653061,0.10204081632653061
William Contreras,MIL,336,0.242,6,34,0.357,0.349,5,0.317,103,0.29,0.10699999999999998,0.19047619047619047,0.15476190476190477
Xander Bogaerts,SDP,331,0.258,5,30,0.332,0.371,13,0.309,100,0.294,0.11299999999999999,0.16012084592145015,0.1027190332326284
Wilyer Abreu,BOS,271,0.255,16,45,0.325,0.494,4,0.348,120,0.28,0.239,0.23985239852398524,0.0959409594095941
Trent Grisham,NYY,282,0.246,15,32,0.348,0.467,0,0.357,132,0.28,0.22100000000000003,0.24113475177304963,0.13120567375886524
Yandy Diaz,TBR,356,0.288,13,47,0.346,0.464,3,0.35,128,0.303,0.17600000000000005,0.13764044943820225,0.07584269662921349
Brandon Nimmo,NYM,332,0.255,15,43,0.316,0.454,7,0.334,117,0.273,0.199,0.18674698795180722,0.07530120481927711
Willson Contreras,STL,348,0.248,11,51,0.34,0.421,4,0.336,116,0.305,0.173,0.23850574712643677,0.08333333333333333
Austin Riley,ATL,370,0.275,12,42,0.327,0.43,2,0.331,110,0.36,0.15499999999999997,0.27837837837837837,0.06486486486486487
Lawrence Butler,ATH,364,0.25,11,34,0.316,0.431,14,0.327,106,0.329,0.181,0.2802197802197802,0.08791208791208792
Victor Scott II,STL,287,0.245,4,28,0.329,0.337,22,0.302,93,0.337,0.09200000000000003,0.27177700348432055,0.08362369337979095
Brent Rooker,ATH,383,0.271,17,45,0.347,0.484,2,0.362,131,0.31,0.21299999999999997,0.21148825065274152,0.09921671018276762
Brandon Lowe,TBR,329,0.274,19,50,0.325,0.495,2,0.353,130,0.311,0.22099999999999997,0.24316109422492402,0.06990881458966565
Cam Smith,HOU,271,0.279,7,33,0.351,0.426,4,0.343,122,0.374,0.14699999999999996,0.2730627306273063,0.08487084870848709
Josh Smith,TEX,292,0.276,7,21,0.347,0.41,8,0.333,115,0.316,0.13399999999999995,0.1678082191780822,0.08904109589041095
Oneil Cruz,PIT,328,0.209,15,35,0.323,0.415,27,0.322,102,0.274,0.206,0.32926829268292684,0.13719512195121952
Dansby Swanson,CHC,353,0.245,14,40,0.298,0.425,7,0.313,101,0.294,0.18,0.2577903682719547,0.07365439093484419
Taylor Ward,LAA,353,0.217,20,57,0.292,0.479,1,0.329,111,0.235,0.262,0.26628895184135976,0.09348441926345609
Jackson Chourio,MIL,374,0.254,13,50,0.286,0.442,15,0.314,101,0.287,0.188,0.20320855614973263,0.0427807486631016
Jung Hoo Lee,SFG,344,0.24,6,34,0.311,0.393,6,0.309,99,0.254,0.15300000000000002,0.10755813953488372,0.08430232558139535
George Springer,TOR,311,0.27,13,47,0.367,0.486,9,0.369,140,0.303,0.21599999999999997,0.19935691318327975,0.12861736334405144
Josh Naylor,ARI,324,0.304,10,53,0.359,0.474,10,0.361,130,0.324,0.16999999999999998,0.12962962962962962,0.08024691358024691
Spencer Torkelson,DET,333,0.23,17,50,0.333,0.473,1,0.345,124,0.253,0.24299999999999997,0.24024024024024024,0.11711711711711711
Heliot Ramos,SFG,367,0.272,13,44,0.349,0.449,5,0.348,125,0.332,0.177,0.23978201634877383,0.08174386920980926
Bo Bichette,TOR,379,0.272,11,49,0.311,0.427,4,0.321,106,0.301,0.15499999999999997,0.16094986807387862,0.05013192612137203
Marcus Semien,TEX,350,0.238,8,37,0.317,0.355,7,0.3,92,0.271,0.11699999999999999,0.18285714285714286,0.10285714285714286
Jo Adell,LAA,275,0.243,18,44,0.318,0.498,3,0.353,128,0.258,0.255,0.24,0.06909090909090909
Ben Rice,NYY,276,0.229,14,29,0.324,0.471,3,0.346,124,0.244,0.24199999999999997,0.213768115942029,0.09057971014492754
Zach Neto,LAA,271,0.268,12,29,0.31,0.476,13,0.338,117,0.327,0.20799999999999996,0.2656826568265683,0.04059040590405904
Wyatt Langford,TEX,292,0.232,13,31,0.308,0.421,11,0.317,104,0.272,0.18899999999999997,0.2602739726027397,0.0958904109589041
Anthony Volpe,NYY,341,0.225,9,44,0.306,0.406,9,0.311,100,0.278,0.18100000000000002,0.24926686217008798,0.09970674486803519
Nolan Schanuel,LAA,344,0.273,7,32,0.364,0.404,3,0.338,118,0.298,0.131,0.125,0.11046511627906977
Alec Bohm,PHI,342,0.28,7,37,0.322,0.39,2,0.313,97,0.32,0.10999999999999999,0.1695906432748538,0.05263157894736842
Jordan Beck,COL,299,0.274,10,28,0.331,0.474,9,0.349,110,0.355,0.19999999999999996,0.27424749163879597,0.07023411371237458
Gavin Sheets,SDP,304,0.264,13,49,0.322,0.464,1,0.339,120,0.296,0.2,0.20723684210526316,0.0756578947368421
Paul Goldschmidt,NYY,331,0.284,8,32,0.347,0.425,5,0.335,117,0.328,0.14100000000000001,0.17220543806646527,0.08157099697885196
Mike Yastrzemski,SFG,301,0.244,7,27,0.339,0.382,6,0.319,105,0.303,0.138,0.22591362126245848,0.12292358803986711
Ryan McMahon,COL,333,0.219,12,25,0.321,0.392,2,0.317,88,0.298,0.17300000000000001,0.3183183183183183,0.12912912912912913
Nolan Arenado,STL,333,0.247,10,41,0.306,0.395,1,0.304,94,0.248,0.14800000000000002,0.1021021021021021,0.07207207207207207
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,99,0.247,0.145,0.16304347826086957,0.11594202898550725
Ke'Bryan Hayes,PIT,314,0.247,2,29,0.297,0.305,9,0.272,68,0.307,0.057999999999999996,0.19745222929936307,0.054140127388535034
Christian Yelich,MIL,338,0.262,16,60,0.337,0.457,12,0.344,121,0.317,0.195,0.2603550295857988,0.09467455621301775
Jarren Duran,BOS,393,0.254,6,39,0.314,0.413,15,0.318,99,0.327,0.15899999999999997,0.23918575063613232,0.06615776081424936
Ian Happ,CHC,358,0.237,12,43,0.327,0.397,4,0.321,106,0.282,0.16000000000000003,0.23184357541899442,0.11731843575418995
Willy Adames,SFG,361,0.211,10,37,0.297,0.348,4,0.287,83,0.262,0.13699999999999998,0.2631578947368421,0.11080332409972299
Alec Burleson,STL,274,0.289,10,37,0.322,0.457,3,0.336,116,0.302,0.16800000000000004,0.13503649635036497,0.051094890510948905
Miguel Vargas,CHW,338,0.226,10,34,0.308,0.405,4,0.314,100,0.25,0.17900000000000002,0.17751479289940827,0.09467455621301775
Lars Nootbaar,STL,354,0.225,11,35,0.333,0.377,4,0.317,103,0.264,0.152,0.2175141242937853,0.12994350282485875
Carlos Correa,MIN,287,0.256,7,28,0.296,0.385,0,0.299,91,0.298,0.129,0.1951219512195122,0.05574912891986063
Gabriel Arias,CLE,281,0.231,6,31,0.293,0.369,3,0.293,88,0.325,0.13799999999999998,0.31316725978647686,0.06405693950177936
Bryson Stott,PHI,313,0.241,5,35,0.311,0.337,13,0.291,82,0.284,0.09600000000000003,0.17891373801916932,0.08945686900958466
Matt McLain,CIN,306,0.212,9,31,0.302,0.342,11,0.291,78,0.273,0.13000000000000003,0.2777777777777778,0.09803921568627451
Kerry Carpenter,DET,280,0.257,16,32,0.285,0.494,1,0.334,116,0.274,0.237,0.21428571428571427,0.025
Marcell Ozuna,ATL,355,0.244,11,40,0.369,0.392,0,0.34,116,0.299,0.14800000000000002,0.23380281690140844,0.16338028169014085
Rhys Hoskins,MIL,308,0.238,12,41,0.334,0.418,2,0.328,111,0.291,0.18,0.2694805194805195,0.11688311688311688
Jackson Holliday,BAL,329,0.255,10,33,0.307,0.405,9,0.313,102,0.318,0.15000000000000002,0.24924012158054712,0.057750759878419454
Trevor Story,BOS,337,0.237,12,46,0.28,0.379,13,0.29,79,0.307,0.14200000000000002,0.29673590504451036,0.04747774480712166
Jasson Dominguez,NYY,268,0.253,6,30,0.336,0.386,12,0.32,106,0.342,0.133,0.2835820895522388,0.11194029850746269
Carlos Santana,CLE,314,0.236,9,37,0.331,0.362,4,0.31,100,0.268,0.126,0.1910828025477707,0.1178343949044586
Ty France,MIN,329,0.26,6,42,0.322,0.37,1,0.309,98,0.295,0.10999999999999999,0.15501519756838905,0.0425531914893617
Xavier Edwards,MIA,305,0.283,0,19,0.356,0.323,14,0.308,94,0.338,0.040000000000000036,0.15081967213114755,0.10163934426229508
J.T. Realmuto,PHI,287,0.244,5,28,0.31,0.355,5,0.296,85,0.311,0.11099999999999999,0.23344947735191637,0.08013937282229965
Teoscar Hernandez,LAD,287,0.263,14,54,0.297,0.481,5,0.334,114,0.3,0.21799999999999997,0.23693379790940766,0.04529616724738676
Andrew McCutchen,PIT,308,0.269,8,31,0.35,0.41,1,0.335,111,0.322,0.14099999999999996,0.2077922077922078,0.10714285714285714
Tyler Soderstrom,ATH,354,0.25,14,47,0.333,0.426,5,0.333,111,0.295,0.176,0.2344632768361582,0.1016949152542373
Josh Jung,TEX,297,0.237,8,35,0.283,0.366,4,0.286,82,0.293,0.129,0.24579124579124578,0.05387205387205387
Kyle Manzardo,CLE,270,0.221,13,33,0.296,0.446,1,0.32,107,0.25,0.225,0.25925925925925924,0.09259259259259259
Vinnie Pasquantino,KCR,358,0.266,12,47,0.327,0.413,1,0.323,104,0.291,0.14699999999999996,0.16201117318435754,0.07262569832402235
Jose Altuve,HOU,347,0.257,13,36,0.317,0.413,6,0.317,104,0.276,0.15599999999999997,0.17002881844380405,0.08069164265129683
Lourdes Gurriel Jr.,ARI,335,0.251,12,44,0.299,0.423,7,0.313,98,0.255,0.172,0.13432835820895522,0.056716417910447764
Cedric Mullins,BAL,280,0.214,12,39,0.294,0.407,8,0.308,98,0.243,0.19299999999999998,0.24642857142857144,0.09642857142857143
Adolis Garcia,TEX,322,0.231,10,49,0.276,0.395,8,0.29,85,0.279,0.164,0.2577639751552795,0.055900621118012424
Trevor Larnach,MIN,329,0.25,12,39,0.317,0.419,2,0.322,106,0.29,0.16899999999999998,0.2188449848024316,0.08206686930091185
Ozzie Albies,ATL,358,0.224,6,28,0.296,0.32,7,0.278,74,0.253,0.096,0.15921787709497207,0.08659217877094973
Joey Ortiz,MIL,289,0.21,5,21,0.271,0.298,9,0.257,62,0.237,0.088,0.15916955017301038,0.0657439446366782
Gavin Lux,CIN,277,0.27,4,37,0.357,0.389,1,0.334,108,0.354,0.119,0.23465703971119134,0.11913357400722022
Luis Garcia Jr.,WSN,294,0.266,7,39,0.306,0.413,7,0.312,99,0.284,0.14699999999999996,0.1360544217687075,0.05442176870748299
Wilmer Flores,SFG,320,0.244,11,55,0.319,0.387,1,0.314,102,0.268,0.14300000000000002,0.178125,0.084375
Max Kepler,PHI,285,0.205,9,28,0.302,0.369,0,0.299,87,0.23,0.164,0.20350877192982456,0.11228070175438597
Nick Castellanos,PHI,345,0.282,10,45,0.325,0.451,2,0.336,113,0.328,0.16900000000000004,0.2,0.05507246376811594
Spencer Steer,CIN,312,0.249,9,33,0.301,0.394,6,0.306,88,0.31,0.14500000000000002,0.25,0.0673076923076923
Luis Arraez,SDP,341,0.286,4,31,0.318,0.403,3,0.314,103,0.281,0.11700000000000005,0.020527859237536656,0.04398826979472141
Logan O'Hoppe,LAA,262,0.228,17,37,0.26,0.448,0,0.304,94,0.274,0.22,0.33587786259541985,0.03816793893129771
Bryan Reynolds,PIT,351,0.24,10,45,0.305,0.397,3,0.307,92,0.299,0.15700000000000003,0.2535612535612536,0.08262108262108261
Yainer Diaz,HOU,298,0.239,10,34,0.268,0.382,0,0.284,81,0.261,0.14300000000000002,0.18120805369127516,0.03355704697986577
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.261,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Nathaniel Lowe,WSN,352,0.232,13,54,0.298,0.398,1,0.306,94,0.285,0.166,0.26704545454545453,0.08522727272727272
Jonathan India,KCR,337,0.247,4,23,0.326,0.344,0,0.302,89,0.282,0.09699999999999998,0.14540059347181009,0.09198813056379822
Salvador Perez,KCR,338,0.237,9,46,0.279,0.391,0,0.289,80,0.276,0.15400000000000003,0.20710059171597633,0.047337278106508875
Christian Walker,HOU,339,0.22,10,38,0.283,0.362,0,0.286,82,0.279,0.142,0.2743362831858407,0.06784660766961652
Michael Harris II,ATL,330,0.213,6,43,0.239,0.326,11,0.244,51,0.25,0.11300000000000002,0.20909090909090908,0.030303030303030304
Eric Wagaman,MIA,312,0.251,5,33,0.288,0.375,2,0.289,81,0.296,0.124,0.19230769230769232,0.05448717948717949
Jorge Soler,LAA,269,0.209,8,28,0.287,0.356,0,0.286,81,0.275,0.147,0.29739776951672864,0.08550185873605948
Luis Rengifo,LAA,286,0.233,4,20,0.277,0.32,2,0.265,67,0.269,0.087,0.16783216783216784,0.055944055944055944
Michael Conforto,LAD,271,0.175,6,19,0.299,0.301,1,0.278,76,0.211,0.126,0.23247232472324722,0.12546125461254612
Josh Bell,WSN,282,0.196,11,31,0.284,0.356,0,0.284,80,0.199,0.15999999999999998,0.17375886524822695,0.09929078014184398
Brenton Doyle,COL,301,0.194,6,28,0.246,0.312,8,0.247,40,0.241,0.118,0.25249169435215946,0.0664451827242525
Michael Toglia,COL,266,0.202,9,28,0.263,0.37,3,0.275,59,0.301,0.16799999999999998,0.38721804511278196,0.07518796992481203
