Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Mookie Betts,LAD,339,0.252,9,41,0.33,0.385,6,0.316,102,0.258,0.133,0.10029498525073746,0.10324483775811209
Michael Busch,CHC,291,0.275,14,49,0.364,0.514,4,0.38,147,0.316,0.239,0.21993127147766323,0.10652920962199312
Kyle Stowers,MIA,299,0.278,13,40,0.356,0.494,3,0.367,133,0.359,0.21599999999999997,0.2842809364548495,0.10033444816053512
Hunter Goodman,COL,310,0.287,14,48,0.332,0.512,1,0.363,120,0.356,0.22500000000000003,0.2645161290322581,0.054838709677419356
Yandy Diaz,TBR,343,0.291,13,47,0.344,0.473,3,0.353,132,0.305,0.182,0.13702623906705538,0.06997084548104957
Cody Bellinger,NYY,314,0.264,10,39,0.328,0.443,8,0.333,114,0.281,0.179,0.14968152866242038,0.08917197452229299
Otto Lopez,MIA,273,0.26,8,38,0.33,0.394,8,0.32,101,0.279,0.134,0.1391941391941392,0.08791208791208792
Brent Rooker,ATH,371,0.271,17,44,0.348,0.485,2,0.362,135,0.307,0.21399999999999997,0.20754716981132076,0.09973045822102426
Trent Grisham,NYY,275,0.247,15,32,0.345,0.473,0,0.358,131,0.278,0.22599999999999998,0.24,0.12727272727272726
Cam Smith,HOU,262,0.281,7,33,0.355,0.434,4,0.348,126,0.371,0.15299999999999997,0.2633587786259542,0.08778625954198473
Josh Smith,TEX,278,0.278,7,21,0.35,0.419,8,0.338,117,0.32,0.14099999999999996,0.17266187050359713,0.08992805755395683
Willson Contreras,STL,338,0.249,11,51,0.341,0.427,4,0.338,117,0.305,0.178,0.23964497041420119,0.08579881656804733
Randy Arozarena,SEA,350,0.238,8,33,0.354,0.395,15,0.336,123,0.321,0.15700000000000003,0.2714285714285714,0.11428571428571428
Lawrence Butler,ATH,350,0.248,11,32,0.317,0.431,13,0.327,111,0.322,0.183,0.2742857142857143,0.09142857142857143
William Contreras,MIL,331,0.245,6,34,0.36,0.354,5,0.32,103,0.294,0.10899999999999999,0.1903323262839879,0.1540785498489426
Austin Wells,NYY,258,0.214,11,45,0.275,0.424,3,0.3,91,0.236,0.21,0.24806201550387597,0.06589147286821706
Heliot Ramos,SFG,355,0.28,13,44,0.358,0.463,5,0.358,131,0.338,0.183,0.23380281690140844,0.08450704225352113
Brandon Lowe,TBR,319,0.275,17,48,0.323,0.481,2,0.348,129,0.315,0.20599999999999996,0.2413793103448276,0.06583072100313479
Dansby Swanson,CHC,345,0.247,14,40,0.297,0.43,7,0.314,102,0.296,0.183,0.2608695652173913,0.06956521739130435
Jung Hoo Lee,SFG,336,0.246,6,34,0.315,0.402,6,0.315,102,0.26,0.15600000000000003,0.10714285714285714,0.08630952380952381
Wilyer Abreu,BOS,262,0.255,14,40,0.324,0.477,4,0.341,114,0.289,0.22199999999999998,0.24427480916030533,0.09541984732824428
Brandon Nimmo,NYM,328,0.255,15,43,0.317,0.453,7,0.334,116,0.272,0.198,0.18597560975609756,0.07621951219512195
Austin Riley,ATL,362,0.269,12,42,0.323,0.425,2,0.327,107,0.353,0.15599999999999997,0.281767955801105,0.06629834254143646
Jackson Chourio,MIL,369,0.256,13,50,0.287,0.447,15,0.316,100,0.289,0.191,0.2005420054200542,0.04065040650406504
Victor Scott II,STL,276,0.239,3,26,0.327,0.324,22,0.297,89,0.333,0.08500000000000002,0.2717391304347826,0.08695652173913043
Josh Naylor,ARI,324,0.304,10,53,0.359,0.474,10,0.361,130,0.324,0.16999999999999998,0.12962962962962962,0.08024691358024691
Spencer Torkelson,DET,329,0.229,17,50,0.334,0.477,1,0.346,125,0.253,0.24799999999999997,0.24316109422492402,0.11854103343465046
Zach Neto,LAA,264,0.275,12,29,0.318,0.49,13,0.347,123,0.337,0.21499999999999997,0.26515151515151514,0.041666666666666664
Bo Bichette,TOR,374,0.274,11,49,0.313,0.427,4,0.322,108,0.301,0.15299999999999997,0.16042780748663102,0.05080213903743316
Anthony Volpe,NYY,327,0.228,9,44,0.31,0.414,8,0.316,102,0.281,0.18599999999999997,0.25076452599388377,0.10091743119266056
Xander Bogaerts,SDP,323,0.244,4,29,0.322,0.339,13,0.293,89,0.281,0.09500000000000003,0.16408668730650156,0.10526315789473684
Ben Rice,NYY,267,0.235,14,29,0.323,0.483,3,0.349,126,0.252,0.248,0.21722846441947566,0.0898876404494382
Oneil Cruz,PIT,317,0.205,13,31,0.319,0.396,27,0.314,97,0.276,0.19100000000000003,0.334384858044164,0.13564668769716087
George Springer,TOR,298,0.268,11,40,0.362,0.468,9,0.36,135,0.309,0.2,0.2080536912751678,0.12416107382550336
Jo Adell,LAA,265,0.238,18,42,0.311,0.498,3,0.35,124,0.248,0.26,0.24150943396226415,0.06415094339622641
Nolan Schanuel,LAA,334,0.273,7,32,0.363,0.408,3,0.34,118,0.299,0.13499999999999995,0.12574850299401197,0.10778443113772455
Ian Happ,CHC,350,0.243,12,43,0.334,0.408,4,0.328,112,0.288,0.16499999999999998,0.22857142857142856,0.12
Jackson Holliday,BAL,315,0.262,10,33,0.311,0.418,9,0.32,108,0.321,0.15599999999999997,0.23809523809523808,0.05396825396825397
Wyatt Langford,TEX,292,0.232,13,31,0.308,0.421,11,0.317,103,0.272,0.18899999999999997,0.2602739726027397,0.0958904109589041
Ryan McMahon,COL,327,0.219,12,25,0.321,0.396,2,0.318,89,0.296,0.17700000000000002,0.3149847094801223,0.12844036697247707
Alec Bohm,PHI,334,0.28,7,37,0.32,0.389,2,0.312,98,0.319,0.10899999999999999,0.16766467065868262,0.05089820359281437
Alec Burleson,STL,266,0.298,10,37,0.332,0.472,3,0.346,123,0.312,0.174,0.13533834586466165,0.05263157894736842
Gavin Sheets,SDP,295,0.265,13,49,0.322,0.47,1,0.342,122,0.294,0.20499999999999996,0.20677966101694914,0.07457627118644068
Taylor Ward,LAA,343,0.21,20,56,0.283,0.469,1,0.321,104,0.222,0.259,0.26822157434402333,0.09037900874635568
Nolan Arenado,STL,327,0.245,10,41,0.306,0.393,1,0.303,93,0.246,0.14800000000000002,0.10397553516819572,0.07339449541284404
Carlos Correa,MIN,281,0.261,7,28,0.302,0.394,0,0.305,96,0.302,0.133,0.18861209964412812,0.05693950177935943
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,100,0.247,0.145,0.16304347826086957,0.11594202898550725
Marcell Ozuna,ATL,347,0.251,11,40,0.378,0.403,0,0.348,121,0.303,0.15200000000000002,0.22478386167146974,0.16714697406340057
Paul Goldschmidt,NYY,321,0.285,8,32,0.345,0.426,5,0.335,115,0.33,0.14100000000000001,0.17757009345794392,0.0778816199376947
Mike Yastrzemski,SFG,292,0.245,7,27,0.342,0.387,5,0.322,107,0.302,0.14200000000000002,0.2226027397260274,0.1267123287671233
Miguel Vargas,CHW,330,0.231,10,34,0.312,0.415,4,0.32,104,0.256,0.18399999999999997,0.17575757575757575,0.09393939393939393
Lars Nootbaar,STL,350,0.227,11,35,0.334,0.381,4,0.319,104,0.268,0.154,0.22,0.12857142857142856
Gabriel Arias,CLE,280,0.232,6,31,0.294,0.37,3,0.294,88,0.327,0.13799999999999998,0.3142857142857143,0.06428571428571428
Bryson Stott,PHI,305,0.244,5,34,0.313,0.342,12,0.294,85,0.286,0.09800000000000003,0.17704918032786884,0.08852459016393442
Jordan Beck,COL,289,0.265,10,28,0.325,0.47,9,0.344,107,0.345,0.20499999999999996,0.28027681660899656,0.0726643598615917
Christian Yelich,MIL,333,0.263,15,59,0.339,0.451,12,0.343,119,0.321,0.188,0.26126126126126126,0.0960960960960961
Marcus Semien,TEX,334,0.231,7,35,0.305,0.342,6,0.29,84,0.265,0.11100000000000002,0.18862275449101795,0.09580838323353294
Ke'Bryan Hayes,PIT,302,0.239,2,25,0.292,0.293,9,0.265,64,0.301,0.05399999999999999,0.2052980132450331,0.056291390728476824
Tyler Soderstrom,ATH,347,0.255,14,46,0.337,0.435,5,0.338,118,0.302,0.18,0.23631123919308358,0.10086455331412104
Rhys Hoskins,MIL,304,0.24,12,41,0.336,0.422,2,0.33,110,0.292,0.182,0.26644736842105265,0.11513157894736842
Ty France,MIN,323,0.262,6,42,0.325,0.374,1,0.312,101,0.296,0.11199999999999999,0.15170278637770898,0.043343653250773995
Willy Adames,SFG,350,0.211,9,35,0.295,0.342,4,0.283,81,0.263,0.13100000000000003,0.26285714285714284,0.10857142857142857
Teoscar Hernandez,LAD,279,0.262,14,53,0.295,0.487,5,0.335,115,0.299,0.22499999999999998,0.24014336917562723,0.043010752688172046
Jarren Duran,BOS,382,0.252,5,38,0.31,0.398,15,0.31,93,0.325,0.14600000000000002,0.23821989528795812,0.06282722513089005
J.T. Realmuto,PHI,279,0.244,5,28,0.312,0.358,5,0.298,88,0.313,0.11399999999999999,0.24014336917562723,0.08243727598566308
Josh Jung,TEX,287,0.242,8,34,0.289,0.375,4,0.293,86,0.295,0.133,0.23693379790940766,0.05574912891986063
Matt McLain,CIN,295,0.205,9,28,0.299,0.337,11,0.288,75,0.263,0.13200000000000003,0.28135593220338984,0.1016949152542373
Vinnie Pasquantino,KCR,345,0.273,12,47,0.333,0.422,1,0.33,107,0.297,0.14899999999999997,0.15942028985507245,0.07246376811594203
Kerry Carpenter,DET,277,0.252,15,30,0.281,0.473,1,0.324,109,0.271,0.22099999999999997,0.21660649819494585,0.02527075812274368
Jose Altuve,HOU,338,0.261,12,34,0.32,0.41,6,0.317,105,0.281,0.14899999999999997,0.16568047337278108,0.07988165680473373
Jasson Dominguez,NYY,255,0.25,6,27,0.337,0.391,12,0.323,107,0.338,0.14100000000000001,0.28627450980392155,0.11764705882352941
Cedric Mullins,BAL,269,0.21,12,38,0.295,0.412,8,0.31,101,0.241,0.20199999999999999,0.25650557620817843,0.10037174721189591
Carlos Santana,CLE,306,0.231,9,37,0.327,0.356,4,0.306,97,0.261,0.12499999999999997,0.19281045751633988,0.11764705882352941
Xavier Edwards,MIA,301,0.283,0,19,0.358,0.325,14,0.309,94,0.339,0.04200000000000004,0.15282392026578073,0.10299003322259136
Andrew McCutchen,PIT,295,0.265,8,30,0.341,0.408,1,0.33,108,0.314,0.14299999999999996,0.2033898305084746,0.09830508474576272
Trevor Larnach,MIN,324,0.254,12,39,0.322,0.426,2,0.327,111,0.294,0.172,0.21604938271604937,0.08333333333333333
Kyle Manzardo,CLE,268,0.223,13,33,0.299,0.45,1,0.322,108,0.252,0.227,0.2574626865671642,0.09328358208955224
Trevor Story,BOS,327,0.234,11,43,0.276,0.367,12,0.284,74,0.307,0.13299999999999998,0.2996941896024465,0.045871559633027525
Gavin Lux,CIN,272,0.275,4,37,0.36,0.396,1,0.338,109,0.36,0.121,0.23529411764705882,0.11764705882352941
Lourdes Gurriel Jr.,ARI,323,0.25,10,41,0.297,0.409,7,0.307,93,0.26,0.15899999999999997,0.1393188854489164,0.05572755417956656
Adolis Garcia,TEX,307,0.226,9,42,0.274,0.384,7,0.285,81,0.271,0.158,0.254071661237785,0.05863192182410423
Ozzie Albies,ATL,350,0.223,6,28,0.297,0.322,7,0.279,74,0.253,0.099,0.16285714285714287,0.08857142857142856
Joey Ortiz,MIL,285,0.212,5,21,0.271,0.301,8,0.258,61,0.24,0.089,0.16140350877192983,0.06315789473684211
Luis Garcia Jr.,WSN,291,0.269,7,38,0.309,0.418,7,0.316,101,0.288,0.14899999999999997,0.13745704467353953,0.054982817869415807
Spencer Steer,CIN,303,0.249,9,31,0.3,0.399,6,0.307,88,0.31,0.15000000000000002,0.2508250825082508,0.066006600660066
Max Kepler,PHI,277,0.209,9,28,0.3,0.377,0,0.3,89,0.236,0.168,0.20938628158844766,0.10469314079422383
Wilmer Flores,SFG,311,0.243,11,55,0.315,0.389,1,0.313,100,0.266,0.14600000000000002,0.18006430868167203,0.08038585209003216
Yainer Diaz,HOU,290,0.242,10,34,0.272,0.39,0,0.289,85,0.265,0.14800000000000002,0.18275862068965518,0.034482758620689655
Nick Castellanos,PHI,337,0.279,9,44,0.32,0.439,2,0.33,109,0.325,0.15999999999999998,0.19881305637982197,0.05341246290801187
Nathaniel Lowe,WSN,346,0.236,13,54,0.301,0.404,1,0.309,97,0.289,0.16800000000000004,0.2658959537572254,0.0838150289017341
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.261,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Luis Arraez,SDP,332,0.283,4,31,0.311,0.399,3,0.309,100,0.277,0.11600000000000005,0.02108433734939759,0.0391566265060241
Bryan Reynolds,PIT,340,0.235,9,44,0.303,0.386,3,0.302,89,0.296,0.15100000000000002,0.25588235294117645,0.08529411764705883
Salvador Perez,KCR,325,0.237,9,43,0.281,0.391,0,0.29,80,0.276,0.15400000000000003,0.20923076923076922,0.04923076923076923
Kristian Campbell,BOS,263,0.223,6,21,0.319,0.345,2,0.301,86,0.296,0.12199999999999997,0.2737642585551331,0.11026615969581749
Christian Walker,HOU,331,0.216,10,37,0.281,0.362,0,0.285,82,0.274,0.146,0.27794561933534745,0.06948640483383686
Michael Harris II,ATL,326,0.212,6,43,0.238,0.32,11,0.242,49,0.249,0.10800000000000001,0.2085889570552147,0.03067484662576687
Jonathan India,KCR,324,0.246,4,23,0.321,0.343,0,0.299,86,0.279,0.09700000000000003,0.14506172839506173,0.09259259259259259
Eric Wagaman,MIA,307,0.248,5,32,0.287,0.374,2,0.288,79,0.292,0.126,0.19218241042345277,0.05537459283387622
Jorge Soler,LAA,265,0.207,8,26,0.28,0.35,0,0.281,76,0.27,0.143,0.2981132075471698,0.0830188679245283
Michael Conforto,LAD,267,0.173,6,17,0.3,0.302,1,0.279,77,0.21,0.129,0.23595505617977527,0.12734082397003746
Josh Bell,WSN,277,0.195,11,31,0.282,0.358,0,0.285,80,0.198,0.16299999999999998,0.17689530685920576,0.09747292418772563
Luis Rengifo,LAA,277,0.226,4,19,0.272,0.307,2,0.259,61,0.261,0.08099999999999999,0.17328519855595667,0.05776173285198556
Brenton Doyle,COL,291,0.193,6,26,0.247,0.312,8,0.248,41,0.238,0.119,0.24742268041237114,0.06872852233676977
Keibert Ruiz,WSN,259,0.247,2,24,0.278,0.32,0,0.265,67,0.266,0.07300000000000001,0.09266409266409266,0.03088803088803089
