Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Gunnar Henderson,BAL,0.283,13,47,0.353,0.462,14,0.351,126,0.349,0.179,0.228,0.092
Ceddanne Rafaela,BOS,0.266,14,51,0.305,0.454,15,0.326,104,0.298,0.187,0.185,0.042
Eugenio Suarez,- - -,0.243,37,89,0.314,0.565,2,0.369,138,0.246,0.322,0.271,0.066
Juan Soto,NYM,0.249,25,63,0.383,0.477,17,0.368,142,0.261,0.229,0.191,0.177
Randy Arozarena,SEA,0.248,22,55,0.351,0.47,21,0.356,135,0.303,0.222,0.266,0.099
Matt Chapman,SFG,0.231,16,42,0.344,0.434,7,0.342,123,0.273,0.203,0.244,0.134
Nico Hoerner,CHC,0.29,4,46,0.337,0.379,19,0.316,104,0.307,0.089,0.078,0.055999999999999994
James Wood,WSN,0.256,24,71,0.36,0.481,14,0.359,132,0.328,0.225,0.294,0.136
Bo Bichette,TOR,0.3,15,74,0.341,0.468,4,0.348,124,0.33,0.168,0.14800000000000002,0.053
CJ Abrams,WSN,0.273,14,42,0.34,0.464,26,0.348,124,0.304,0.191,0.17,0.067
Jarren Duran,BOS,0.264,12,64,0.329,0.465,18,0.342,115,0.335,0.2,0.243,0.076
Andy Pages,LAD,0.276,19,66,0.317,0.465,9,0.336,116,0.31,0.189,0.209,0.045
Xander Bogaerts,SDP,0.268,8,39,0.338,0.387,17,0.317,107,0.304,0.118,0.157,0.098
Pete Alonso,NYM,0.267,25,91,0.355,0.512,1,0.368,142,0.3,0.245,0.22899999999999998,0.10099999999999999
Corey Seager,TEX,0.257,16,40,0.361,0.463,1,0.351,126,0.289,0.205,0.20800000000000002,0.131
Matt Olson,ATL,0.259,18,68,0.36,0.449,0,0.352,127,0.312,0.189,0.23,0.134
Zach McKinstry,DET,0.269,9,37,0.348,0.448,17,0.344,121,0.328,0.179,0.217,0.102
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.336,117,0.315,0.198,0.201,0.047
Sal Frelick,MIL,0.296,8,41,0.353,0.412,17,0.336,118,0.326,0.116,0.131,0.067
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Steven Kwan,CLE,0.285,9,39,0.346,0.4,11,0.327,110,0.293,0.115,0.084,0.084
Willy Adames,SFG,0.232,18,61,0.318,0.412,4,0.318,107,0.28,0.18,0.256,0.109
Gleyber Torres,DET,0.273,13,55,0.37,0.426,4,0.351,126,0.291,0.153,0.13699999999999998,0.128
George Springer,TOR,0.291,18,57,0.383,0.506,12,0.383,148,0.323,0.215,0.18600000000000003,0.125
Bryce Harper,PHI,0.266,17,48,0.371,0.505,10,0.374,141,0.298,0.238,0.203,0.133
TJ Friedl,CIN,0.273,10,37,0.374,0.398,10,0.345,117,0.31,0.125,0.155,0.114
William Contreras,MIL,0.254,9,47,0.352,0.371,5,0.32,107,0.298,0.117,0.18100000000000002,0.13
Hunter Goodman,COL,0.281,22,64,0.328,0.531,1,0.366,123,0.337,0.249,0.264,0.059000000000000004
Brent Rooker,ATH,0.275,23,66,0.347,0.5,4,0.363,131,0.314,0.225,0.21600000000000003,0.096
Riley Greene,DET,0.269,26,84,0.315,0.507,1,0.35,125,0.349,0.238,0.32299999999999995,0.06
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,120,0.319,0.127,0.078,0.053
Brandon Nimmo,NYM,0.255,19,63,0.32,0.442,12,0.33,116,0.289,0.188,0.215,0.07400000000000001
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Freddie Freeman,LAD,0.303,13,63,0.371,0.487,2,0.366,137,0.374,0.184,0.231,0.09300000000000001
Ryan O'Hearn,- - -,0.278,13,43,0.369,0.453,3,0.357,130,0.31,0.175,0.175,0.113
Zach Neto,LAA,0.27,16,45,0.321,0.463,21,0.337,114,0.331,0.193,0.255,0.051
Brendan Donovan,STL,0.279,9,42,0.351,0.405,3,0.331,114,0.306,0.126,0.131,0.08800000000000001
Ernie Clement,TOR,0.285,5,33,0.321,0.389,3,0.309,97,0.306,0.104,0.10099999999999999,0.049
Michael Busch,CHC,0.268,21,61,0.355,0.503,4,0.37,142,0.314,0.235,0.24100000000000002,0.096
Willson Contreras,STL,0.258,16,64,0.343,0.451,4,0.346,124,0.318,0.193,0.24600000000000002,0.079
Taylor Ward,LAA,0.233,26,84,0.308,0.483,3,0.337,114,0.269,0.249,0.27699999999999997,0.09699999999999999
Junior Caminero,TBR,0.251,28,73,0.291,0.495,5,0.332,113,0.254,0.244,0.204,0.054000000000000006
Wyatt Langford,TEX,0.242,15,44,0.324,0.416,15,0.321,106,0.305,0.174,0.275,0.106
Trent Grisham,NYY,0.245,20,44,0.351,0.464,1,0.356,130,0.265,0.22,0.212,0.135
Trevor Story,BOS,0.259,18,72,0.302,0.431,19,0.318,98,0.33,0.172,0.284,0.051
Otto Lopez,MIA,0.244,11,55,0.316,0.375,11,0.304,92,0.262,0.131,0.14,0.08800000000000001
Rafael Devers,- - -,0.256,20,78,0.377,0.458,1,0.361,131,0.323,0.202,0.26,0.156
Brice Turang,MIL,0.276,8,50,0.341,0.383,20,0.319,106,0.34,0.107,0.213,0.091
Dansby Swanson,CHC,0.245,17,54,0.294,0.408,8,0.304,96,0.31,0.163,0.28300000000000003,0.067
Seiya Suzuki,CHC,0.247,26,82,0.314,0.504,3,0.347,126,0.285,0.256,0.268,0.09300000000000001
Josh Smith,TEX,0.269,9,30,0.346,0.407,9,0.33,112,0.309,0.137,0.165,0.092
Jung Hoo Lee,SFG,0.258,6,46,0.326,0.41,8,0.321,109,0.277,0.152,0.106,0.084
J.P. Crawford,SEA,0.263,9,44,0.355,0.369,6,0.324,114,0.313,0.106,0.18,0.11800000000000001
Oneil Cruz,PIT,0.209,18,48,0.305,0.406,34,0.307,94,0.268,0.198,0.316,0.11800000000000001
Yandy Diaz,TBR,0.281,20,66,0.342,0.47,3,0.349,124,0.291,0.189,0.141,0.077
Xavier Edwards,MIA,0.291,1,29,0.356,0.361,17,0.318,102,0.341,0.07,0.141,0.09
Marcus Semien,TEX,0.226,13,55,0.302,0.358,11,0.292,86,0.251,0.132,0.18100000000000002,0.094
Victor Scott II,STL,0.225,5,33,0.311,0.314,29,0.284,82,0.298,0.09,0.25,0.091
Jose Altuve,HOU,0.281,19,59,0.343,0.461,7,0.345,122,0.299,0.18,0.157,0.085
Spencer Torkelson,DET,0.24,23,63,0.329,0.472,2,0.342,119,0.273,0.232,0.25,0.10099999999999999
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Ryan McMahon,- - -,0.223,16,40,0.319,0.396,2,0.315,90,0.306,0.174,0.321,0.12
Lawrence Butler,ATH,0.233,15,44,0.304,0.406,17,0.311,96,0.307,0.172,0.28800000000000003,0.092
Josh Naylor,- - -,0.287,13,63,0.355,0.444,19,0.345,121,0.309,0.156,0.139,0.09300000000000001
Christian Yelich,MIL,0.26,21,74,0.342,0.445,15,0.342,122,0.322,0.184,0.268,0.1
Tyler Soderstrom,ATH,0.259,19,65,0.333,0.454,6,0.341,117,0.301,0.195,0.22699999999999998,0.092
Nolan Schanuel,LAA,0.275,9,45,0.364,0.397,5,0.335,114,0.299,0.123,0.121,0.10800000000000001
Jordan Beck,COL,0.28,14,42,0.342,0.472,13,0.352,113,0.366,0.191,0.275,0.076
Jorge Polanco,SEA,0.257,18,53,0.322,0.47,4,0.341,125,0.252,0.213,0.14,0.081
J.T. Realmuto,PHI,0.267,7,39,0.319,0.387,6,0.31,96,0.344,0.12,0.24100000000000002,0.065
Mike Trout,LAA,0.237,19,47,0.363,0.461,2,0.35,123,0.298,0.224,0.301,0.156
Heliot Ramos,SFG,0.275,14,51,0.351,0.423,6,0.338,120,0.335,0.148,0.22699999999999998,0.083
Brandon Lowe,TBR,0.272,20,53,0.323,0.48,3,0.344,121,0.318,0.208,0.253,0.069
Lenyn Sosa,CHW,0.281,12,44,0.308,0.439,2,0.323,105,0.329,0.158,0.212,0.034
Jesus Sanchez,- - -,0.258,10,37,0.321,0.422,9,0.322,105,0.302,0.163,0.201,0.084
Alec Bohm,PHI,0.278,8,42,0.324,0.391,2,0.313,98,0.314,0.113,0.162,0.057
Carlos Correa,- - -,0.268,8,33,0.32,0.388,0,0.312,98,0.315,0.12,0.18600000000000003,0.07200000000000001
Mookie Betts,LAD,0.236,11,48,0.308,0.361,8,0.294,87,0.242,0.125,0.111,0.094
Bryson Stott,PHI,0.235,7,44,0.309,0.346,17,0.291,83,0.27,0.11,0.171,0.096
Alec Burleson,STL,0.278,14,50,0.332,0.45,4,0.338,119,0.289,0.173,0.133,0.077
Anthony Volpe,NYY,0.22,17,60,0.288,0.426,14,0.307,96,0.252,0.205,0.237,0.08199999999999999
Mike Yastrzemski,- - -,0.231,9,31,0.326,0.365,6,0.304,97,0.287,0.135,0.233,0.122
Marcell Ozuna,ATL,0.233,15,48,0.367,0.395,0,0.339,118,0.272,0.163,0.223,0.174
Willi Castro,- - -,0.245,10,27,0.331,0.406,9,0.325,107,0.308,0.16,0.242,0.08900000000000001
Cedric Mullins,- - -,0.224,15,49,0.304,0.42,16,0.315,101,0.257,0.196,0.24100000000000002,0.09699999999999999
Ian Happ,CHC,0.229,15,53,0.323,0.388,5,0.315,103,0.266,0.159,0.22,0.12300000000000001
Lars Nootbaar,STL,0.23,12,38,0.33,0.378,4,0.314,102,0.269,0.148,0.215,0.12
Cam Smith,HOU,0.255,7,46,0.325,0.377,5,0.311,98,0.347,0.122,0.276,0.08199999999999999
Matt McLain,CIN,0.223,11,38,0.305,0.341,16,0.29,79,0.288,0.118,0.267,0.095
Paul Goldschmidt,NYY,0.279,9,39,0.336,0.42,5,0.326,109,0.331,0.141,0.188,0.07400000000000001
Jo Adell,LAA,0.23,23,66,0.297,0.465,3,0.329,109,0.252,0.235,0.254,0.065
Salvador Perez,KCR,0.253,20,66,0.296,0.461,0,0.322,102,0.277,0.208,0.19899999999999998,0.042
Miguel Vargas,CHW,0.229,13,44,0.305,0.402,4,0.31,96,0.249,0.173,0.166,0.08900000000000001
Luis Robert Jr.,CHW,0.219,12,46,0.301,0.362,29,0.291,83,0.277,0.143,0.278,0.1
Ozzie Albies,ATL,0.224,9,43,0.303,0.325,10,0.282,79,0.251,0.101,0.158,0.095
Ke'Bryan Hayes,- - -,0.236,3,39,0.278,0.296,10,0.255,58,0.293,0.06,0.201,0.044000000000000004
Kyle Manzardo,CLE,0.235,18,49,0.31,0.46,1,0.33,112,0.267,0.225,0.256,0.09300000000000001
Vinnie Pasquantino,KCR,0.261,19,67,0.324,0.439,1,0.329,107,0.276,0.178,0.16,0.076
Gavin Sheets,SDP,0.248,15,54,0.312,0.421,2,0.318,107,0.276,0.173,0.19899999999999998,0.081
Jackson Holliday,BAL,0.254,14,43,0.301,0.398,11,0.305,95,0.308,0.145,0.237,0.053
Joey Ortiz,MIL,0.22,7,37,0.274,0.317,10,0.264,67,0.248,0.097,0.16,0.06
Teoscar Hernandez,LAD,0.256,18,68,0.293,0.473,5,0.327,110,0.296,0.217,0.247,0.048
Luis Arraez,SDP,0.294,6,42,0.33,0.401,5,0.319,108,0.291,0.107,0.027000000000000003,0.048
Jasson Dominguez,NYY,0.258,9,37,0.332,0.396,18,0.319,104,0.341,0.138,0.27399999999999997,0.098
Adolis Garcia,TEX,0.228,16,63,0.272,0.397,10,0.289,84,0.271,0.169,0.259,0.054000000000000006
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,84,0.239,0.13,0.099,0.071
Yainer Diaz,HOU,0.255,16,50,0.284,0.426,1,0.304,94,0.268,0.171,0.163,0.037000000000000005
Luis Garcia Jr.,WSN,0.265,9,50,0.304,0.402,9,0.306,95,0.29,0.137,0.152,0.054000000000000006
Carlos Santana,CLE,0.229,11,47,0.318,0.341,6,0.295,88,0.258,0.112,0.183,0.11199999999999999
Ty France,- - -,0.248,6,44,0.315,0.35,1,0.298,88,0.286,0.102,0.16,0.048
Lourdes Gurriel Jr.,ARI,0.249,14,56,0.296,0.412,8,0.306,94,0.257,0.163,0.132,0.057999999999999996
Spencer Steer,CIN,0.239,13,50,0.304,0.393,6,0.306,90,0.284,0.154,0.22699999999999998,0.077
Agustin Ramirez,MIA,0.239,17,50,0.285,0.459,5,0.318,101,0.259,0.219,0.203,0.061
Gavin Lux,CIN,0.271,4,42,0.357,0.372,1,0.326,104,0.357,0.101,0.231,0.11699999999999999
Christian Walker,HOU,0.235,15,59,0.297,0.391,1,0.301,92,0.291,0.155,0.262,0.064
Michael Harris II,ATL,0.236,9,50,0.259,0.37,12,0.27,70,0.276,0.135,0.20199999999999999,0.03
Trevor Larnach,MIN,0.246,15,48,0.32,0.414,2,0.32,103,0.284,0.168,0.218,0.091
Andrew McCutchen,PIT,0.246,11,39,0.325,0.384,1,0.313,98,0.296,0.137,0.22,0.10099999999999999
Wilmer Flores,SFG,0.249,12,59,0.318,0.38,1,0.309,101,0.277,0.132,0.179,0.079
Max Kepler,PHI,0.204,12,36,0.295,0.366,1,0.29,82,0.222,0.162,0.19699999999999998,0.10800000000000001
Nick Castellanos,PHI,0.269,15,60,0.308,0.434,4,0.321,104,0.312,0.165,0.21100000000000002,0.051
Josh Bell,WSN,0.226,13,40,0.323,0.38,0,0.312,99,0.246,0.154,0.17800000000000002,0.113
Bryan Reynolds,PIT,0.239,10,53,0.297,0.377,3,0.295,85,0.31,0.138,0.266,0.07200000000000001
Angel Martinez,CLE,0.233,9,38,0.268,0.379,6,0.28,78,0.276,0.145,0.223,0.037000000000000005
Luis Rengifo,LAA,0.244,5,26,0.29,0.325,4,0.273,71,0.289,0.081,0.18100000000000002,0.055
Michael Conforto,LAD,0.192,9,25,0.302,0.334,1,0.288,83,0.229,0.143,0.22899999999999998,0.115
Jonathan India,KCR,0.236,5,32,0.322,0.336,0,0.297,85,0.278,0.1,0.16699999999999998,0.09300000000000001
Brenton Doyle,COL,0.225,8,34,0.272,0.343,10,0.27,57,0.287,0.118,0.26,0.062
Nathaniel Lowe,WSN,0.221,15,64,0.294,0.377,1,0.296,88,0.276,0.156,0.268,0.09300000000000001
Eric Wagaman,MIA,0.233,6,35,0.28,0.347,3,0.275,72,0.275,0.114,0.19,0.062
