Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Vladimir Guerrero Jr.,TOR,346,0.281,11,40,0.387,0.449,2,0.365,139,0.302,0.16799999999999998,0.13872832369942195,0.1329479768786127
J.P. Crawford,SEA,332,0.279,6,30,0.392,0.38,5,0.349,133,0.335,0.10099999999999998,0.17771084337349397,0.15060240963855423
Jake Meyers,HOU,286,0.306,3,20,0.363,0.399,13,0.338,120,0.371,0.09300000000000003,0.18181818181818182,0.08041958041958042
Masyn Winn,STL,295,0.257,7,29,0.323,0.389,4,0.315,102,0.295,0.132,0.17966101694915254,0.08135593220338982
Ceddanne Rafaela,BOS,283,0.249,8,30,0.296,0.406,11,0.307,91,0.294,0.15700000000000003,0.21201413427561838,0.04946996466431095
Ryan O'Hearn,BAL,263,0.301,11,30,0.384,0.485,3,0.379,149,0.33,0.184,0.16730038022813687,0.10266159695817491
Max Muncy,LAD,296,0.25,12,51,0.375,0.454,4,0.363,135,0.286,0.20400000000000001,0.2195945945945946,0.16216216216216217
Gleyber Torres,DET,298,0.281,8,40,0.386,0.43,4,0.362,136,0.297,0.14899999999999997,0.12080536912751678,0.13758389261744966
TJ Friedl,CIN,343,0.287,8,30,0.372,0.426,9,0.353,120,0.326,0.139,0.16034985422740525,0.11078717201166181
Sal Frelick,MIL,317,0.296,4,32,0.354,0.391,15,0.331,111,0.333,0.09500000000000003,0.12933753943217666,0.0694006309148265
Mookie Betts,LAD,331,0.256,9,40,0.335,0.392,6,0.321,106,0.26,0.136,0.09667673716012085,0.10574018126888217
Nico Hoerner,CHC,318,0.294,1,33,0.336,0.368,15,0.313,102,0.313,0.07400000000000001,0.06918238993710692,0.050314465408805034
Trent Grisham,NYY,271,0.251,15,32,0.351,0.481,0,0.363,136,0.28,0.22999999999999998,0.23247232472324722,0.12915129151291513
Gunnar Henderson,BAL,309,0.271,8,23,0.346,0.422,9,0.335,119,0.347,0.15099999999999997,0.2459546925566343,0.0970873786407767
Lawrence Butler,ATH,341,0.253,11,32,0.317,0.439,12,0.33,113,0.33,0.186,0.2785923753665689,0.08504398826979472
Randy Arozarena,SEA,340,0.238,8,31,0.356,0.399,14,0.339,125,0.323,0.16100000000000003,0.2735294117647059,0.11764705882352941
Michael Busch,CHC,284,0.273,13,46,0.363,0.506,4,0.376,145,0.318,0.23299999999999998,0.22183098591549297,0.1056338028169014
Seiya Suzuki,CHC,342,0.256,21,67,0.313,0.534,2,0.359,133,0.287,0.278,0.26608187134502925,0.08187134502923976
Hunter Goodman,COL,310,0.287,14,48,0.332,0.512,1,0.364,120,0.356,0.22500000000000003,0.2645161290322581,0.054838709677419356
Brent Rooker,ATH,362,0.272,16,43,0.348,0.481,2,0.361,135,0.309,0.20899999999999996,0.20718232044198895,0.09944751381215469
Cody Bellinger,NYY,306,0.26,10,38,0.324,0.443,7,0.331,113,0.275,0.183,0.1503267973856209,0.08823529411764706
Jung Hoo Lee,SFG,329,0.252,6,34,0.322,0.412,6,0.321,107,0.267,0.15999999999999998,0.1094224924012158,0.08814589665653495
Brice Turang,MIL,334,0.28,5,31,0.354,0.369,16,0.324,106,0.352,0.08899999999999997,0.218562874251497,0.10479041916167664
Austin Wells,NYY,255,0.217,11,45,0.278,0.429,3,0.304,94,0.241,0.212,0.25098039215686274,0.06666666666666667
Yandy Diaz,TBR,333,0.286,12,44,0.339,0.464,3,0.347,129,0.3,0.17800000000000005,0.13513513513513514,0.06906906906906907
Josh Smith,TEX,267,0.276,7,21,0.346,0.418,8,0.336,117,0.316,0.14199999999999996,0.17228464419475656,0.0898876404494382
Dansby Swanson,CHC,336,0.24,14,39,0.29,0.419,7,0.306,97,0.287,0.179,0.2648809523809524,0.06845238095238096
William Contreras,MIL,322,0.241,6,34,0.354,0.348,5,0.315,100,0.289,0.10699999999999998,0.1956521739130435,0.15217391304347827
Josh Naylor,ARI,321,0.307,10,53,0.363,0.479,10,0.365,133,0.326,0.172,0.1277258566978193,0.08099688473520249
Kyle Stowers,MIA,289,0.275,12,38,0.351,0.482,3,0.361,129,0.356,0.20699999999999996,0.2837370242214533,0.09688581314878893
Heliot Ramos,SFG,346,0.283,13,44,0.358,0.467,5,0.359,133,0.343,0.18400000000000005,0.23699421965317918,0.08092485549132948
Zach Neto,LAA,262,0.278,12,29,0.321,0.494,13,0.35,125,0.339,0.21599999999999997,0.2633587786259542,0.04198473282442748
Brandon Nimmo,NYM,320,0.251,15,42,0.313,0.454,6,0.332,115,0.267,0.203,0.190625,0.078125
Austin Riley,ATL,354,0.269,12,41,0.322,0.428,2,0.328,108,0.352,0.15899999999999997,0.2824858757062147,0.06497175141242938
Otto Lopez,MIA,263,0.254,6,32,0.327,0.364,8,0.308,93,0.276,0.10999999999999999,0.13307984790874525,0.09125475285171103
Victor Scott II,STL,268,0.239,3,24,0.33,0.322,22,0.297,90,0.331,0.08300000000000002,0.26865671641791045,0.08955223880597014
Willson Contreras,STL,329,0.245,10,50,0.335,0.413,3,0.331,113,0.305,0.16799999999999998,0.24620060790273557,0.08206686930091185
Bo Bichette,TOR,365,0.272,11,48,0.312,0.43,4,0.322,109,0.299,0.15799999999999997,0.16164383561643836,0.052054794520547946
Jackson Chourio,MIL,360,0.254,12,46,0.283,0.44,15,0.312,98,0.287,0.186,0.2,0.03888888888888889
Xander Bogaerts,SDP,315,0.246,4,29,0.324,0.344,13,0.296,91,0.284,0.09799999999999998,0.16507936507936508,0.10476190476190476
Ben Rice,NYY,263,0.238,14,29,0.324,0.489,3,0.352,128,0.256,0.251,0.22053231939163498,0.08745247148288973
Spencer Torkelson,DET,320,0.224,17,50,0.328,0.474,1,0.342,122,0.243,0.24999999999999997,0.24375,0.11875
Brandon Lowe,TBR,311,0.267,16,43,0.315,0.469,2,0.34,123,0.307,0.20199999999999996,0.24115755627009647,0.06430868167202572
Ian Happ,CHC,339,0.249,12,42,0.342,0.42,4,0.336,118,0.293,0.17099999999999999,0.22418879056047197,0.12389380530973451
Cam Smith,HOU,254,0.271,5,28,0.343,0.402,4,0.331,115,0.365,0.131,0.2677165354330709,0.08267716535433071
Wyatt Langford,TEX,292,0.232,13,31,0.308,0.421,11,0.317,103,0.272,0.18899999999999997,0.2602739726027397,0.0958904109589041
Ryan McMahon,COL,319,0.221,12,25,0.323,0.402,2,0.321,91,0.297,0.18100000000000002,0.31347962382445144,0.12852664576802508
Anthony Volpe,NYY,320,0.23,9,44,0.304,0.418,8,0.314,102,0.286,0.18799999999999997,0.25625,0.090625
Oneil Cruz,PIT,312,0.205,13,31,0.317,0.398,26,0.314,97,0.272,0.19300000000000003,0.3301282051282051,0.1346153846153846
Bryce Harper,PHI,253,0.258,9,34,0.368,0.446,8,0.356,128,0.289,0.188,0.1857707509881423,0.1383399209486166
Alec Bohm,PHI,326,0.28,7,36,0.319,0.391,2,0.312,98,0.316,0.11099999999999999,0.16257668711656442,0.049079754601226995
George Springer,TOR,290,0.26,11,38,0.358,0.467,8,0.358,134,0.301,0.20700000000000002,0.21379310344827587,0.12758620689655173
Paul Goldschmidt,NYY,313,0.288,8,32,0.346,0.432,5,0.338,119,0.335,0.14400000000000002,0.18210862619808307,0.07667731629392971
Nolan Schanuel,LAA,325,0.274,6,30,0.363,0.399,3,0.337,116,0.302,0.125,0.12615384615384614,0.1076923076923077
Miguel Vargas,CHW,322,0.233,10,34,0.314,0.422,4,0.323,107,0.256,0.18899999999999997,0.17080745341614906,0.09316770186335403
Lars Nootbaar,STL,341,0.23,11,35,0.337,0.388,4,0.323,107,0.269,0.158,0.21700879765395895,0.12903225806451613
Nolan Arenado,STL,318,0.242,10,39,0.305,0.391,1,0.302,93,0.242,0.14900000000000002,0.10377358490566038,0.07547169811320754
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,101,0.247,0.145,0.16304347826086957,0.11594202898550725
Bryson Stott,PHI,298,0.243,5,34,0.313,0.343,12,0.295,86,0.283,0.10000000000000003,0.174496644295302,0.09060402684563758
Jordan Beck,COL,280,0.266,10,28,0.325,0.473,9,0.345,108,0.345,0.20699999999999996,0.28214285714285714,0.07142857142857142
Christian Yelich,MIL,324,0.264,15,57,0.343,0.455,12,0.346,122,0.324,0.191,0.2654320987654321,0.09876543209876543
Jo Adell,LAA,256,0.23,17,41,0.306,0.487,3,0.344,121,0.242,0.257,0.25,0.06640625
Alec Burleson,STL,257,0.297,9,33,0.332,0.46,3,0.342,120,0.31,0.16300000000000003,0.12840466926070038,0.054474708171206226
Marcell Ozuna,ATL,339,0.247,11,40,0.378,0.404,0,0.348,122,0.298,0.15700000000000003,0.22713864306784662,0.1710914454277286
Ryan Jeffers,MIN,251,0.244,6,29,0.347,0.396,0,0.331,114,0.287,0.15200000000000002,0.18725099601593626,0.11952191235059761
Jackson Holliday,BAL,303,0.259,9,32,0.31,0.411,8,0.317,106,0.318,0.15199999999999997,0.2376237623762376,0.056105610561056105
Carlos Correa,MIN,273,0.262,6,26,0.304,0.387,0,0.304,95,0.307,0.125,0.19047619047619047,0.05860805860805861
Marcus Semien,TEX,323,0.229,7,33,0.307,0.342,6,0.29,85,0.26,0.11300000000000002,0.1826625386996904,0.09907120743034056
Teoscar Hernandez,LAD,272,0.27,14,53,0.303,0.5,5,0.344,122,0.307,0.22999999999999998,0.23897058823529413,0.04411764705882353
Tyler Soderstrom,ATH,339,0.257,14,45,0.339,0.44,5,0.342,121,0.304,0.183,0.2359882005899705,0.10029498525073746
Gavin Sheets,SDP,286,0.263,12,46,0.322,0.456,1,0.337,119,0.295,0.193,0.2097902097902098,0.07692307692307693
Taylor Ward,LAA,334,0.208,19,53,0.278,0.46,1,0.315,101,0.222,0.252,0.2694610778443114,0.08982035928143713
Mike Yastrzemski,SFG,285,0.247,7,27,0.344,0.393,5,0.325,109,0.302,0.14600000000000002,0.21754385964912282,0.12631578947368421
Josh Jung,TEX,277,0.246,8,34,0.292,0.385,4,0.298,90,0.299,0.139,0.23465703971119134,0.05415162454873646
Willy Adames,SFG,343,0.215,9,35,0.298,0.349,4,0.287,83,0.268,0.13399999999999998,0.26239067055393583,0.10787172011661808
Rhys Hoskins,MIL,296,0.241,12,40,0.334,0.427,2,0.332,111,0.293,0.186,0.2668918918918919,0.11486486486486487
Ty France,MIN,317,0.263,6,42,0.325,0.377,1,0.313,102,0.295,0.11399999999999999,0.14826498422712933,0.04100946372239748
Gabriel Arias,CLE,273,0.23,5,29,0.29,0.359,3,0.288,84,0.327,0.12899999999999998,0.315018315018315,0.06227106227106227
Ke'Bryan Hayes,PIT,293,0.232,2,22,0.284,0.283,9,0.258,59,0.292,0.05099999999999996,0.20819112627986347,0.05460750853242321
Jasson Dominguez,NYY,252,0.253,6,27,0.341,0.396,12,0.327,110,0.338,0.14300000000000002,0.2777777777777778,0.11904761904761904
Cedric Mullins,BAL,259,0.214,12,35,0.298,0.419,8,0.315,105,0.243,0.205,0.2548262548262548,0.10038610038610038
Jarren Duran,BOS,372,0.254,5,38,0.307,0.404,15,0.311,93,0.328,0.15000000000000002,0.239247311827957,0.05913978494623656
Xavier Edwards,MIA,291,0.286,0,19,0.363,0.329,14,0.314,97,0.341,0.04300000000000004,0.14776632302405499,0.10652920962199312
Trevor Larnach,MIN,315,0.259,12,39,0.328,0.436,2,0.334,116,0.299,0.177,0.21587301587301588,0.08571428571428572
Kyle Manzardo,CLE,260,0.222,12,32,0.3,0.443,1,0.321,107,0.252,0.221,0.25384615384615383,0.09615384615384616
Jose Altuve,HOU,330,0.263,12,34,0.321,0.417,6,0.32,107,0.285,0.15399999999999997,0.1696969696969697,0.07878787878787878
Carlos Santana,CLE,302,0.234,9,37,0.328,0.36,4,0.308,99,0.263,0.12599999999999997,0.18874172185430463,0.11589403973509933
J.T. Realmuto,PHI,270,0.24,5,27,0.307,0.354,5,0.294,86,0.305,0.11399999999999999,0.23703703703703705,0.08148148148148149
Matt McLain,CIN,286,0.2,9,27,0.295,0.336,11,0.286,74,0.255,0.136,0.28321678321678323,0.10139860139860139
Kerry Carpenter,DET,271,0.25,14,29,0.28,0.465,1,0.321,107,0.27,0.21500000000000002,0.2140221402214022,0.025830258302583026
Vinnie Pasquantino,KCR,336,0.269,11,42,0.327,0.406,1,0.321,102,0.295,0.137,0.16071428571428573,0.06845238095238096
Lourdes Gurriel Jr.,ARI,314,0.257,10,41,0.303,0.42,7,0.314,98,0.268,0.16299999999999998,0.14012738853503184,0.05732484076433121
Adolis Garcia,TEX,297,0.23,9,39,0.279,0.393,7,0.292,86,0.273,0.163,0.24579124579124578,0.06060606060606061
Andrew McCutchen,PIT,285,0.259,8,28,0.338,0.406,1,0.328,107,0.306,0.14700000000000002,0.20701754385964913,0.10175438596491228
Trevor Story,BOS,320,0.232,11,41,0.273,0.364,11,0.281,73,0.303,0.13199999999999998,0.3,0.04375
Gavin Lux,CIN,265,0.27,4,35,0.358,0.391,1,0.335,108,0.353,0.121,0.2339622641509434,0.12075471698113208
Luis Garcia Jr.,WSN,281,0.267,7,36,0.31,0.422,7,0.317,102,0.286,0.15499999999999997,0.1387900355871886,0.05693950177935943
Ozzie Albies,ATL,342,0.221,6,28,0.295,0.322,7,0.279,74,0.252,0.101,0.16666666666666666,0.08771929824561403
Joey Ortiz,MIL,277,0.214,4,19,0.272,0.294,8,0.256,60,0.248,0.07999999999999999,0.16606498194945848,0.061371841155234655
Max Kepler,PHI,267,0.209,9,27,0.3,0.383,0,0.302,91,0.233,0.17400000000000002,0.20599250936329588,0.10486891385767791
Nick Castellanos,PHI,330,0.281,8,41,0.321,0.435,2,0.328,109,0.328,0.15399999999999997,0.19393939393939394,0.051515151515151514
Wilmer Flores,SFG,307,0.243,11,54,0.316,0.388,1,0.313,101,0.267,0.14500000000000002,0.18241042345276873,0.08143322475570032
Yainer Diaz,HOU,282,0.238,9,31,0.27,0.379,0,0.283,82,0.264,0.14100000000000001,0.1879432624113475,0.03546099290780142
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.261,64,0.245,0.128,0.3087719298245614,0.10175438596491228
Luis Arraez,SDP,323,0.288,3,30,0.317,0.397,3,0.312,102,0.284,0.10900000000000004,0.018575851393188854,0.04024767801857585
Nathaniel Lowe,WSN,336,0.226,13,52,0.292,0.393,1,0.301,91,0.276,0.167,0.2708333333333333,0.08333333333333333
Bryan Reynolds,PIT,330,0.233,8,39,0.303,0.372,3,0.297,86,0.296,0.13899999999999998,0.25757575757575757,0.08787878787878788
Kristian Campbell,BOS,263,0.223,6,21,0.319,0.345,2,0.301,86,0.296,0.12199999999999997,0.2737642585551331,0.11026615969581749
Spencer Steer,CIN,294,0.243,6,27,0.296,0.364,6,0.292,78,0.311,0.121,0.25170068027210885,0.06802721088435375
Christian Walker,HOU,324,0.214,10,37,0.281,0.361,0,0.284,82,0.269,0.147,0.27469135802469136,0.07098765432098765
Salvador Perez,KCR,316,0.232,9,41,0.273,0.387,0,0.286,77,0.271,0.155,0.21518987341772153,0.04430379746835443
Michael Harris II,ATL,323,0.215,6,43,0.241,0.323,11,0.245,51,0.25,0.10800000000000001,0.2043343653250774,0.030959752321981424
Eric Wagaman,MIA,297,0.254,5,31,0.293,0.38,2,0.294,83,0.297,0.126,0.18855218855218855,0.05723905723905724
Jonathan India,KCR,314,0.239,4,22,0.315,0.336,0,0.293,83,0.27,0.09700000000000003,0.14331210191082802,0.09235668789808917
Michael Conforto,LAD,262,0.176,6,17,0.302,0.308,1,0.282,79,0.216,0.132,0.24045801526717558,0.12595419847328243
Jorge Soler,LAA,265,0.207,8,26,0.28,0.35,0,0.281,76,0.27,0.143,0.2981132075471698,0.0830188679245283
Brenton Doyle,COL,283,0.195,6,26,0.251,0.318,8,0.252,44,0.243,0.123,0.254416961130742,0.0706713780918728
Josh Bell,WSN,267,0.193,10,28,0.277,0.345,0,0.279,76,0.2,0.15199999999999997,0.18352059925093633,0.09363295880149813
Keibert Ruiz,WSN,259,0.247,2,24,0.278,0.32,0,0.265,67,0.266,0.07300000000000001,0.09266409266409266,0.03088803088803089
Luis Rengifo,LAA,268,0.22,4,18,0.262,0.296,2,0.249,54,0.255,0.07599999999999998,0.1791044776119403,0.05223880597014925
