Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
TJ Friedl,CIN,94,354,57,97,9,33,10,46,66,0.274,0.37,0.404,0.774,0.345,117,0.312,0.13,0.159,0.111
Steven Kwan,CLE,92,361,43,103,6,32,11,33,34,0.285,0.345,0.396,0.741,0.325,109,0.297,0.111,0.084,0.08199999999999999
Ernie Clement,TOR,95,317,44,90,4,25,3,20,35,0.284,0.325,0.382,0.706,0.309,97,0.305,0.098,0.10099999999999999,0.057999999999999996
Jonathan Aranda,TBR,92,320,48,102,11,49,0,33,87,0.319,0.394,0.484,0.878,0.382,147,0.406,0.166,0.24,0.091
Freddie Freeman,LAD,85,319,46,95,10,49,1,34,81,0.298,0.368,0.48,0.847,0.363,135,0.368,0.182,0.226,0.095
Vladimir Guerrero Jr.,TOR,95,353,59,97,12,46,5,57,59,0.275,0.383,0.431,0.813,0.355,129,0.299,0.156,0.141,0.136
Jackson Chourio,MIL,96,405,65,107,16,62,16,18,88,0.264,0.297,0.459,0.756,0.324,109,0.299,0.195,0.20600000000000002,0.042
Otto Lopez,MIA,80,301,42,75,11,49,10,29,46,0.249,0.318,0.392,0.71,0.312,97,0.261,0.143,0.138,0.087
Hunter Goodman,COL,85,321,46,89,17,52,1,20,92,0.277,0.325,0.517,0.842,0.36,119,0.338,0.24,0.267,0.057999999999999996
Zach Neto,LAA,78,309,62,86,15,33,17,17,87,0.278,0.327,0.492,0.819,0.351,125,0.341,0.214,0.261,0.051
Austin Riley,ATL,93,379,51,104,14,48,2,25,113,0.274,0.324,0.441,0.764,0.332,113,0.356,0.166,0.27699999999999997,0.061
Lawrence Butler,ATH,94,371,55,92,13,40,16,41,112,0.248,0.323,0.429,0.751,0.329,107,0.321,0.181,0.272,0.1
Dansby Swanson,CHC,96,371,55,93,16,47,7,28,105,0.251,0.3,0.426,0.726,0.313,102,0.303,0.175,0.26,0.069
Bryce Harper,PHI,69,257,40,69,12,39,9,43,61,0.268,0.379,0.482,0.862,0.373,140,0.306,0.214,0.19899999999999998,0.141
George Springer,TOR,91,304,53,84,16,53,12,44,70,0.276,0.367,0.493,0.861,0.371,140,0.306,0.217,0.19399999999999998,0.122
Rafael Devers,- - -,99,365,55,94,17,68,1,73,111,0.258,0.385,0.463,0.848,0.366,134,0.32,0.205,0.248,0.163
Spencer Torkelson,DET,92,328,55,78,21,59,1,45,92,0.238,0.341,0.491,0.832,0.354,129,0.259,0.253,0.23800000000000002,0.11599999999999999
Trent Grisham,NYY,80,270,44,68,16,33,0,43,70,0.252,0.357,0.463,0.82,0.359,132,0.283,0.211,0.223,0.13699999999999998
Willson Contreras,STL,92,339,46,86,12,55,4,32,95,0.254,0.341,0.428,0.769,0.338,119,0.316,0.174,0.245,0.08199999999999999
Josh Smith,TEX,85,305,46,84,8,24,9,33,57,0.275,0.353,0.413,0.766,0.336,117,0.315,0.138,0.165,0.096
Bo Bichette,TOR,94,396,44,111,12,53,4,23,69,0.28,0.323,0.439,0.763,0.329,111,0.312,0.159,0.163,0.054000000000000006
Wyatt Langford,TEX,77,296,41,71,15,38,15,34,90,0.24,0.319,0.429,0.748,0.325,109,0.289,0.189,0.26899999999999996,0.10099999999999999
Oneil Cruz,PIT,86,310,49,67,16,38,30,47,116,0.216,0.322,0.416,0.738,0.321,103,0.282,0.2,0.32,0.129
Marcus Semien,TEX,97,356,48,84,12,49,7,40,76,0.236,0.314,0.374,0.687,0.304,94,0.263,0.138,0.188,0.099
William Contreras,MIL,91,336,48,82,6,37,5,56,73,0.244,0.349,0.345,0.695,0.311,100,0.292,0.101,0.185,0.142
Victor Scott II,STL,91,285,41,67,5,33,24,27,88,0.235,0.317,0.33,0.647,0.292,87,0.32,0.095,0.26899999999999996,0.083
Yandy Diaz,TBR,92,372,46,108,15,57,3,30,55,0.29,0.345,0.465,0.81,0.348,124,0.304,0.175,0.134,0.073
Brice Turang,MIL,94,352,57,96,6,39,18,39,84,0.273,0.343,0.364,0.707,0.314,103,0.338,0.091,0.212,0.098
Cam Smith,HOU,83,296,39,81,7,39,5,27,90,0.274,0.343,0.412,0.755,0.333,114,0.372,0.139,0.275,0.083
Jarren Duran,BOS,98,401,53,104,8,50,16,32,104,0.259,0.322,0.431,0.753,0.327,105,0.33,0.172,0.235,0.07200000000000001
Jung Hoo Lee,SFG,93,349,49,87,6,40,6,32,44,0.249,0.316,0.401,0.717,0.313,103,0.267,0.152,0.113,0.08199999999999999
Josh Naylor,ARI,88,330,47,97,11,58,11,36,46,0.294,0.363,0.458,0.82,0.354,127,0.31,0.164,0.12300000000000001,0.09699999999999999
Ben Rice,NYY,79,268,44,64,14,31,3,27,63,0.239,0.328,0.474,0.802,0.347,124,0.26,0.235,0.20600000000000002,0.08800000000000001
Taylor Ward,LAA,95,365,54,82,22,67,2,39,110,0.225,0.299,0.474,0.773,0.329,110,0.251,0.249,0.267,0.095
Trevor Story,BOS,95,366,50,93,15,58,16,18,107,0.254,0.295,0.413,0.707,0.308,92,0.32,0.158,0.276,0.046
Mookie Betts,LAD,90,353,56,85,11,45,6,36,44,0.241,0.311,0.377,0.688,0.302,93,0.245,0.136,0.111,0.091
Willy Adames,SFG,97,358,53,79,12,48,4,45,109,0.221,0.307,0.372,0.678,0.299,93,0.276,0.151,0.265,0.109
Brandon Lowe,TBR,85,320,55,87,19,50,3,24,87,0.272,0.323,0.484,0.807,0.347,123,0.315,0.213,0.251,0.069
Nolan Schanuel,LAA,93,346,46,95,8,40,4,44,47,0.275,0.364,0.399,0.763,0.336,115,0.297,0.124,0.11699999999999999,0.11
Mike Yastrzemski,SFG,89,294,36,72,8,28,6,43,79,0.245,0.342,0.381,0.723,0.319,107,0.308,0.136,0.23199999999999998,0.126
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.314,99,0.314,0.113,0.162,0.057
Mike Trout,LAA,71,249,37,60,17,42,2,48,83,0.241,0.365,0.474,0.839,0.356,128,0.281,0.233,0.273,0.158
Jo Adell,LAA,90,296,37,72,20,56,3,23,78,0.243,0.316,0.49,0.806,0.348,122,0.261,0.247,0.23600000000000002,0.07
Christian Yelich,MIL,92,347,49,90,19,65,14,37,103,0.259,0.338,0.455,0.794,0.344,123,0.314,0.196,0.264,0.095
Tyler Soderstrom,ATH,98,355,50,92,18,56,5,37,93,0.259,0.336,0.456,0.792,0.344,118,0.301,0.197,0.233,0.09300000000000001
Jose Altuve,HOU,94,361,50,99,17,52,6,33,65,0.274,0.333,0.46,0.792,0.34,119,0.289,0.186,0.163,0.083
Paul Goldschmidt,NYY,91,334,55,96,8,36,5,28,61,0.287,0.345,0.431,0.776,0.335,116,0.331,0.144,0.166,0.076
J.T. Realmuto,PHI,80,303,35,82,5,32,5,23,77,0.271,0.326,0.386,0.712,0.314,99,0.348,0.116,0.235,0.07
Alec Burleson,STL,86,293,31,86,11,43,4,22,42,0.294,0.34,0.464,0.804,0.347,125,0.309,0.171,0.131,0.069
Gavin Sheets,SDP,93,320,36,84,14,50,1,28,71,0.263,0.323,0.447,0.77,0.333,118,0.294,0.184,0.201,0.079
Xavier Edwards,MIA,80,323,41,93,1,24,16,33,52,0.288,0.354,0.35,0.704,0.314,99,0.338,0.062,0.14400000000000002,0.091
Jordan Beck,COL,85,316,43,85,11,33,11,22,95,0.269,0.322,0.462,0.784,0.338,105,0.351,0.193,0.278,0.064
Heliot Ramos,SFG,96,370,50,98,14,47,5,32,100,0.265,0.338,0.43,0.768,0.335,118,0.323,0.165,0.24,0.077
Rhys Hoskins,MIL,82,269,30,65,12,42,2,38,85,0.242,0.34,0.428,0.767,0.333,115,0.298,0.186,0.267,0.11900000000000001
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Ryan McMahon,COL,95,333,38,71,14,30,2,46,122,0.213,0.31,0.384,0.694,0.307,83,0.288,0.171,0.32,0.121
Nolan Arenado,STL,85,321,39,78,10,42,1,25,34,0.243,0.302,0.383,0.685,0.297,91,0.244,0.14,0.09699999999999999,0.071
Matt McLain,CIN,88,319,47,68,11,34,13,36,98,0.213,0.302,0.351,0.653,0.293,81,0.27,0.138,0.271,0.099
Marcell Ozuna,ATL,90,318,37,76,13,42,0,64,87,0.239,0.366,0.396,0.762,0.339,118,0.284,0.157,0.22399999999999998,0.165
Carlos Correa,MIN,84,305,35,80,7,30,0,20,63,0.262,0.307,0.387,0.694,0.304,93,0.309,0.125,0.193,0.061
Jasson Dominguez,NYY,81,275,43,72,8,34,14,33,91,0.262,0.339,0.411,0.75,0.329,111,0.356,0.149,0.29100000000000004,0.105
Jackson Holliday,BAL,89,352,39,90,12,38,9,20,94,0.256,0.305,0.409,0.714,0.312,101,0.317,0.153,0.249,0.053
Ian Happ,CHC,87,351,54,80,12,46,4,51,92,0.228,0.325,0.376,0.701,0.312,102,0.272,0.148,0.22699999999999998,0.126
Carlos Santana,CLE,90,314,43,72,11,42,6,43,68,0.229,0.324,0.357,0.681,0.304,95,0.255,0.127,0.187,0.11800000000000001
Adolis Garcia,TEX,93,345,34,80,13,56,9,20,94,0.232,0.277,0.4,0.677,0.292,86,0.273,0.168,0.25,0.053
Anthony Volpe,NYY,96,344,40,73,10,49,10,35,93,0.212,0.287,0.381,0.668,0.292,86,0.256,0.169,0.24,0.09
Bryson Stott,PHI,87,314,38,73,6,38,14,31,59,0.232,0.302,0.331,0.633,0.283,78,0.267,0.099,0.16899999999999998,0.08900000000000001
Ke'Bryan Hayes,PIT,90,331,30,78,2,31,10,17,75,0.236,0.281,0.29,0.571,0.257,59,0.299,0.054,0.212,0.048
Vinnie Pasquantino,KCR,97,375,37,101,15,56,1,28,69,0.269,0.328,0.432,0.76,0.33,108,0.295,0.163,0.16899999999999998,0.068
Lourdes Gurriel Jr.,ARI,91,358,35,90,12,47,7,22,53,0.251,0.298,0.419,0.717,0.31,97,0.262,0.168,0.136,0.057
Cedric Mullins,BAL,80,279,38,60,13,41,13,32,76,0.215,0.298,0.405,0.703,0.308,98,0.245,0.19,0.24100000000000002,0.10099999999999999
Miguel Vargas,CHW,94,342,46,74,10,35,4,36,66,0.216,0.299,0.38,0.679,0.3,90,0.239,0.164,0.171,0.094
Ozzie Albies,ATL,96,367,40,81,8,33,7,33,62,0.221,0.29,0.324,0.614,0.275,74,0.243,0.104,0.152,0.081
Kyle Manzardo,CLE,82,267,27,58,15,37,1,28,75,0.217,0.293,0.442,0.735,0.316,103,0.239,0.225,0.25,0.09300000000000001
Ty France,MIN,93,326,37,81,6,42,1,15,57,0.248,0.311,0.353,0.664,0.297,88,0.284,0.104,0.16,0.042
Luis Robert Jr.,CHW,80,270,31,53,10,37,23,33,93,0.196,0.284,0.341,0.625,0.275,73,0.254,0.144,0.3,0.106
Joey Ortiz,MIL,94,295,36,62,6,28,9,20,52,0.21,0.267,0.302,0.569,0.256,62,0.236,0.092,0.161,0.062
Agustin Ramirez,MIA,72,286,41,70,14,42,1,19,57,0.245,0.291,0.469,0.759,0.324,106,0.259,0.224,0.18600000000000003,0.062
Teoscar Hernandez,LAD,78,296,42,75,14,57,5,14,76,0.253,0.288,0.456,0.744,0.319,105,0.293,0.203,0.242,0.045
Salvador Perez,KCR,93,360,27,89,13,54,0,18,77,0.247,0.292,0.425,0.717,0.308,93,0.28,0.178,0.19899999999999998,0.047
Spencer Steer,CIN,90,327,40,81,11,39,6,25,84,0.248,0.306,0.401,0.707,0.31,93,0.3,0.153,0.23600000000000002,0.07
Gavin Lux,CIN,84,272,30,72,4,37,1,38,75,0.265,0.355,0.379,0.734,0.328,106,0.352,0.114,0.242,0.12300000000000001
Trevor Larnach,MIN,91,331,46,82,13,42,2,30,82,0.248,0.313,0.417,0.73,0.318,103,0.289,0.169,0.223,0.08199999999999999
Andrew McCutchen,PIT,86,305,30,77,8,31,1,37,75,0.252,0.334,0.377,0.711,0.315,99,0.307,0.125,0.215,0.106
Wilmer Flores,SFG,88,311,33,76,11,55,1,29,61,0.244,0.32,0.376,0.696,0.31,101,0.271,0.132,0.17600000000000002,0.084
Luis Garcia Jr.,WSN,86,305,41,79,7,43,8,18,47,0.259,0.299,0.393,0.693,0.301,92,0.28,0.134,0.142,0.054000000000000006
Max Kepler,PHI,86,276,35,57,10,31,0,36,64,0.207,0.303,0.366,0.669,0.297,87,0.23,0.159,0.20199999999999999,0.114
Yainer Diaz,HOU,85,325,34,79,13,38,1,14,61,0.243,0.277,0.403,0.68,0.294,87,0.261,0.16,0.17800000000000002,0.040999999999999995
Luis Arraez,SDP,91,369,40,104,5,35,4,19,11,0.282,0.318,0.39,0.708,0.31,102,0.278,0.108,0.027999999999999997,0.048
Nick Castellanos,PHI,96,365,43,99,12,51,3,22,80,0.271,0.315,0.436,0.75,0.325,107,0.314,0.164,0.203,0.055999999999999994
Brooks Lee,MIN,80,284,23,72,8,36,1,12,59,0.254,0.286,0.373,0.659,0.288,82,0.291,0.12,0.196,0.04
Christian Walker,HOU,91,349,37,79,12,47,0,23,105,0.226,0.283,0.37,0.653,0.287,82,0.285,0.143,0.276,0.06
Jonathan India,KCR,90,347,41,86,4,24,0,35,66,0.248,0.327,0.343,0.67,0.302,88,0.294,0.095,0.168,0.08900000000000001
Nathaniel Lowe,WSN,97,369,44,85,14,61,1,34,112,0.23,0.296,0.393,0.689,0.302,93,0.29,0.163,0.276,0.084
Josh Bell,WSN,85,291,29,65,11,36,0,34,58,0.223,0.312,0.375,0.687,0.305,95,0.242,0.151,0.17600000000000002,0.10300000000000001
Jorge Soler,LAA,78,269,30,57,11,33,0,27,91,0.212,0.29,0.379,0.67,0.295,86,0.271,0.167,0.299,0.08900000000000001
Eric Wagaman,MIA,87,323,33,78,5,33,3,21,68,0.241,0.284,0.356,0.641,0.28,76,0.287,0.115,0.195,0.06
Michael Conforto,LAD,84,263,36,48,8,23,1,35,73,0.183,0.296,0.319,0.616,0.281,79,0.219,0.137,0.23800000000000002,0.114
Michael Harris II,ATL,94,351,22,74,6,44,12,10,78,0.211,0.234,0.316,0.55,0.237,48,0.25,0.105,0.21,0.027000000000000003
Bryan Reynolds,PIT,92,358,34,81,10,46,3,30,106,0.226,0.288,0.372,0.659,0.288,81,0.29,0.145,0.27,0.076
Luis Rengifo,LAA,90,317,30,74,4,22,2,17,63,0.233,0.273,0.315,0.588,0.261,62,0.278,0.082,0.18600000000000003,0.05
Brenton Doyle,COL,83,308,33,62,7,30,9,22,87,0.201,0.253,0.321,0.574,0.254,46,0.255,0.12,0.262,0.066
Michael Toglia,COL,79,279,20,57,10,31,3,27,117,0.204,0.275,0.373,0.648,0.282,65,0.305,0.168,0.379,0.087
