Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Aaron Judge,NYY,0.339,37,86,0.445,0.698,6,0.462,202,0.407,0.359,0.264,0.157
Cal Raleigh,SEA,0.248,43,93,0.355,0.586,13,0.39,159,0.25,0.339,0.27,0.135
Pete Crow-Armstrong,CHC,0.261,27,78,0.299,0.534,29,0.351,129,0.292,0.273,0.245,0.042
Bobby Witt Jr.,KCR,0.286,17,65,0.343,0.498,30,0.355,124,0.328,0.211,0.195,0.076
Shohei Ohtani,LAD,0.28,39,75,0.383,0.609,16,0.411,168,0.32,0.329,0.268,0.139
Jose Ramirez,CLE,0.296,23,61,0.371,0.52,32,0.371,140,0.287,0.225,0.10400000000000001,0.1
Trea Turner,PHI,0.286,12,51,0.342,0.434,26,0.338,116,0.328,0.147,0.168,0.07200000000000001
Corbin Carroll,ARI,0.247,24,58,0.322,0.551,14,0.367,136,0.279,0.303,0.248,0.086
Fernando Tatis Jr.,SDP,0.258,17,45,0.361,0.429,22,0.344,125,0.292,0.172,0.185,0.129
Jeremy Pena,HOU,0.321,11,43,0.377,0.488,15,0.375,142,0.36,0.168,0.157,0.055999999999999994
Kyle Tucker,CHC,0.272,18,61,0.385,0.473,23,0.37,142,0.288,0.201,0.14300000000000002,0.151
Geraldo Perdomo,ARI,0.279,11,75,0.379,0.424,17,0.353,127,0.291,0.145,0.10800000000000001,0.134
Kyle Schwarber,PHI,0.255,41,95,0.379,0.588,10,0.407,164,0.273,0.333,0.268,0.14800000000000002
Kyle Stowers,MIA,0.293,25,71,0.369,0.556,5,0.391,153,0.363,0.263,0.282,0.1
Byron Buxton,MIN,0.282,23,59,0.343,0.561,17,0.38,145,0.327,0.279,0.266,0.08
Elly De La Cruz,CIN,0.278,19,73,0.354,0.472,30,0.352,123,0.348,0.194,0.25,0.10099999999999999
Will Smith,LAD,0.313,14,51,0.414,0.523,2,0.403,163,0.36,0.21,0.192,0.14400000000000002
Manny Machado,SDP,0.3,20,72,0.36,0.499,10,0.368,142,0.33,0.199,0.175,0.085
Ketel Marte,ARI,0.286,21,44,0.391,0.539,2,0.396,157,0.285,0.253,0.146,0.138
Maikel Garcia,KCR,0.297,11,50,0.355,0.467,21,0.355,125,0.322,0.17,0.127,0.083
Masyn Winn,STL,0.272,8,42,0.326,0.395,7,0.317,105,0.316,0.123,0.17300000000000001,0.067
Vladimir Guerrero Jr.,TOR,0.297,18,62,0.398,0.483,5,0.381,146,0.318,0.186,0.13699999999999998,0.135
Francisco Lindor,NYM,0.247,21,64,0.316,0.432,17,0.323,111,0.269,0.184,0.19399999999999998,0.07400000000000001
Julio Rodriguez,SEA,0.252,21,62,0.307,0.435,22,0.321,111,0.289,0.183,0.222,0.059000000000000004
Gunnar Henderson,BAL,0.284,13,47,0.354,0.46,15,0.351,126,0.349,0.176,0.22399999999999998,0.092
Alejandro Kirk,TOR,0.301,7,47,0.359,0.404,0,0.334,114,0.315,0.103,0.09300000000000001,0.085
Juan Soto,NYM,0.249,27,65,0.381,0.488,17,0.37,144,0.258,0.239,0.192,0.174
Randy Arozarena,SEA,0.248,23,57,0.349,0.47,21,0.355,134,0.302,0.222,0.267,0.098
Cody Bellinger,NYY,0.272,20,66,0.327,0.489,10,0.348,124,0.273,0.217,0.129,0.077
Matt Chapman,SFG,0.232,16,44,0.342,0.434,7,0.341,123,0.274,0.202,0.242,0.131
Ceddanne Rafaela,BOS,0.262,14,51,0.302,0.446,15,0.322,101,0.292,0.184,0.184,0.043
