Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Nico Hoerner,CHC,0.289,4,47,0.338,0.376,19,0.316,104,0.306,0.087,0.076,0.059000000000000004
Eugenio Suarez,- - -,0.235,37,90,0.306,0.546,2,0.358,131,0.238,0.311,0.276,0.065
Junior Caminero,TBR,0.258,32,80,0.297,0.523,5,0.345,121,0.256,0.265,0.20600000000000002,0.053
Bo Bichette,TOR,0.298,16,78,0.337,0.471,4,0.348,124,0.327,0.173,0.149,0.052000000000000005
Zach McKinstry,DET,0.269,10,38,0.349,0.456,17,0.347,123,0.327,0.187,0.217,0.102
Matt Olson,ATL,0.26,18,69,0.36,0.443,0,0.351,126,0.317,0.183,0.23600000000000002,0.134
Pete Alonso,NYM,0.261,26,92,0.349,0.507,1,0.364,139,0.291,0.245,0.228,0.099
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.336,117,0.315,0.198,0.201,0.047
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
CJ Abrams,WSN,0.267,14,43,0.332,0.45,26,0.339,118,0.295,0.183,0.166,0.064
Sal Frelick,MIL,0.292,8,42,0.35,0.405,17,0.332,115,0.323,0.113,0.132,0.067
Willy Adames,SFG,0.231,18,61,0.317,0.406,4,0.316,105,0.279,0.176,0.256,0.109
Ernie Clement,TOR,0.289,7,35,0.323,0.407,3,0.316,102,0.309,0.118,0.107,0.048
William Contreras,MIL,0.25,10,49,0.351,0.371,5,0.32,107,0.292,0.121,0.183,0.133
George Springer,TOR,0.291,18,57,0.383,0.506,12,0.383,148,0.323,0.215,0.18600000000000003,0.125
Rafael Devers,- - -,0.259,22,80,0.385,0.471,1,0.369,137,0.32,0.213,0.253,0.161
Ryan O'Hearn,- - -,0.278,14,45,0.378,0.459,3,0.363,134,0.308,0.18,0.172,0.125
Wilyer Abreu,BOS,0.248,21,64,0.322,0.483,6,0.341,114,0.271,0.235,0.239,0.10099999999999999
Gleyber Torres,DET,0.271,13,56,0.368,0.422,4,0.348,124,0.291,0.151,0.142,0.129
TJ Friedl,CIN,0.274,10,38,0.373,0.397,11,0.344,116,0.314,0.123,0.162,0.11199999999999999
Steven Kwan,CLE,0.28,9,39,0.34,0.394,11,0.322,107,0.29,0.114,0.08800000000000001,0.08199999999999999
Bryce Harper,PHI,0.26,17,48,0.363,0.489,10,0.366,135,0.294,0.23,0.209,0.129
Hunter Goodman,COL,0.278,22,64,0.326,0.522,1,0.362,121,0.333,0.244,0.263,0.06
Brent Rooker,ATH,0.274,24,70,0.346,0.5,5,0.362,131,0.315,0.226,0.22,0.095
Riley Greene,DET,0.268,26,84,0.313,0.501,1,0.347,123,0.351,0.234,0.32799999999999996,0.059000000000000004
Taylor Ward,LAA,0.235,27,87,0.31,0.487,3,0.34,117,0.27,0.253,0.27399999999999997,0.099
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,119,0.319,0.127,0.078,0.053
Brandon Nimmo,NYM,0.25,19,63,0.32,0.434,12,0.327,114,0.287,0.184,0.222,0.081
Brice Turang,MIL,0.278,10,54,0.343,0.399,21,0.325,110,0.339,0.121,0.212,0.091
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Freddie Freeman,LAD,0.305,13,63,0.376,0.485,2,0.368,139,0.377,0.179,0.22899999999999998,0.09699999999999999
Michael Busch,CHC,0.266,22,64,0.351,0.505,4,0.369,141,0.31,0.239,0.243,0.094
Willson Contreras,STL,0.26,16,65,0.346,0.45,4,0.347,126,0.319,0.191,0.242,0.08199999999999999
Zach Neto,LAA,0.264,17,46,0.318,0.459,21,0.333,112,0.325,0.195,0.261,0.054000000000000006
Brendan Donovan,STL,0.278,9,43,0.349,0.402,3,0.329,113,0.305,0.123,0.131,0.086
Xavier Edwards,MIA,0.303,1,33,0.363,0.371,21,0.326,107,0.354,0.068,0.138,0.085
Trent Grisham,NYY,0.247,21,45,0.351,0.467,1,0.357,130,0.265,0.22,0.207,0.133
Dansby Swanson,CHC,0.25,18,55,0.297,0.415,9,0.308,99,0.314,0.165,0.28,0.066
Seiya Suzuki,CHC,0.251,27,84,0.318,0.51,3,0.351,129,0.286,0.26,0.261,0.094
Wyatt Langford,TEX,0.238,15,45,0.322,0.407,15,0.318,103,0.299,0.169,0.272,0.10800000000000001
J.P. Crawford,SEA,0.264,9,44,0.356,0.367,7,0.324,113,0.315,0.103,0.18100000000000002,0.11900000000000001
Otto Lopez,MIA,0.247,11,56,0.318,0.374,11,0.305,93,0.267,0.127,0.14400000000000002,0.08900000000000001
Jose Altuve,HOU,0.284,20,62,0.345,0.468,8,0.348,124,0.302,0.183,0.159,0.085
Trevor Story,BOS,0.256,18,73,0.302,0.423,19,0.315,96,0.329,0.167,0.28600000000000003,0.053
Josh Naylor,- - -,0.291,14,65,0.357,0.456,22,0.35,125,0.312,0.165,0.138,0.091
Spencer Torkelson,DET,0.241,25,65,0.329,0.482,2,0.345,122,0.27,0.241,0.25,0.1
Jung Hoo Lee,SFG,0.258,6,46,0.324,0.408,8,0.319,108,0.276,0.15,0.10300000000000001,0.08199999999999999
Oneil Cruz,PIT,0.207,18,50,0.304,0.402,34,0.306,94,0.268,0.194,0.318,0.11900000000000001
Tyler Soderstrom,ATH,0.26,21,68,0.332,0.464,6,0.344,118,0.301,0.204,0.22899999999999998,0.08800000000000001
Josh Smith,TEX,0.266,9,30,0.343,0.401,9,0.327,110,0.305,0.136,0.165,0.094
Ryan McMahon,- - -,0.222,16,40,0.32,0.393,2,0.315,89,0.303,0.171,0.318,0.122
Marcus Semien,TEX,0.228,13,56,0.304,0.357,11,0.293,86,0.251,0.129,0.17600000000000002,0.095
Yandy Diaz,TBR,0.277,20,66,0.341,0.464,3,0.346,122,0.288,0.186,0.145,0.08
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Carlos Correa,- - -,0.279,8,36,0.334,0.401,0,0.323,106,0.328,0.122,0.18,0.077
Lawrence Butler,ATH,0.231,15,44,0.305,0.403,17,0.31,95,0.305,0.171,0.28800000000000003,0.096
Victor Scott II,STL,0.223,5,33,0.309,0.312,29,0.282,81,0.297,0.089,0.253,0.09
J.T. Realmuto,PHI,0.27,7,39,0.324,0.388,6,0.313,98,0.347,0.117,0.23800000000000002,0.066
Bryson Stott,PHI,0.24,7,47,0.315,0.354,17,0.297,88,0.278,0.114,0.175,0.099
Brandon Lowe,TBR,0.274,22,55,0.323,0.492,3,0.349,124,0.315,0.218,0.251,0.067
Jordan Beck,COL,0.276,14,42,0.343,0.463,13,0.349,112,0.364,0.187,0.27899999999999997,0.083
Ben Rice,NYY,0.23,16,37,0.322,0.454,3,0.337,116,0.246,0.224,0.195,0.096
Christian Yelich,MIL,0.257,21,74,0.337,0.438,15,0.337,118,0.321,0.181,0.273,0.09699999999999999
Mike Trout,LAA,0.24,20,50,0.361,0.464,2,0.35,124,0.301,0.224,0.301,0.151
Marcell Ozuna,ATL,0.239,18,53,0.367,0.419,0,0.347,123,0.273,0.181,0.222,0.16699999999999998
Heliot Ramos,SFG,0.274,14,51,0.349,0.417,6,0.335,119,0.333,0.143,0.225,0.083
Nolan Schanuel,LAA,0.27,9,46,0.357,0.389,5,0.329,109,0.295,0.118,0.12300000000000001,0.105
Mike Yastrzemski,- - -,0.233,10,32,0.328,0.375,6,0.309,100,0.286,0.142,0.22899999999999998,0.12300000000000001
Mookie Betts,LAD,0.238,12,53,0.308,0.369,8,0.297,89,0.243,0.131,0.11,0.091
Alec Burleson,STL,0.282,14,51,0.337,0.449,4,0.34,121,0.298,0.167,0.139,0.077
Jorge Polanco,SEA,0.25,18,53,0.319,0.455,5,0.334,120,0.249,0.205,0.151,0.086
Lenyn Sosa,CHW,0.275,13,45,0.305,0.434,2,0.32,103,0.322,0.16,0.21600000000000003,0.035
Alec Bohm,PHI,0.278,8,42,0.324,0.391,2,0.313,99,0.314,0.113,0.162,0.057
Jesus Sanchez,- - -,0.257,10,37,0.32,0.42,9,0.321,104,0.302,0.163,0.20199999999999999,0.083
Cedric Mullins,- - -,0.225,15,50,0.306,0.416,16,0.315,101,0.259,0.192,0.239,0.1
Ian Happ,CHC,0.232,16,55,0.326,0.395,5,0.318,106,0.27,0.162,0.221,0.122
Anthony Volpe,NYY,0.219,17,62,0.285,0.418,15,0.303,93,0.25,0.2,0.235,0.08
Jo Adell,LAA,0.232,25,70,0.299,0.477,3,0.334,112,0.249,0.245,0.249,0.066
Paul Goldschmidt,NYY,0.279,10,40,0.335,0.426,5,0.328,110,0.328,0.146,0.185,0.073
Lars Nootbaar,STL,0.229,12,40,0.327,0.379,4,0.312,101,0.272,0.15,0.222,0.11699999999999999
Luis Robert Jr.,CHW,0.222,12,46,0.304,0.362,31,0.292,84,0.282,0.14,0.27699999999999997,0.10099999999999999
Matt McLain,CIN,0.227,11,38,0.308,0.342,16,0.292,80,0.295,0.115,0.26899999999999996,0.095
Kyle Manzardo,CLE,0.241,18,50,0.321,0.466,1,0.338,118,0.276,0.225,0.253,0.099
Ty France,- - -,0.259,6,45,0.329,0.369,1,0.311,98,0.3,0.11,0.159,0.048
Cam Smith,HOU,0.252,7,46,0.321,0.371,5,0.307,95,0.343,0.119,0.276,0.08
Willi Castro,- - -,0.239,10,27,0.323,0.394,9,0.317,102,0.297,0.156,0.23800000000000002,0.087
Miguel Vargas,CHW,0.229,13,44,0.305,0.402,4,0.31,96,0.249,0.173,0.166,0.08900000000000001
Joey Ortiz,MIL,0.219,7,37,0.274,0.319,10,0.264,68,0.247,0.1,0.158,0.061
Gavin Sheets,SDP,0.247,15,54,0.312,0.419,2,0.317,107,0.275,0.172,0.198,0.08
Vinnie Pasquantino,KCR,0.258,19,69,0.321,0.431,1,0.326,105,0.275,0.173,0.162,0.07400000000000001
Salvador Perez,KCR,0.248,20,66,0.292,0.451,0,0.316,98,0.272,0.202,0.2,0.043
Luis Arraez,SDP,0.294,6,42,0.33,0.4,5,0.319,108,0.291,0.106,0.027000000000000003,0.049
Jackson Holliday,BAL,0.252,14,44,0.3,0.393,11,0.303,93,0.306,0.141,0.237,0.054000000000000006
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,84,0.239,0.13,0.099,0.071
Ozzie Albies,ATL,0.222,9,44,0.299,0.319,11,0.277,75,0.249,0.097,0.16,0.09300000000000001
Ke'Bryan Hayes,- - -,0.231,3,39,0.271,0.288,10,0.249,54,0.284,0.058,0.19699999999999998,0.043
Jasson Dominguez,NYY,0.255,9,37,0.332,0.391,19,0.317,103,0.338,0.136,0.275,0.102
Carlos Santana,CLE,0.229,11,51,0.319,0.34,6,0.296,89,0.257,0.112,0.17800000000000002,0.113
Teoscar Hernandez,LAD,0.251,18,69,0.286,0.461,5,0.32,105,0.291,0.21,0.249,0.047
Adolis Garcia,TEX,0.225,16,63,0.269,0.392,10,0.285,81,0.268,0.167,0.258,0.052000000000000005
Michael Harris II,ATL,0.239,11,54,0.262,0.384,13,0.276,74,0.274,0.145,0.196,0.027999999999999997
Gavin Lux,CIN,0.276,4,42,0.357,0.378,1,0.328,106,0.368,0.102,0.24,0.11199999999999999
Lourdes Gurriel Jr.,ARI,0.249,14,59,0.294,0.41,9,0.304,93,0.258,0.161,0.135,0.057
Luis Garcia Jr.,WSN,0.263,9,50,0.302,0.399,9,0.303,93,0.288,0.136,0.153,0.054000000000000006
Yainer Diaz,HOU,0.251,16,50,0.28,0.417,1,0.299,90,0.267,0.166,0.16699999999999998,0.036000000000000004
Spencer Steer,CIN,0.237,13,50,0.3,0.386,6,0.301,87,0.283,0.149,0.23,0.075
Trevor Larnach,MIN,0.245,15,48,0.319,0.412,2,0.319,103,0.283,0.167,0.218,0.091
Agustin Ramirez,MIA,0.237,17,52,0.283,0.444,7,0.311,97,0.254,0.207,0.195,0.06
Christian Walker,HOU,0.233,16,62,0.297,0.392,1,0.301,92,0.287,0.158,0.263,0.066
Max Kepler,PHI,0.205,12,38,0.296,0.366,2,0.29,83,0.224,0.161,0.195,0.10800000000000001
Andrew McCutchen,PIT,0.247,11,39,0.332,0.381,1,0.314,100,0.298,0.134,0.22,0.11
Brooks Lee,MIN,0.249,11,44,0.29,0.376,2,0.291,84,0.277,0.127,0.182,0.05
Josh Bell,WSN,0.229,14,41,0.327,0.391,0,0.318,104,0.25,0.162,0.182,0.115
Wilmer Flores,SFG,0.249,12,60,0.318,0.38,1,0.308,100,0.275,0.132,0.17800000000000002,0.079
Bryan Reynolds,PIT,0.239,11,56,0.297,0.386,3,0.298,88,0.31,0.147,0.267,0.07200000000000001
Angel Martinez,CLE,0.236,10,40,0.272,0.388,6,0.285,81,0.277,0.152,0.222,0.039
Luis Rengifo,LAA,0.249,6,27,0.294,0.341,4,0.281,76,0.294,0.092,0.18100000000000002,0.054000000000000006
Nick Castellanos,PHI,0.263,15,60,0.302,0.425,4,0.314,100,0.307,0.162,0.214,0.05
Michael Conforto,LAD,0.191,9,25,0.303,0.334,1,0.289,84,0.23,0.143,0.23,0.115
Jonathan India,KCR,0.238,6,36,0.324,0.343,0,0.3,87,0.28,0.105,0.16899999999999998,0.09
Brenton Doyle,COL,0.229,9,36,0.276,0.353,11,0.276,61,0.289,0.124,0.257,0.063
Eric Wagaman,MIA,0.233,6,38,0.279,0.35,3,0.275,72,0.277,0.117,0.196,0.06
Nathaniel Lowe,WSN,0.216,15,64,0.288,0.369,1,0.289,84,0.269,0.153,0.26899999999999996,0.091
