Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Aaron Judge,NYY,402,0.36,33,74,0.468,0.734,6,0.49,224,0.432,0.374,0.2512437810945274,0.16169154228855723
Cal Raleigh,SEA,388,0.268,35,74,0.381,0.64,9,0.422,182,0.267,0.372,0.25,0.14432989690721648
Pete Crow-Armstrong,CHC,376,0.272,23,67,0.309,0.55,27,0.364,137,0.298,0.278,0.23138297872340424,0.04521276595744681
Bobby Witt Jr.,KCR,399,0.296,13,52,0.346,0.503,24,0.359,128,0.338,0.20700000000000002,0.19298245614035087,0.07017543859649122
Shohei Ohtani,LAD,415,0.28,30,56,0.382,0.609,12,0.412,168,0.312,0.32899999999999996,0.25060240963855424,0.13493975903614458
Jeremy Pena,HOU,350,0.322,11,40,0.378,0.489,15,0.377,145,0.36,0.16699999999999998,0.15714285714285714,0.05714285714285714
James Wood,WSN,399,0.288,23,67,0.391,0.549,12,0.398,158,0.347,0.26100000000000007,0.2606516290726817,0.14285714285714285
Kyle Tucker,CHC,396,0.284,17,55,0.387,0.515,22,0.384,150,0.294,0.23100000000000004,0.1388888888888889,0.1414141414141414
Trea Turner,PHI,400,0.299,11,39,0.35,0.448,22,0.348,122,0.336,0.14900000000000002,0.16,0.065
Fernando Tatis Jr.,SDP,388,0.259,15,40,0.356,0.44,19,0.346,126,0.283,0.181,0.17525773195876287,0.1211340206185567
Will Smith,LAD,286,0.332,12,45,0.434,0.557,2,0.425,177,0.375,0.22500000000000003,0.18181818181818182,0.15034965034965034
Corbin Carroll,ARI,337,0.25,20,45,0.332,0.563,10,0.379,144,0.284,0.31299999999999994,0.2551928783382789,0.08902077151335312
Francisco Lindor,NYM,403,0.261,17,49,0.333,0.452,14,0.339,122,0.279,0.191,0.18114143920595532,0.07692307692307693
Byron Buxton,MIN,314,0.27,20,53,0.334,0.544,16,0.372,140,0.311,0.274,0.27070063694267515,0.08280254777070063
Jose Ramirez,CLE,363,0.298,15,42,0.361,0.495,22,0.362,136,0.3,0.197,0.11294765840220386,0.08264462809917356
Riley Greene,DET,377,0.285,22,72,0.34,0.536,1,0.375,144,0.37,0.25100000000000006,0.3129973474801061,0.07161803713527852
Elly De La Cruz,CIN,391,0.276,18,60,0.348,0.484,22,0.357,125,0.335,0.20799999999999996,0.2506393861892583,0.09462915601023018
