Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Byron Buxton,MIN,266,0.28,17,47,0.346,0.559,13,0.382,149,0.327,0.279,0.2744360902255639,0.08646616541353383
Andy Pages,LAD,308,0.294,16,53,0.331,0.514,6,0.362,134,0.315,0.22000000000000003,0.18831168831168832,0.04220779220779221
Francisco Lindor,NYM,354,0.268,16,42,0.339,0.466,13,0.348,126,0.286,0.198,0.1807909604519774,0.07909604519774012
Riley Greene,DET,327,0.299,17,61,0.352,0.538,1,0.382,150,0.395,0.23900000000000005,0.3058103975535168,0.07339449541284404
Manny Machado,SDP,335,0.302,13,47,0.364,0.498,8,0.372,143,0.332,0.196,0.16716417910447762,0.09253731343283582
Alejandro Kirk,TOR,256,0.309,7,36,0.352,0.432,0,0.342,122,0.32,0.123,0.1015625,0.0625
Elly De La Cruz,CIN,344,0.274,18,55,0.349,0.511,21,0.367,129,0.328,0.237,0.25872093023255816,0.09883720930232558
Isaac Paredes,HOU,325,0.254,16,45,0.36,0.471,0,0.364,137,0.263,0.21699999999999997,0.1753846153846154,0.12923076923076923
CJ Abrams,WSN,298,0.287,11,26,0.36,0.491,16,0.369,137,0.319,0.20400000000000001,0.17114093959731544,0.07046979865771812
Matt Olson,ATL,342,0.256,15,52,0.363,0.481,0,0.366,134,0.294,0.22499999999999998,0.2222222222222222,0.14035087719298245
Ernie Clement,TOR,266,0.31,4,19,0.342,0.427,3,0.336,118,0.336,0.11699999999999999,0.10902255639097744,0.045112781954887216
Julio Rodriguez,SEA,348,0.252,11,41,0.31,0.409,12,0.314,108,0.291,0.15699999999999997,0.20689655172413793,0.06321839080459771
Maikel Garcia,KCR,315,0.311,8,36,0.371,0.488,17,0.373,138,0.342,0.177,0.1365079365079365,0.08571428571428572
Matt Chapman,SFG,272,0.243,12,30,0.36,0.452,7,0.359,131,0.288,0.20900000000000002,0.23897058823529413,0.14705882352941177
Steven Kwan,CLE,319,0.31,6,24,0.371,0.432,10,0.354,130,0.327,0.122,0.09090909090909091,0.08150470219435736
Pete Alonso,NYM,351,0.286,18,64,0.379,0.545,0,0.395,158,0.332,0.25900000000000006,0.23076923076923078,0.10541310541310542
Freddie Freeman,LAD,288,0.315,9,41,0.385,0.512,0,0.383,148,0.376,0.197,0.2048611111111111,0.09722222222222222
Brendan Donovan,STL,314,0.31,5,29,0.377,0.438,3,0.357,130,0.347,0.128,0.1305732484076433,0.07961783439490445
Geraldo Perdomo,ARI,343,0.26,8,53,0.355,0.411,11,0.337,113,0.267,0.15099999999999997,0.11370262390670553,0.1282798833819242
Eugenio Suarez,ARI,319,0.251,25,67,0.323,0.569,1,0.377,140,0.256,0.31799999999999995,0.25705329153605017,0.06583072100313479
TJ Friedl,CIN,339,0.291,8,30,0.377,0.432,9,0.357,122,0.329,0.14100000000000001,0.15634218289085547,0.11209439528023599
J.P. Crawford,SEA,324,0.284,6,30,0.399,0.388,5,0.355,136,0.338,0.10400000000000004,0.1728395061728395,0.15432098765432098
Kyle Schwarber,PHI,349,0.247,24,55,0.378,0.535,6,0.391,151,0.269,0.28800000000000003,0.25501432664756446,0.16045845272206305
Jonathan Aranda,TBR,286,0.332,8,41,0.416,0.49,0,0.397,163,0.425,0.15799999999999997,0.23426573426573427,0.1048951048951049
Rafael Devers,- - -,364,0.268,16,61,0.393,0.492,1,0.381,143,0.318,0.22399999999999998,0.23076923076923078,0.1620879120879121
Juan Soto,NYM,352,0.253,17,43,0.392,0.484,9,0.378,147,0.255,0.23099999999999998,0.1590909090909091,0.1875
Junior Caminero,TBR,311,0.264,19,50,0.309,0.521,5,0.354,133,0.263,0.257,0.17684887459807075,0.06109324758842444
Zach McKinstry,DET,270,0.272,4,22,0.353,0.426,8,0.34,120,0.349,0.15399999999999997,0.22962962962962963,0.10740740740740741
Jake Meyers,HOU,279,0.307,3,20,0.365,0.402,13,0.34,121,0.368,0.09500000000000003,0.17562724014336917,0.08243727598566308
Masyn Winn,STL,288,0.256,7,29,0.324,0.391,4,0.317,102,0.294,0.135,0.18055555555555555,0.08333333333333333
Ceddanne Rafaela,BOS,280,0.252,8,30,0.3,0.411,11,0.311,93,0.295,0.15899999999999997,0.20714285714285716,0.05
Ryan O'Hearn,BAL,260,0.304,11,30,0.385,0.489,3,0.38,150,0.331,0.185,0.16538461538461538,0.1
Mookie Betts,LAD,322,0.257,9,39,0.339,0.394,6,0.323,107,0.261,0.137,0.09937888198757763,0.10869565217391304
Vladimir Guerrero Jr.,TOR,339,0.281,10,39,0.383,0.441,2,0.36,135,0.306,0.15999999999999998,0.1415929203539823,0.13274336283185842
Gunnar Henderson,BAL,305,0.275,8,23,0.351,0.429,9,0.339,121,0.353,0.15399999999999997,0.2459016393442623,0.09836065573770492
Sal Frelick,MIL,313,0.295,4,31,0.352,0.391,15,0.33,110,0.333,0.09600000000000003,0.13099041533546327,0.0670926517571885
Nico Hoerner,CHC,310,0.294,1,33,0.335,0.37,15,0.313,101,0.313,0.07600000000000001,0.07096774193548387,0.04838709677419355
Seiya Suzuki,CHC,333,0.262,21,67,0.315,0.546,2,0.365,136,0.294,0.28400000000000003,0.2672672672672673,0.07807807807807808
Brent Rooker,ATH,354,0.278,16,43,0.353,0.492,2,0.367,139,0.317,0.21399999999999997,0.20903954802259886,0.09887005649717515
Max Muncy,LAD,292,0.246,11,45,0.373,0.441,4,0.357,130,0.283,0.195,0.2191780821917808,0.1643835616438356
Gleyber Torres,DET,290,0.281,7,38,0.386,0.417,4,0.358,133,0.299,0.13599999999999995,0.1206896551724138,0.13793103448275862
Lawrence Butler,ATH,335,0.256,11,32,0.316,0.445,11,0.332,114,0.335,0.189,0.28059701492537314,0.08059701492537313
Randy Arozarena,SEA,332,0.237,8,31,0.355,0.398,14,0.338,124,0.32,0.16100000000000003,0.2740963855421687,0.11746987951807229
Hunter Goodman,COL,307,0.287,14,48,0.332,0.514,1,0.364,120,0.356,0.22700000000000004,0.2671009771986971,0.05537459283387622
Josh Smith,TEX,262,0.282,7,21,0.352,0.427,8,0.343,121,0.322,0.14500000000000002,0.1717557251908397,0.0916030534351145
Cody Bellinger,NYY,306,0.26,10,38,0.324,0.443,7,0.331,113,0.275,0.183,0.1503267973856209,0.08823529411764706
Austin Wells,NYY,250,0.216,11,44,0.276,0.432,3,0.303,94,0.237,0.216,0.248,0.064
Heliot Ramos,SFG,336,0.286,13,43,0.363,0.476,5,0.365,136,0.345,0.19,0.23511904761904762,0.08333333333333333
Trent Grisham,NYY,265,0.24,15,31,0.343,0.467,0,0.355,130,0.265,0.22700000000000004,0.23773584905660378,0.1320754716981132
Austin Riley,ATL,347,0.275,12,41,0.329,0.438,2,0.334,112,0.358,0.16299999999999998,0.27953890489913547,0.06628242074927954
Jung Hoo Lee,SFG,321,0.253,6,34,0.318,0.408,6,0.318,104,0.267,0.15499999999999997,0.10903426791277258,0.08411214953271028
Brice Turang,MIL,330,0.277,5,31,0.353,0.367,16,0.322,104,0.349,0.08999999999999997,0.22121212121212122,0.10606060606060606
Zach Neto,LAA,262,0.278,12,29,0.321,0.494,13,0.35,125,0.339,0.21599999999999997,0.2633587786259542,0.04198473282442748
Yandy Diaz,TBR,325,0.289,12,44,0.338,0.47,3,0.348,129,0.302,0.181,0.13538461538461538,0.06461538461538462
Brandon Nimmo,NYM,312,0.251,15,41,0.314,0.459,6,0.334,117,0.267,0.20800000000000002,0.19230769230769232,0.08012820512820513
Bo Bichette,TOR,355,0.277,11,48,0.318,0.44,4,0.329,113,0.305,0.16299999999999998,0.16056338028169015,0.05352112676056338
Dansby Swanson,CHC,327,0.237,14,39,0.288,0.418,7,0.305,96,0.282,0.181,0.26605504587155965,0.07033639143730887
William Contreras,MIL,322,0.241,6,34,0.354,0.348,5,0.315,99,0.289,0.10699999999999998,0.1956521739130435,0.15217391304347827
Michael Busch,CHC,275,0.267,12,44,0.36,0.496,3,0.371,141,0.313,0.22899999999999998,0.22545454545454546,0.10909090909090909
Ryan McMahon,COL,314,0.225,12,25,0.328,0.41,2,0.326,94,0.301,0.18499999999999997,0.3089171974522293,0.1305732484076433
Jackson Chourio,MIL,356,0.257,12,46,0.287,0.445,15,0.315,99,0.292,0.188,0.20224719101123595,0.03932584269662921
Alec Bohm,PHI,318,0.287,7,36,0.327,0.402,2,0.32,103,0.322,0.11500000000000005,0.15723270440251572,0.050314465408805034
Anthony Volpe,NYY,315,0.233,9,43,0.306,0.423,8,0.317,103,0.29,0.18999999999999997,0.2571428571428571,0.08888888888888889
Oneil Cruz,PIT,308,0.208,13,31,0.321,0.404,26,0.318,99,0.277,0.19600000000000004,0.33116883116883117,0.13636363636363635
Xander Bogaerts,SDP,315,0.246,4,29,0.324,0.344,13,0.296,90,0.284,0.09799999999999998,0.16507936507936508,0.10476190476190476
Victor Scott II,STL,267,0.24,3,24,0.331,0.323,22,0.299,90,0.333,0.08300000000000002,0.2696629213483146,0.0898876404494382
Josh Naylor,ARI,317,0.303,9,51,0.358,0.467,10,0.358,127,0.325,0.16400000000000003,0.12933753943217666,0.07886435331230283
Ben Rice,NYY,258,0.241,14,29,0.323,0.496,3,0.353,129,0.258,0.255,0.21705426356589147,0.08527131782945736
Willson Contreras,STL,322,0.248,10,50,0.333,0.418,3,0.331,112,0.306,0.16999999999999998,0.2422360248447205,0.07763975155279502
Kyle Stowers,MIA,279,0.27,11,35,0.342,0.464,3,0.349,121,0.35,0.194,0.2831541218637993,0.08960573476702509
Spencer Torkelson,DET,312,0.223,16,49,0.33,0.47,1,0.341,121,0.244,0.24699999999999997,0.24358974358974358,0.12179487179487179
Marcell Ozuna,ATL,330,0.252,11,40,0.385,0.414,0,0.355,126,0.304,0.16199999999999998,0.22727272727272727,0.17575757575757575
Brandon Lowe,TBR,303,0.264,15,42,0.314,0.461,2,0.336,120,0.304,0.197,0.24092409240924093,0.066006600660066
Nolan Schanuel,LAA,320,0.278,6,30,0.366,0.404,3,0.34,118,0.307,0.126,0.128125,0.10625
Cam Smith,HOU,246,0.266,5,27,0.337,0.401,3,0.328,112,0.355,0.135,0.26422764227642276,0.08536585365853659
Wyatt Langford,TEX,292,0.232,13,31,0.308,0.421,11,0.317,103,0.272,0.18899999999999997,0.2602739726027397,0.0958904109589041
Nolan Arenado,STL,311,0.247,10,39,0.309,0.399,1,0.306,96,0.247,0.15200000000000002,0.10289389067524116,0.07395498392282958
Otto Lopez,MIA,253,0.245,6,28,0.312,0.354,8,0.296,84,0.265,0.10899999999999999,0.1383399209486166,0.08695652173913043
Bryce Harper,PHI,253,0.258,9,34,0.368,0.446,8,0.356,127,0.289,0.188,0.1857707509881423,0.1383399209486166
Jordan Beck,COL,272,0.269,10,28,0.327,0.482,9,0.349,110,0.348,0.21299999999999997,0.27941176470588236,0.06985294117647059
Paul Goldschmidt,NYY,313,0.288,8,32,0.346,0.432,5,0.338,118,0.335,0.14400000000000002,0.18210862619808307,0.07667731629392971
Ian Happ,CHC,329,0.246,11,38,0.337,0.411,4,0.331,113,0.289,0.16499999999999998,0.22188449848024316,0.12158054711246201
Miguel Vargas,CHW,318,0.236,10,34,0.314,0.426,3,0.324,108,0.259,0.19,0.17295597484276728,0.09119496855345911
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,100,0.247,0.145,0.16304347826086957,0.11594202898550725
George Springer,TOR,285,0.256,11,36,0.354,0.466,7,0.355,131,0.296,0.21000000000000002,0.21754385964912282,0.12631578947368421
Alec Burleson,STL,249,0.303,9,33,0.339,0.468,3,0.348,124,0.318,0.16500000000000004,0.13253012048192772,0.05622489959839357
Christian Yelich,MIL,320,0.264,15,56,0.344,0.458,12,0.348,122,0.324,0.194,0.265625,0.1
Gavin Sheets,SDP,282,0.267,12,46,0.326,0.463,1,0.342,122,0.298,0.196,0.20567375886524822,0.07801418439716312
Tyler Soderstrom,ATH,334,0.257,14,45,0.338,0.443,5,0.342,121,0.305,0.186,0.23952095808383234,0.09880239520958084
Taylor Ward,LAA,330,0.211,19,53,0.282,0.466,1,0.319,103,0.224,0.255,0.26666666666666666,0.09090909090909091
Ryan Jeffers,MIN,246,0.248,6,29,0.346,0.402,0,0.332,114,0.292,0.15400000000000003,0.1910569105691057,0.11382113821138211
Mike Yastrzemski,SFG,278,0.25,6,26,0.349,0.388,5,0.326,109,0.307,0.138,0.21223021582733814,0.12949640287769784
Jackson Holliday,BAL,299,0.262,9,32,0.311,0.416,8,0.319,107,0.32,0.15399999999999997,0.23411371237458195,0.05351170568561873
Lars Nootbaar,STL,341,0.23,11,35,0.337,0.388,4,0.322,106,0.269,0.158,0.21700879765395895,0.12903225806451613
Carlos Correa,MIN,266,0.261,6,24,0.305,0.39,0,0.305,95,0.307,0.129,0.19548872180451127,0.06015037593984962
Bryson Stott,PHI,291,0.24,5,34,0.31,0.344,12,0.293,84,0.282,0.10399999999999998,0.17869415807560138,0.08934707903780069
Teoscar Hernandez,LAD,264,0.266,14,53,0.3,0.5,5,0.343,120,0.302,0.23399999999999999,0.24242424242424243,0.045454545454545456
Jo Adell,LAA,252,0.226,16,39,0.303,0.473,3,0.337,116,0.236,0.24699999999999997,0.24603174603174602,0.06746031746031746
Rhys Hoskins,MIL,292,0.245,12,40,0.339,0.434,2,0.336,114,0.299,0.189,0.2671232876712329,0.11643835616438356
Xavier Edwards,MIA,280,0.293,0,17,0.367,0.333,14,0.317,98,0.348,0.040000000000000036,0.14642857142857144,0.10357142857142858
Marcus Semien,TEX,319,0.221,7,32,0.301,0.332,6,0.284,80,0.251,0.11100000000000002,0.18495297805642633,0.10031347962382445
Ke'Bryan Hayes,PIT,293,0.232,2,22,0.284,0.283,9,0.258,58,0.292,0.05099999999999996,0.20819112627986347,0.05460750853242321
Jose Altuve,HOU,322,0.266,12,34,0.323,0.423,6,0.323,109,0.284,0.15699999999999997,0.16149068322981366,0.07763975155279502
Cedric Mullins,BAL,256,0.217,12,35,0.302,0.425,8,0.319,107,0.247,0.208,0.25390625,0.1015625
Jarren Duran,BOS,368,0.257,5,38,0.311,0.408,15,0.314,95,0.331,0.15099999999999997,0.23641304347826086,0.059782608695652176
Carlos Santana,CLE,294,0.24,9,37,0.333,0.37,4,0.314,102,0.265,0.13,0.17687074829931973,0.11564625850340136
Ty France,MIN,309,0.262,6,42,0.324,0.376,1,0.312,100,0.294,0.11399999999999999,0.1488673139158576,0.042071197411003236
Josh Jung,TEX,273,0.242,7,31,0.289,0.371,4,0.292,85,0.299,0.129,0.23809523809523808,0.054945054945054944
Gabriel Arias,CLE,266,0.228,5,27,0.291,0.357,3,0.287,84,0.323,0.12899999999999998,0.31203007518796994,0.06390977443609022
Matt McLain,CIN,282,0.203,9,27,0.299,0.341,11,0.289,76,0.259,0.138,0.28368794326241137,0.10283687943262411
Willy Adames,SFG,335,0.206,9,33,0.293,0.344,4,0.283,80,0.256,0.13799999999999998,0.2626865671641791,0.11044776119402985
Adolis Garcia,TEX,293,0.232,9,38,0.283,0.397,7,0.296,88,0.276,0.165,0.24232081911262798,0.06143344709897611
J.T. Realmuto,PHI,266,0.244,5,27,0.312,0.36,5,0.299,88,0.31,0.11599999999999999,0.23684210526315788,0.08270676691729323
Trevor Larnach,MIN,306,0.259,11,36,0.328,0.431,2,0.331,114,0.302,0.172,0.21568627450980393,0.08496732026143791
Kyle Manzardo,CLE,252,0.22,12,32,0.298,0.448,1,0.321,107,0.247,0.228,0.25396825396825395,0.09523809523809523
Lourdes Gurriel Jr.,ARI,310,0.257,10,40,0.303,0.423,7,0.315,98,0.268,0.16599999999999998,0.14193548387096774,0.05806451612903226
Andrew McCutchen,PIT,285,0.259,8,28,0.338,0.406,1,0.328,106,0.306,0.14700000000000002,0.20701754385964913,0.10175438596491228
Luis Garcia Jr.,WSN,278,0.271,7,36,0.313,0.427,7,0.321,104,0.288,0.15599999999999997,0.1366906474820144,0.05755395683453238
Kerry Carpenter,DET,270,0.247,14,29,0.277,0.463,1,0.318,105,0.266,0.21600000000000003,0.21481481481481482,0.025925925925925925
Vinnie Pasquantino,KCR,328,0.267,11,42,0.326,0.407,1,0.32,101,0.29,0.13999999999999996,0.15853658536585366,0.0701219512195122
Jasson Dominguez,NYY,247,0.241,6,27,0.332,0.377,10,0.316,102,0.319,0.136,0.2793522267206478,0.1214574898785425
Trevor Story,BOS,316,0.232,11,39,0.273,0.366,11,0.282,73,0.302,0.13399999999999998,0.30063291139240506,0.04430379746835443
Max Kepler,PHI,264,0.211,9,27,0.303,0.388,0,0.305,92,0.235,0.17700000000000002,0.20454545454545456,0.10606060606060606
Ozzie Albies,ATL,335,0.222,6,28,0.293,0.325,7,0.278,73,0.252,0.10300000000000001,0.16716417910447762,0.08358208955223881
Joey Ortiz,MIL,274,0.217,4,18,0.275,0.297,8,0.259,61,0.251,0.07999999999999999,0.1678832116788321,0.06204379562043796
Nick Castellanos,PHI,322,0.285,8,41,0.326,0.443,2,0.334,112,0.329,0.15800000000000003,0.18633540372670807,0.052795031055900624
Gavin Lux,CIN,265,0.266,4,35,0.355,0.386,1,0.332,105,0.347,0.12,0.2339622641509434,0.12075471698113208
Wilmer Flores,SFG,300,0.249,11,54,0.323,0.398,1,0.32,105,0.275,0.14900000000000002,0.18333333333333332,0.08333333333333333
Yainer Diaz,HOU,279,0.237,9,30,0.269,0.38,0,0.283,81,0.262,0.14300000000000002,0.1863799283154122,0.035842293906810034
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.261,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Nathaniel Lowe,WSN,333,0.228,13,52,0.294,0.397,1,0.304,93,0.277,0.169,0.2672672672672673,0.08408408408408409
Christian Walker,HOU,317,0.215,10,37,0.281,0.361,0,0.284,82,0.269,0.146,0.2744479495268139,0.0694006309148265
Bryan Reynolds,PIT,326,0.233,8,39,0.304,0.373,3,0.298,86,0.296,0.13999999999999999,0.25766871165644173,0.08895705521472393
Salvador Perez,KCR,312,0.235,9,41,0.277,0.392,0,0.29,79,0.275,0.15700000000000003,0.21474358974358973,0.04487179487179487
Kristian Campbell,BOS,263,0.223,6,21,0.319,0.345,2,0.301,86,0.296,0.12199999999999997,0.2737642585551331,0.11026615969581749
Spencer Steer,CIN,291,0.242,6,27,0.296,0.364,6,0.292,78,0.309,0.122,0.2508591065292096,0.06872852233676977
Michael Harris II,ATL,316,0.22,6,43,0.246,0.331,11,0.25,54,0.257,0.11100000000000002,0.20569620253164558,0.03164556962025317
Luis Arraez,SDP,319,0.282,3,29,0.311,0.393,3,0.307,98,0.277,0.11100000000000004,0.018808777429467086,0.04075235109717868
Jake Burger,TEX,249,0.22,10,29,0.253,0.403,1,0.283,80,0.258,0.18300000000000002,0.26104417670682734,0.0321285140562249
Eric Wagaman,MIA,292,0.255,5,29,0.295,0.38,2,0.295,83,0.298,0.125,0.18835616438356165,0.05821917808219178
Jonathan India,KCR,306,0.238,4,22,0.314,0.333,0,0.292,81,0.268,0.09500000000000003,0.14052287581699346,0.0915032679738562
Jorge Soler,LAA,265,0.207,8,26,0.28,0.35,0,0.281,76,0.27,0.143,0.2981132075471698,0.0830188679245283
Michael Conforto,LAD,258,0.171,5,16,0.298,0.29,1,0.275,74,0.213,0.11899999999999997,0.2441860465116279,0.12790697674418605
Brenton Doyle,COL,280,0.194,5,25,0.25,0.306,8,0.248,41,0.246,0.11199999999999999,0.2571428571428571,0.07142857142857142
Josh Bell,WSN,266,0.194,10,28,0.278,0.346,0,0.279,76,0.2,0.15199999999999997,0.18045112781954886,0.09398496240601503
Keibert Ruiz,WSN,259,0.247,2,24,0.278,0.32,0,0.265,66,0.266,0.07300000000000001,0.09266409266409266,0.03088803088803089
Luis Rengifo,LAA,264,0.215,4,18,0.259,0.293,2,0.246,52,0.247,0.07799999999999999,0.17424242424242425,0.05303030303030303
