Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Corey Seager,TEX,0.268,17,43,0.373,0.474,1,0.361,133,0.302,0.206,0.204,0.136
Cody Bellinger,NYY,0.272,21,67,0.325,0.489,10,0.347,123,0.271,0.218,0.13,0.075
Francisco Lindor,NYM,0.243,21,64,0.312,0.423,18,0.318,108,0.265,0.181,0.198,0.07200000000000001
Randy Arozarena,SEA,0.25,23,57,0.352,0.468,22,0.356,135,0.306,0.218,0.265,0.098
Andy Pages,LAD,0.278,19,68,0.32,0.462,11,0.336,117,0.317,0.183,0.21100000000000002,0.047
Alejandro Kirk,TOR,0.296,7,47,0.356,0.398,0,0.33,112,0.312,0.102,0.09699999999999999,0.086
James Wood,WSN,0.26,25,77,0.359,0.487,14,0.361,133,0.336,0.228,0.297,0.131
Junior Caminero,TBR,0.262,33,81,0.301,0.529,5,0.35,125,0.261,0.267,0.204,0.054000000000000006
Jarren Duran,BOS,0.265,12,65,0.333,0.458,19,0.34,114,0.336,0.193,0.24,0.08
Matt Chapman,SFG,0.231,16,44,0.338,0.427,7,0.336,120,0.275,0.196,0.24600000000000002,0.128
Ceddanne Rafaela,BOS,0.259,14,51,0.302,0.441,17,0.32,100,0.292,0.181,0.187,0.047
Matt Olson,ATL,0.262,19,70,0.363,0.451,0,0.355,129,0.318,0.189,0.23399999999999999,0.135
William Contreras,MIL,0.257,12,53,0.355,0.39,5,0.329,112,0.297,0.133,0.182,0.131
Xander Bogaerts,SDP,0.268,10,43,0.337,0.398,19,0.32,109,0.301,0.129,0.157,0.096
Nico Hoerner,CHC,0.291,4,47,0.34,0.378,19,0.317,105,0.308,0.086,0.075,0.057999999999999996
Pete Alonso,NYM,0.264,26,93,0.35,0.511,1,0.366,140,0.294,0.248,0.226,0.098
Eugenio Suarez,- - -,0.235,37,92,0.305,0.544,2,0.357,130,0.24,0.308,0.276,0.065
Bo Bichette,TOR,0.298,16,78,0.338,0.47,4,0.347,123,0.327,0.172,0.15,0.053
Zach Neto,LAA,0.272,19,48,0.329,0.481,21,0.346,121,0.331,0.209,0.257,0.06
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,117,0.315,0.198,0.201,0.047
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Zach McKinstry,DET,0.266,10,39,0.344,0.449,17,0.342,120,0.325,0.183,0.223,0.1
CJ Abrams,WSN,0.265,15,45,0.329,0.451,26,0.338,117,0.294,0.186,0.171,0.063
Sal Frelick,MIL,0.291,8,43,0.349,0.402,17,0.33,114,0.322,0.111,0.132,0.066
Ernie Clement,TOR,0.289,8,36,0.323,0.413,3,0.318,103,0.308,0.124,0.11,0.047
Willy Adames,SFG,0.227,18,61,0.313,0.4,4,0.312,103,0.275,0.173,0.257,0.109
George Springer,TOR,0.291,18,57,0.383,0.506,12,0.382,148,0.323,0.215,0.18600000000000003,0.125
Brent Rooker,ATH,0.275,24,70,0.347,0.5,5,0.362,130,0.317,0.225,0.21899999999999997,0.09300000000000001
Riley Greene,DET,0.269,27,87,0.313,0.507,1,0.349,124,0.351,0.238,0.326,0.057999999999999996
Gleyber Torres,DET,0.268,13,57,0.367,0.417,4,0.346,122,0.29,0.148,0.146,0.131
TJ Friedl,CIN,0.273,10,39,0.374,0.397,11,0.344,117,0.315,0.124,0.16399999999999998,0.114
Brice Turang,MIL,0.278,11,55,0.345,0.405,21,0.328,112,0.339,0.127,0.215,0.094
Steven Kwan,CLE,0.278,9,39,0.339,0.391,11,0.32,105,0.287,0.113,0.087,0.083
Freddie Freeman,LAD,0.303,14,66,0.376,0.487,2,0.369,139,0.372,0.184,0.22699999999999998,0.1
Rafael Devers,- - -,0.256,23,81,0.381,0.472,1,0.367,135,0.315,0.216,0.253,0.159
Bryce Harper,PHI,0.26,17,49,0.361,0.49,10,0.365,134,0.296,0.23,0.212,0.126
Ryan O'Hearn,- - -,0.273,14,46,0.371,0.45,3,0.356,129,0.304,0.177,0.179,0.12300000000000001
Wilyer Abreu,BOS,0.248,21,64,0.32,0.478,6,0.338,112,0.273,0.23,0.239,0.098
Taylor Ward,LAA,0.233,27,87,0.313,0.483,3,0.34,116,0.266,0.251,0.27,0.105
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,119,0.319,0.127,0.078,0.053
Brendan Donovan,STL,0.28,9,45,0.351,0.406,3,0.331,114,0.307,0.126,0.131,0.086
Brandon Nimmo,NYM,0.249,19,63,0.321,0.432,12,0.327,114,0.285,0.183,0.22,0.084
Xavier Edwards,MIA,0.305,1,33,0.365,0.373,22,0.326,108,0.356,0.067,0.13699999999999998,0.085
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Hunter Goodman,COL,0.275,22,64,0.322,0.514,1,0.357,117,0.328,0.239,0.261,0.059000000000000004
Michael Busch,CHC,0.263,22,64,0.348,0.5,4,0.365,138,0.308,0.237,0.245,0.09300000000000001
Jose Altuve,HOU,0.287,21,63,0.349,0.474,8,0.353,127,0.304,0.187,0.158,0.087
Trent Grisham,NYY,0.245,21,46,0.349,0.461,1,0.354,128,0.265,0.216,0.21100000000000002,0.133
Willson Contreras,STL,0.256,16,65,0.343,0.444,4,0.343,123,0.317,0.188,0.247,0.083
Wyatt Langford,TEX,0.238,16,48,0.321,0.412,15,0.318,104,0.297,0.174,0.271,0.106
Dansby Swanson,CHC,0.252,18,55,0.299,0.416,9,0.309,99,0.316,0.164,0.27699999999999997,0.065
Seiya Suzuki,CHC,0.251,27,84,0.32,0.509,3,0.351,129,0.287,0.258,0.261,0.096
Josh Naylor,- - -,0.292,15,66,0.36,0.464,22,0.354,128,0.311,0.172,0.13699999999999998,0.09300000000000001
Spencer Torkelson,DET,0.244,26,66,0.332,0.488,2,0.349,124,0.272,0.244,0.24600000000000002,0.10099999999999999
J.P. Crawford,SEA,0.263,9,44,0.358,0.365,7,0.324,113,0.315,0.102,0.184,0.122
Otto Lopez,MIA,0.244,11,56,0.315,0.37,11,0.302,91,0.264,0.126,0.142,0.08800000000000001
Trevor Story,BOS,0.254,18,73,0.299,0.418,19,0.311,94,0.328,0.164,0.29,0.053
Tyler Soderstrom,ATH,0.26,22,71,0.333,0.469,6,0.346,119,0.299,0.209,0.22899999999999998,0.08900000000000001
Carlos Correa,- - -,0.28,9,38,0.334,0.407,0,0.325,107,0.329,0.127,0.183,0.076
Josh Smith,TEX,0.265,9,30,0.34,0.399,9,0.325,108,0.305,0.135,0.16899999999999998,0.092
Jung Hoo Lee,SFG,0.256,6,46,0.322,0.405,8,0.317,106,0.277,0.148,0.10800000000000001,0.081
J.T. Realmuto,PHI,0.273,7,39,0.325,0.393,6,0.315,100,0.348,0.12,0.233,0.065
Oneil Cruz,PIT,0.207,18,51,0.303,0.399,34,0.304,92,0.269,0.192,0.319,0.11699999999999999
Yandy Diaz,TBR,0.278,20,67,0.341,0.463,3,0.346,122,0.291,0.185,0.146,0.078
Ben Rice,NYY,0.235,17,38,0.326,0.463,3,0.342,120,0.249,0.228,0.19399999999999998,0.09699999999999999
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Ryan McMahon,- - -,0.221,16,41,0.317,0.392,2,0.313,88,0.301,0.171,0.317,0.12
Bryson Stott,PHI,0.242,7,47,0.317,0.355,19,0.299,89,0.281,0.113,0.174,0.098
Marcus Semien,TEX,0.226,13,56,0.301,0.352,11,0.289,84,0.249,0.126,0.177,0.094
Victor Scott II,STL,0.219,5,33,0.307,0.307,31,0.279,79,0.292,0.088,0.251,0.091
Christian Yelich,MIL,0.259,22,75,0.338,0.446,15,0.34,120,0.321,0.186,0.271,0.09699999999999999
Ryan Jeffers,MIN,0.268,8,40,0.35,0.409,0,0.335,114,0.324,0.142,0.19899999999999998,0.096
Lawrence Butler,ATH,0.23,15,44,0.305,0.4,17,0.309,94,0.302,0.17,0.287,0.09699999999999999
Mike Trout,LAA,0.239,20,52,0.364,0.46,2,0.35,124,0.3,0.22,0.298,0.155
Brandon Lowe,TBR,0.273,23,57,0.321,0.495,3,0.348,124,0.312,0.221,0.25,0.066
Jordan Beck,COL,0.277,14,42,0.344,0.462,13,0.35,112,0.364,0.185,0.276,0.085
Marcell Ozuna,ATL,0.24,19,56,0.369,0.427,0,0.35,125,0.271,0.187,0.22,0.168
Lenyn Sosa,CHW,0.277,14,48,0.306,0.442,2,0.323,105,0.322,0.165,0.214,0.034
Mookie Betts,LAD,0.242,12,53,0.312,0.371,8,0.299,91,0.249,0.128,0.11,0.091
Nolan Schanuel,LAA,0.269,10,48,0.356,0.392,5,0.33,110,0.293,0.123,0.125,0.10300000000000001
Kyle Manzardo,CLE,0.244,20,52,0.323,0.485,1,0.345,123,0.273,0.241,0.25,0.098
Jorge Polanco,SEA,0.25,18,53,0.318,0.452,5,0.332,119,0.25,0.202,0.152,0.085
Heliot Ramos,SFG,0.271,14,51,0.346,0.412,6,0.332,116,0.331,0.141,0.22699999999999998,0.08199999999999999
Alec Bohm,PHI,0.278,8,42,0.324,0.391,2,0.313,98,0.314,0.113,0.162,0.057
Mike Yastrzemski,- - -,0.227,10,33,0.324,0.366,6,0.304,96,0.278,0.139,0.22699999999999998,0.125
Alec Burleson,STL,0.282,14,52,0.336,0.446,5,0.338,119,0.299,0.164,0.141,0.075
Jesus Sanchez,- - -,0.254,10,37,0.318,0.415,9,0.319,102,0.3,0.161,0.204,0.08199999999999999
Cedric Mullins,- - -,0.225,16,51,0.305,0.423,16,0.316,102,0.256,0.198,0.24,0.099
Ian Happ,CHC,0.231,16,55,0.325,0.392,5,0.317,105,0.268,0.161,0.221,0.12300000000000001
Cam Smith,HOU,0.255,7,48,0.324,0.378,5,0.311,98,0.348,0.122,0.275,0.081
Anthony Volpe,NYY,0.218,17,62,0.287,0.415,15,0.303,93,0.249,0.197,0.233,0.083
Paul Goldschmidt,NYY,0.277,10,40,0.332,0.421,5,0.325,108,0.326,0.145,0.188,0.07200000000000001
Lars Nootbaar,STL,0.227,12,40,0.324,0.375,4,0.31,100,0.268,0.148,0.22,0.11599999999999999
Ty France,- - -,0.259,6,46,0.328,0.368,1,0.31,97,0.302,0.108,0.163,0.048
Matt McLain,CIN,0.224,11,39,0.304,0.338,16,0.288,78,0.289,0.113,0.266,0.094
Joey Ortiz,MIL,0.223,7,40,0.276,0.321,11,0.266,69,0.251,0.098,0.155,0.06
Jo Adell,LAA,0.228,25,70,0.295,0.469,3,0.329,109,0.247,0.241,0.255,0.065
Gavin Sheets,SDP,0.251,15,54,0.314,0.424,2,0.32,109,0.279,0.174,0.19699999999999998,0.08
Willi Castro,- - -,0.239,10,27,0.323,0.394,9,0.316,101,0.297,0.156,0.23800000000000002,0.087
Miguel Vargas,CHW,0.229,13,44,0.305,0.402,4,0.31,96,0.249,0.173,0.166,0.08900000000000001
Luis Robert Jr.,CHW,0.22,12,46,0.3,0.356,31,0.288,82,0.277,0.136,0.271,0.099
Salvador Perez,KCR,0.248,21,68,0.294,0.454,0,0.319,100,0.271,0.205,0.2,0.044000000000000004
Ke'Bryan Hayes,- - -,0.232,3,39,0.273,0.291,10,0.251,55,0.284,0.059,0.193,0.044000000000000004
Luis Arraez,SDP,0.292,6,44,0.328,0.398,5,0.317,107,0.289,0.106,0.026000000000000002,0.048
Jackson Holliday,BAL,0.251,14,44,0.303,0.391,11,0.304,93,0.304,0.14,0.235,0.06
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,84,0.239,0.13,0.099,0.071
Michael Harris II,ATL,0.241,12,55,0.264,0.394,13,0.281,78,0.276,0.153,0.19699999999999998,0.027999999999999997
Ozzie Albies,ATL,0.222,9,44,0.299,0.321,11,0.278,75,0.249,0.099,0.158,0.092
Vinnie Pasquantino,KCR,0.256,20,71,0.319,0.432,1,0.324,103,0.269,0.176,0.158,0.07400000000000001
Jasson Dominguez,NYY,0.253,9,37,0.33,0.389,19,0.316,102,0.335,0.136,0.27399999999999997,0.10099999999999999
Carlos Santana,CLE,0.229,11,51,0.319,0.34,6,0.296,88,0.257,0.112,0.17800000000000002,0.113
Teoscar Hernandez,LAD,0.254,18,69,0.289,0.464,5,0.322,106,0.296,0.21,0.252,0.046
Gavin Lux,CIN,0.279,4,43,0.36,0.379,1,0.33,107,0.37,0.1,0.235,0.11199999999999999
Christian Walker,HOU,0.239,16,65,0.304,0.401,1,0.308,96,0.295,0.162,0.26,0.069
Spencer Steer,CIN,0.239,14,54,0.303,0.395,6,0.306,91,0.283,0.156,0.225,0.076
Adolis Garcia,TEX,0.226,16,63,0.269,0.392,10,0.285,81,0.271,0.166,0.26,0.051
Lourdes Gurriel Jr.,ARI,0.246,14,59,0.292,0.404,9,0.301,90,0.255,0.158,0.134,0.055
Luis Garcia Jr.,WSN,0.261,9,50,0.299,0.396,9,0.301,91,0.285,0.135,0.152,0.053
Yainer Diaz,HOU,0.249,16,50,0.277,0.413,1,0.296,88,0.264,0.164,0.168,0.036000000000000004
Josh Bell,WSN,0.235,15,43,0.332,0.404,0,0.324,108,0.254,0.169,0.177,0.115
Trevor Larnach,MIN,0.243,16,49,0.316,0.415,2,0.318,102,0.279,0.172,0.221,0.08900000000000001
Agustin Ramirez,MIA,0.237,17,52,0.283,0.444,7,0.311,97,0.254,0.207,0.195,0.06
Luis Rengifo,LAA,0.25,7,29,0.296,0.351,4,0.285,79,0.292,0.101,0.18,0.055
Andrew McCutchen,PIT,0.245,11,40,0.333,0.379,1,0.315,99,0.296,0.134,0.218,0.114
Bryan Reynolds,PIT,0.242,11,56,0.3,0.388,3,0.3,89,0.314,0.147,0.267,0.07200000000000001
Max Kepler,PHI,0.205,12,38,0.296,0.366,2,0.29,83,0.224,0.161,0.195,0.10800000000000001
Angel Martinez,CLE,0.236,10,40,0.271,0.389,6,0.285,81,0.277,0.153,0.22,0.038
Wilmer Flores,SFG,0.246,12,60,0.314,0.376,1,0.305,98,0.272,0.13,0.179,0.078
Brooks Lee,MIN,0.243,11,44,0.285,0.368,2,0.285,80,0.271,0.125,0.184,0.049
Brenton Doyle,COL,0.233,10,39,0.279,0.363,11,0.281,64,0.291,0.13,0.255,0.062
Michael Conforto,LAD,0.189,9,25,0.302,0.33,1,0.287,82,0.228,0.142,0.23199999999999998,0.11599999999999999
Nick Castellanos,PHI,0.259,15,60,0.297,0.417,4,0.309,95,0.299,0.159,0.21,0.049
Jonathan India,KCR,0.236,6,36,0.321,0.339,0,0.297,85,0.277,0.103,0.16899999999999998,0.08900000000000001
Eric Wagaman,MIA,0.231,6,38,0.276,0.346,3,0.272,70,0.274,0.115,0.19699999999999998,0.06
Nathaniel Lowe,WSN,0.217,15,64,0.289,0.369,1,0.29,84,0.271,0.152,0.268,0.091
