Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Aaron Judge,NYY,0.337,38,88,0.448,0.693,7,0.461,202,0.403,0.357,0.261,0.16399999999999998
Cal Raleigh,SEA,0.245,45,98,0.351,0.587,13,0.389,157,0.243,0.342,0.27,0.133
Shohei Ohtani,LAD,0.284,43,79,0.391,0.629,17,0.42,174,0.32,0.345,0.266,0.145
Bobby Witt Jr.,KCR,0.286,17,65,0.344,0.492,30,0.353,123,0.328,0.206,0.19399999999999998,0.078
Pete Crow-Armstrong,CHC,0.257,27,78,0.293,0.522,30,0.344,124,0.286,0.265,0.243,0.040999999999999995
Jose Ramirez,CLE,0.294,25,63,0.368,0.528,33,0.372,141,0.281,0.234,0.10099999999999999,0.09699999999999999
Fernando Tatis Jr.,SDP,0.263,17,46,0.366,0.433,24,0.348,128,0.301,0.17,0.184,0.128
Corbin Carroll,ARI,0.248,26,62,0.321,0.554,14,0.368,136,0.278,0.306,0.248,0.084
Trea Turner,PHI,0.282,12,52,0.339,0.427,26,0.333,112,0.324,0.145,0.17,0.07400000000000001
Geraldo Perdomo,ARI,0.286,12,78,0.384,0.437,18,0.36,131,0.299,0.151,0.10800000000000001,0.133
Jeremy Pena,HOU,0.318,12,44,0.374,0.486,17,0.372,140,0.358,0.168,0.16,0.055999999999999994
Kyle Tucker,CHC,0.27,18,62,0.383,0.466,24,0.366,139,0.287,0.196,0.14300000000000002,0.151
Maikel Garcia,KCR,0.302,11,51,0.364,0.471,22,0.361,129,0.33,0.169,0.129,0.09
Ketel Marte,ARI,0.289,22,50,0.393,0.545,3,0.399,158,0.288,0.255,0.141,0.134
Kyle Schwarber,PHI,0.249,42,97,0.373,0.578,10,0.401,159,0.265,0.329,0.26899999999999996,0.14800000000000002
Byron Buxton,MIN,0.28,24,60,0.342,0.563,17,0.38,145,0.324,0.283,0.27,0.081
Elly De La Cruz,CIN,0.275,19,74,0.349,0.461,31,0.346,118,0.344,0.187,0.251,0.1
Manny Machado,SDP,0.297,20,72,0.359,0.489,11,0.364,139,0.327,0.193,0.17300000000000001,0.087
Kyle Stowers,MIA,0.284,25,71,0.362,0.539,5,0.382,146,0.35,0.255,0.28,0.102
Vladimir Guerrero Jr.,TOR,0.3,19,64,0.399,0.49,5,0.383,148,0.321,0.19,0.13699999999999998,0.132
Julio Rodriguez,SEA,0.256,23,65,0.312,0.447,22,0.328,116,0.293,0.191,0.222,0.06
Gunnar Henderson,BAL,0.284,14,50,0.354,0.468,16,0.354,128,0.347,0.184,0.221,0.092
Masyn Winn,STL,0.264,8,42,0.317,0.383,7,0.308,98,0.307,0.119,0.17300000000000001,0.064
Juan Soto,NYM,0.251,28,67,0.383,0.49,18,0.372,145,0.26,0.239,0.19,0.175
Corey Seager,TEX,0.264,17,43,0.37,0.468,3,0.357,130,0.297,0.204,0.20199999999999999,0.134
Cody Bellinger,NYY,0.269,21,68,0.323,0.485,10,0.345,122,0.268,0.216,0.129,0.076
Andy Pages,LAD,0.28,19,69,0.323,0.462,11,0.338,118,0.319,0.182,0.209,0.049
Alejandro Kirk,TOR,0.297,7,48,0.357,0.398,0,0.331,112,0.312,0.101,0.096,0.08800000000000001
Francisco Lindor,NYM,0.243,21,64,0.313,0.422,18,0.318,108,0.265,0.179,0.196,0.073
Pete Alonso,NYM,0.267,28,96,0.352,0.528,1,0.372,145,0.294,0.261,0.22399999999999998,0.09699999999999999
James Wood,WSN,0.261,25,78,0.36,0.489,14,0.362,134,0.337,0.227,0.294,0.13
Randy Arozarena,SEA,0.25,23,57,0.351,0.466,23,0.355,134,0.306,0.216,0.265,0.09699999999999999
Junior Caminero,TBR,0.26,33,81,0.299,0.524,5,0.347,122,0.258,0.264,0.204,0.054000000000000006
Matt Olson,ATL,0.264,19,71,0.363,0.455,0,0.356,130,0.322,0.191,0.235,0.134
William Contreras,MIL,0.259,12,55,0.358,0.394,5,0.331,114,0.3,0.134,0.18,0.131
