Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Brandon Nimmo,NYM,105,395,53,102,19,60,12,33,90,0.258,0.323,0.456,0.778,0.336,121,0.287,0.197,0.20600000000000002,0.076
TJ Friedl,CIN,103,387,63,104,10,36,10,53,69,0.269,0.371,0.398,0.769,0.344,117,0.302,0.129,0.15,0.115
Jonathan Aranda,TBR,102,356,53,112,12,53,0,40,102,0.315,0.393,0.478,0.871,0.378,143,0.408,0.163,0.251,0.098
Bryce Harper,PHI,80,301,48,80,15,45,10,48,71,0.266,0.372,0.495,0.867,0.373,140,0.3,0.229,0.2,0.135
Brent Rooker,ATH,111,431,68,118,23,62,4,47,107,0.274,0.348,0.503,0.851,0.365,132,0.316,0.23,0.222,0.098
Junior Caminero,TBR,103,405,60,103,27,70,5,24,88,0.254,0.296,0.504,0.8,0.339,116,0.258,0.249,0.20199999999999999,0.055
William Contreras,MIL,102,380,56,95,8,45,5,58,81,0.25,0.348,0.363,0.711,0.316,103,0.295,0.113,0.183,0.131
Wyatt Langford,TEX,88,335,46,81,15,43,15,39,105,0.242,0.322,0.421,0.743,0.323,107,0.303,0.179,0.27699999999999997,0.10300000000000001
Otto Lopez,MIA,91,342,44,86,11,55,10,34,53,0.251,0.322,0.389,0.711,0.312,98,0.269,0.137,0.14,0.09
Ernie Clement,TOR,108,372,53,104,5,31,3,20,42,0.28,0.316,0.382,0.698,0.304,93,0.3,0.102,0.10400000000000001,0.05
Freddie Freeman,LAD,96,360,52,107,11,56,2,40,93,0.297,0.371,0.469,0.84,0.362,135,0.371,0.172,0.22899999999999998,0.098
Taylor Ward,LAA,107,410,58,95,25,78,2,45,128,0.232,0.307,0.485,0.792,0.337,114,0.266,0.254,0.276,0.09699999999999999
Zach Neto,LAA,90,359,67,98,15,40,21,20,100,0.273,0.326,0.462,0.788,0.339,116,0.337,0.189,0.256,0.051
Oneil Cruz,PIT,97,351,54,76,17,44,34,51,130,0.217,0.317,0.416,0.733,0.317,101,0.282,0.199,0.317,0.124
Dansby Swanson,CHC,107,411,60,102,16,51,8,31,123,0.248,0.298,0.409,0.707,0.306,98,0.312,0.161,0.275,0.069
Hunter Goodman,COL,95,361,50,100,19,59,1,22,106,0.277,0.323,0.512,0.835,0.357,118,0.342,0.235,0.27399999999999997,0.057
Trent Grisham,NYY,91,308,50,76,18,40,0,47,79,0.247,0.35,0.458,0.808,0.354,127,0.275,0.211,0.221,0.131
Josh Smith,TEX,96,340,54,93,9,28,9,37,62,0.274,0.352,0.415,0.767,0.337,116,0.311,0.141,0.161,0.096
Marcus Semien,TEX,108,398,54,92,13,53,11,45,83,0.231,0.311,0.364,0.675,0.299,90,0.256,0.133,0.183,0.099
Victor Scott II,STL,103,319,46,72,5,33,29,35,91,0.226,0.316,0.32,0.636,0.289,85,0.298,0.094,0.247,0.095
Rafael Devers,- - -,110,409,61,104,19,73,1,78,126,0.254,0.377,0.457,0.834,0.36,130,0.317,0.203,0.254,0.157
Seiya Suzuki,CHC,104,413,56,103,26,81,3,40,124,0.249,0.312,0.513,0.826,0.35,128,0.287,0.264,0.271,0.087
Willson Contreras,STL,104,382,52,98,14,61,4,34,108,0.257,0.343,0.44,0.782,0.342,123,0.321,0.183,0.248,0.078
Austin Riley,ATL,99,405,53,107,16,53,2,27,122,0.264,0.314,0.437,0.751,0.326,109,0.34,0.173,0.28,0.062
Spencer Torkelson,DET,104,376,60,90,23,63,2,46,106,0.239,0.333,0.484,0.817,0.348,123,0.266,0.245,0.243,0.106
Ryan McMahon,- - -,105,367,43,82,16,39,2,52,134,0.223,0.322,0.406,0.728,0.321,93,0.303,0.183,0.318,0.12300000000000001
Xavier Edwards,MIA,91,367,49,108,1,27,17,37,57,0.294,0.359,0.365,0.724,0.321,104,0.344,0.071,0.139,0.09
Jose Altuve,HOU,105,402,59,114,18,57,6,38,73,0.284,0.345,0.465,0.81,0.347,123,0.304,0.182,0.163,0.085
Yandy Diaz,TBR,103,413,53,117,18,62,3,36,66,0.283,0.344,0.465,0.809,0.348,122,0.296,0.182,0.14400000000000002,0.078
J.P. Crawford,SEA,105,396,45,105,7,39,5,57,81,0.265,0.361,0.359,0.72,0.324,113,0.317,0.093,0.175,0.12300000000000001
Trevor Story,BOS,106,408,56,102,17,65,17,21,124,0.25,0.291,0.417,0.708,0.307,90,0.317,0.167,0.28600000000000003,0.048
Nolan Schanuel,LAA,105,390,51,108,9,45,4,49,54,0.277,0.365,0.403,0.768,0.338,115,0.3,0.126,0.11900000000000001,0.10800000000000001
Lawrence Butler,ATH,106,414,60,97,15,44,17,42,132,0.234,0.305,0.411,0.715,0.313,96,0.307,0.176,0.28800000000000003,0.092
Brice Turang,MIL,104,391,62,106,6,44,19,42,95,0.271,0.339,0.363,0.703,0.312,101,0.339,0.092,0.215,0.095
Alec Burleson,STL,98,335,37,96,14,48,4,28,48,0.287,0.341,0.469,0.809,0.349,127,0.297,0.182,0.13,0.076
Josh Naylor,- - -,99,371,53,107,12,60,15,39,57,0.288,0.356,0.442,0.798,0.345,122,0.31,0.154,0.136,0.09300000000000001
J.T. Realmuto,PHI,89,341,39,92,7,38,6,24,89,0.27,0.322,0.393,0.714,0.313,99,0.347,0.123,0.243,0.065
Mookie Betts,LAD,99,388,63,93,11,46,7,41,49,0.24,0.313,0.369,0.681,0.3,92,0.247,0.129,0.113,0.094
Mike Trout,LAA,83,293,43,69,19,47,2,56,105,0.235,0.362,0.461,0.823,0.351,124,0.287,0.225,0.292,0.156
Brandon Lowe,TBR,87,327,55,89,19,51,3,25,89,0.272,0.324,0.483,0.807,0.347,121,0.317,0.211,0.251,0.07
Alec Bohm,PHI,92,353,39,98,8,42,2,22,62,0.278,0.324,0.391,0.715,0.313,99,0.314,0.113,0.162,0.057
Ben Rice,NYY,89,292,48,67,15,32,3,34,68,0.229,0.327,0.455,0.783,0.341,119,0.248,0.226,0.20199999999999999,0.10099999999999999
Tyler Soderstrom,ATH,110,396,54,101,19,61,6,40,102,0.255,0.33,0.449,0.779,0.338,113,0.296,0.194,0.23,0.09
Cam Smith,HOU,94,337,39,87,7,45,5,31,105,0.258,0.329,0.386,0.715,0.316,102,0.354,0.128,0.281,0.083
Jung Hoo Lee,SFG,103,387,50,96,6,43,7,37,46,0.248,0.317,0.393,0.71,0.311,102,0.265,0.145,0.106,0.086
Jorge Polanco,SEA,90,306,40,77,17,50,3,26,46,0.252,0.314,0.464,0.778,0.335,121,0.244,0.212,0.135,0.076
Christian Yelich,MIL,102,386,55,98,20,69,15,40,118,0.254,0.331,0.44,0.771,0.335,117,0.313,0.187,0.273,0.09300000000000001
Cedric Mullins,BAL,91,314,42,72,15,49,14,34,85,0.229,0.305,0.433,0.738,0.32,104,0.261,0.204,0.239,0.096
Ian Happ,CHC,98,386,61,88,15,51,5,56,101,0.228,0.325,0.389,0.714,0.316,105,0.267,0.161,0.226,0.126
Matt McLain,CIN,99,360,52,78,11,36,15,40,109,0.217,0.303,0.339,0.642,0.289,79,0.278,0.122,0.268,0.098
Jordan Beck,COL,96,355,46,97,12,36,11,27,108,0.273,0.329,0.456,0.785,0.34,106,0.36,0.183,0.28,0.07
Heliot Ramos,SFG,107,412,57,110,14,50,6,37,109,0.267,0.342,0.422,0.764,0.333,118,0.325,0.155,0.233,0.079
Willi Castro,MIN,86,302,48,74,10,27,9,32,84,0.245,0.335,0.407,0.743,0.328,109,0.308,0.162,0.244,0.09300000000000001
Jesus Sanchez,MIA,86,305,40,78,10,36,9,29,70,0.256,0.32,0.42,0.74,0.322,105,0.3,0.164,0.20800000000000002,0.086
Lenyn Sosa,CHW,92,327,32,91,10,41,2,10,75,0.278,0.303,0.425,0.728,0.315,100,0.333,0.147,0.22,0.028999999999999998
Jackson Holliday,BAL,101,402,47,105,14,43,10,23,101,0.261,0.309,0.413,0.722,0.315,101,0.316,0.152,0.23399999999999999,0.053
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Carlos Correa,MIN,93,337,40,90,7,31,0,26,68,0.267,0.319,0.386,0.704,0.31,97,0.316,0.119,0.187,0.071
Anthony Volpe,NYY,107,383,47,83,16,58,12,35,102,0.217,0.285,0.415,0.7,0.303,92,0.247,0.198,0.23800000000000002,0.08199999999999999
Mike Yastrzemski,SFG,97,321,38,74,8,28,6,47,86,0.231,0.33,0.355,0.685,0.304,97,0.289,0.125,0.231,0.126
Chase Meidroth,CHW,83,310,36,78,3,15,11,33,47,0.252,0.33,0.319,0.65,0.295,86,0.287,0.068,0.135,0.095
Bryson Stott,PHI,97,344,43,80,7,41,16,36,66,0.233,0.305,0.34,0.646,0.288,82,0.267,0.108,0.171,0.094
Marcell Ozuna,ATL,98,339,39,79,15,47,0,68,93,0.233,0.361,0.398,0.759,0.337,117,0.272,0.165,0.225,0.16399999999999998
Kyle Manzardo,CLE,92,300,30,71,18,47,1,32,86,0.237,0.311,0.473,0.784,0.335,115,0.265,0.237,0.254,0.095
Vinnie Pasquantino,KCR,107,413,43,110,18,65,1,34,73,0.266,0.328,0.443,0.771,0.333,109,0.284,0.177,0.161,0.075
Jo Adell,LAA,102,342,40,80,21,61,3,26,94,0.234,0.304,0.465,0.769,0.332,111,0.259,0.231,0.248,0.069
Paul Goldschmidt,NYY,101,365,58,103,8,38,5,30,71,0.282,0.339,0.416,0.756,0.327,109,0.331,0.134,0.17800000000000002,0.075
Miguel Vargas,CHW,105,388,56,88,13,44,4,39,73,0.227,0.304,0.402,0.706,0.309,96,0.247,0.175,0.168,0.09
Ke'Bryan Hayes,PIT,100,369,34,87,2,36,10,18,81,0.236,0.279,0.29,0.569,0.254,57,0.297,0.054,0.207,0.046
Salvador Perez,KCR,104,401,33,102,18,64,0,19,85,0.254,0.297,0.456,0.754,0.321,101,0.281,0.202,0.198,0.044000000000000004
Gavin Sheets,SDP,103,357,39,89,15,54,2,31,78,0.249,0.312,0.423,0.735,0.319,109,0.277,0.174,0.198,0.079
Adolis Garcia,TEX,104,388,42,88,15,62,10,23,110,0.227,0.273,0.394,0.667,0.288,83,0.27,0.168,0.261,0.055
Luis Robert Jr.,CHW,88,300,40,64,11,43,27,36,98,0.213,0.3,0.353,0.653,0.288,81,0.275,0.14,0.285,0.105
Ozzie Albies,ATL,107,403,45,89,9,40,9,43,72,0.221,0.3,0.325,0.625,0.281,78,0.246,0.104,0.159,0.095
Jasson Dominguez,NYY,89,306,47,79,9,36,16,34,96,0.258,0.332,0.405,0.738,0.323,106,0.341,0.147,0.27699999999999997,0.098
Luis Arraez,SDP,103,417,49,123,6,41,5,22,12,0.295,0.331,0.405,0.736,0.321,110,0.291,0.11,0.027000000000000003,0.049
Carlos Santana,CLE,101,353,43,81,11,46,6,47,77,0.229,0.322,0.346,0.667,0.299,91,0.26,0.116,0.18899999999999997,0.115
Nolan Arenado,STL,96,361,43,85,10,43,2,28,39,0.235,0.294,0.366,0.66,0.287,84,0.239,0.13,0.099,0.071
Luis Garcia Jr.,WSN,96,341,46,89,9,47,9,20,55,0.261,0.3,0.405,0.705,0.305,95,0.282,0.144,0.149,0.054000000000000006
Ty France,MIN,101,350,41,88,6,44,1,19,63,0.251,0.32,0.357,0.678,0.303,92,0.291,0.106,0.163,0.049
Yainer Diaz,HOU,96,365,40,92,15,44,1,15,65,0.252,0.283,0.419,0.702,0.302,92,0.267,0.167,0.16899999999999998,0.039
Joey Ortiz,MIL,105,330,42,69,7,31,9,21,59,0.209,0.263,0.303,0.566,0.253,60,0.235,0.094,0.16399999999999998,0.057999999999999996
Teoscar Hernandez,LAD,88,335,44,85,16,64,5,18,87,0.254,0.292,0.457,0.749,0.322,107,0.295,0.203,0.244,0.05
Michael Harris II,ATL,105,394,29,91,9,49,12,13,83,0.231,0.256,0.368,0.624,0.268,69,0.267,0.137,0.19899999999999998,0.031
Gavin Lux,CIN,95,309,34,83,4,42,1,42,81,0.269,0.356,0.372,0.728,0.326,105,0.353,0.104,0.231,0.12
Lourdes Gurriel Jr.,ARI,99,388,35,95,12,48,7,25,57,0.245,0.293,0.399,0.693,0.3,90,0.255,0.155,0.135,0.059000000000000004
Spencer Steer,CIN,100,359,43,87,11,43,6,29,92,0.242,0.305,0.387,0.693,0.305,90,0.296,0.145,0.23399999999999999,0.07400000000000001
Christian Walker,HOU,103,393,43,93,13,55,1,27,116,0.237,0.298,0.382,0.68,0.299,90,0.299,0.145,0.268,0.062
Angel Martinez,CLE,91,317,41,77,9,38,6,13,74,0.243,0.276,0.394,0.67,0.289,84,0.286,0.151,0.218,0.038
Agustin Ramirez,MIA,83,332,45,79,15,46,3,21,67,0.238,0.282,0.452,0.734,0.314,99,0.255,0.214,0.18899999999999997,0.059000000000000004
Max Kepler,PHI,94,305,40,62,11,33,1,39,69,0.203,0.297,0.357,0.655,0.288,81,0.224,0.154,0.19699999999999998,0.111
Trevor Larnach,MIN,100,355,46,85,13,43,2,37,88,0.239,0.313,0.397,0.71,0.311,97,0.279,0.158,0.22,0.09300000000000001
Andrew McCutchen,PIT,95,344,34,84,10,34,1,39,85,0.244,0.322,0.375,0.697,0.308,95,0.294,0.131,0.218,0.1
Wilmer Flores,SFG,96,339,35,83,12,59,1,29,68,0.245,0.314,0.378,0.691,0.306,99,0.272,0.133,0.18100000000000002,0.077
Josh Bell,WSN,94,324,37,74,13,40,0,41,67,0.228,0.322,0.386,0.707,0.313,101,0.249,0.157,0.18100000000000002,0.111
Nick Castellanos,PHI,106,406,50,108,14,58,4,23,90,0.266,0.307,0.431,0.738,0.319,103,0.307,0.165,0.20600000000000002,0.053
Michael Conforto,LAD,94,291,39,57,9,24,1,40,78,0.196,0.309,0.344,0.652,0.295,88,0.234,0.148,0.22899999999999998,0.11800000000000001
Nathaniel Lowe,WSN,108,407,49,92,15,63,1,39,122,0.226,0.294,0.386,0.68,0.298,90,0.283,0.16,0.272,0.087
Bryan Reynolds,PIT,102,401,40,93,10,51,3,31,118,0.232,0.29,0.372,0.662,0.289,82,0.301,0.14,0.26899999999999996,0.071
Jonathan India,KCR,100,383,47,92,5,32,0,39,71,0.24,0.322,0.342,0.664,0.298,85,0.282,0.102,0.16399999999999998,0.09
Luis Rengifo,LAA,102,361,38,88,5,26,3,20,70,0.244,0.286,0.327,0.613,0.271,69,0.288,0.083,0.18100000000000002,0.052000000000000005
Brenton Doyle,COL,89,329,36,71,7,31,10,22,93,0.216,0.263,0.328,0.592,0.261,51,0.277,0.112,0.263,0.062
Eric Wagaman,MIA,97,349,34,82,5,34,3,22,71,0.235,0.279,0.344,0.623,0.273,71,0.278,0.109,0.18899999999999997,0.059000000000000004
