Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Elly De La Cruz,CIN,97,370,72,105,18,63,25,42,101,0.284,0.359,0.495,0.854,0.363,130,0.345,0.211,0.243,0.10099999999999999
Ceddanne Rafaela,BOS,92,317,55,86,14,48,13,16,66,0.271,0.314,0.483,0.796,0.342,115,0.303,0.211,0.19399999999999998,0.047
Manny Machado,SDP,96,367,57,107,17,56,8,36,69,0.292,0.35,0.49,0.841,0.361,137,0.315,0.199,0.16899999999999998,0.08800000000000001
Kyle Stowers,MIA,91,304,46,89,19,54,4,34,97,0.293,0.368,0.543,0.911,0.389,151,0.366,0.25,0.28,0.098
Riley Greene,DET,95,366,53,104,24,78,1,27,125,0.284,0.335,0.544,0.879,0.374,143,0.365,0.26,0.315,0.068
CJ Abrams,WSN,82,327,61,94,12,33,20,24,59,0.287,0.353,0.483,0.836,0.361,134,0.318,0.196,0.162,0.066
Zach McKinstry,DET,88,288,49,82,8,31,15,34,72,0.285,0.364,0.472,0.836,0.36,133,0.349,0.188,0.218,0.10300000000000001
Cody Bellinger,NYY,88,340,54,96,16,54,9,29,54,0.282,0.336,0.494,0.83,0.355,129,0.291,0.212,0.14400000000000002,0.077
Andy Pages,LAD,93,351,45,100,17,59,7,18,78,0.285,0.325,0.479,0.804,0.346,124,0.319,0.194,0.20600000000000002,0.048
Geraldo Perdomo,ARI,96,351,53,93,10,65,13,58,51,0.265,0.37,0.413,0.783,0.346,122,0.278,0.148,0.11900000000000001,0.136
Alejandro Kirk,TOR,81,287,25,87,7,45,0,27,30,0.303,0.361,0.408,0.768,0.336,116,0.315,0.105,0.094,0.085
Pete Alonso,NYM,97,361,53,101,21,77,1,46,96,0.28,0.376,0.532,0.908,0.387,156,0.323,0.252,0.22699999999999998,0.109
Juan Soto,NYM,96,340,70,89,23,56,11,77,78,0.262,0.396,0.509,0.905,0.386,155,0.272,0.247,0.184,0.182
Kyle Schwarber,PHI,96,352,66,87,30,69,9,66,112,0.247,0.378,0.545,0.923,0.394,154,0.271,0.298,0.263,0.155
Eugenio Suarez,ARI,95,348,58,87,31,78,1,25,105,0.25,0.32,0.569,0.889,0.375,142,0.258,0.319,0.26899999999999996,0.064
Jacob Wilson,ATH,87,340,44,113,9,42,5,20,28,0.332,0.375,0.462,0.837,0.365,132,0.342,0.129,0.077,0.055
Matt Olson,ATL,95,359,52,94,17,61,0,56,99,0.262,0.362,0.468,0.83,0.36,133,0.313,0.206,0.23600000000000002,0.133
Randy Arozarena,SEA,94,350,53,88,17,48,16,43,113,0.251,0.357,0.463,0.82,0.358,137,0.318,0.211,0.27399999999999997,0.10400000000000001
Julio Rodriguez,SEA,95,393,63,99,14,50,17,28,93,0.252,0.313,0.417,0.731,0.319,110,0.295,0.165,0.21600000000000003,0.065
Michael Busch,CHC,90,300,45,87,19,59,4,35,77,0.29,0.375,0.55,0.925,0.397,160,0.333,0.26,0.226,0.10300000000000001
Isaac Paredes,HOU,92,346,51,89,19,49,0,48,67,0.257,0.357,0.468,0.826,0.36,133,0.267,0.211,0.166,0.11900000000000001
J.P. Crawford,SEA,93,345,44,100,7,37,5,55,69,0.29,0.391,0.391,0.782,0.351,133,0.344,0.101,0.16899999999999998,0.134
Sal Frelick,MIL,93,344,46,101,7,39,17,26,49,0.294,0.354,0.404,0.758,0.335,117,0.324,0.11,0.127,0.068
Maikel Garcia,KCR,95,350,40,104,8,40,18,31,52,0.297,0.354,0.454,0.808,0.352,123,0.329,0.157,0.135,0.08
Brendan Donovan,STL,89,344,51,102,8,36,3,34,52,0.297,0.367,0.43,0.797,0.348,126,0.328,0.134,0.134,0.08800000000000001
Jake Meyers,HOU,89,289,47,89,3,21,14,27,58,0.308,0.369,0.405,0.774,0.342,120,0.374,0.097,0.18,0.084
Masyn Winn,STL,85,325,55,83,7,32,5,27,64,0.255,0.317,0.378,0.695,0.307,98,0.297,0.123,0.179,0.075
Gleyber Torres,DET,84,299,51,84,9,45,4,51,46,0.281,0.387,0.425,0.812,0.36,133,0.301,0.144,0.128,0.142
Gunnar Henderson,BAL,88,336,49,94,11,31,10,33,89,0.28,0.348,0.455,0.803,0.347,124,0.352,0.176,0.24,0.08900000000000001
Matt Chapman,SFG,73,262,42,62,12,31,7,42,73,0.237,0.349,0.424,0.772,0.342,123,0.282,0.187,0.23800000000000002,0.13699999999999998
Xander Bogaerts,SDP,94,331,39,88,5,31,15,41,62,0.266,0.344,0.369,0.712,0.314,105,0.309,0.103,0.16399999999999998,0.10800000000000001
Nico Hoerner,CHC,92,350,52,99,3,39,16,21,28,0.283,0.331,0.377,0.708,0.313,102,0.299,0.094,0.07400000000000001,0.055999999999999994
Max Muncy,LAD,81,256,39,64,13,55,4,51,69,0.25,0.375,0.457,0.832,0.362,135,0.285,0.207,0.21899999999999997,0.162
Jonathan Aranda,TBR,91,315,48,102,11,49,0,33,85,0.324,0.399,0.492,0.892,0.387,151,0.412,0.168,0.237,0.092
Seiya Suzuki,CHC,92,369,53,97,25,77,2,33,109,0.263,0.319,0.547,0.867,0.365,138,0.3,0.285,0.268,0.081
Ryan O'Hearn,BAL,82,273,38,78,11,34,3,39,52,0.286,0.382,0.458,0.84,0.366,138,0.316,0.172,0.163,0.122
TJ Friedl,CIN,93,352,55,97,9,33,10,46,65,0.276,0.368,0.406,0.774,0.344,117,0.313,0.131,0.158,0.11199999999999999
Ernie Clement,TOR,94,313,44,90,4,25,3,20,35,0.288,0.328,0.387,0.715,0.313,99,0.309,0.099,0.102,0.057999999999999996
Brent Rooker,ATH,98,380,60,106,20,54,3,43,92,0.279,0.355,0.505,0.861,0.37,136,0.321,0.226,0.21600000000000003,0.10099999999999999
Vladimir Guerrero Jr.,TOR,94,350,59,97,12,46,5,56,59,0.277,0.384,0.434,0.818,0.357,130,0.302,0.157,0.14300000000000002,0.135
Brandon Nimmo,NYM,93,348,46,90,18,53,10,29,73,0.259,0.321,0.463,0.784,0.339,122,0.278,0.204,0.191,0.076
Lawrence Butler,ATH,93,367,55,92,13,40,16,41,112,0.251,0.326,0.433,0.759,0.332,109,0.326,0.183,0.275,0.1
Jackson Chourio,MIL,95,401,65,106,16,62,16,18,87,0.264,0.297,0.461,0.759,0.325,110,0.299,0.197,0.205,0.042
Steven Kwan,CLE,92,361,43,103,6,32,11,33,34,0.285,0.345,0.396,0.741,0.325,110,0.297,0.111,0.084,0.08199999999999999
Otto Lopez,MIA,79,296,41,74,11,48,10,29,45,0.25,0.32,0.392,0.712,0.313,98,0.261,0.142,0.13699999999999998,0.08800000000000001
Hunter Goodman,COL,85,321,46,89,17,52,1,20,92,0.277,0.325,0.517,0.842,0.36,120,0.338,0.24,0.267,0.057999999999999996
Zach Neto,LAA,77,305,61,85,15,33,17,16,87,0.279,0.326,0.492,0.818,0.351,124,0.343,0.213,0.265,0.049
Junior Caminero,TBR,91,357,55,90,23,60,5,21,78,0.252,0.292,0.499,0.79,0.335,115,0.257,0.246,0.203,0.055
Bo Bichette,TOR,93,393,44,111,12,53,4,23,68,0.282,0.324,0.443,0.767,0.331,112,0.314,0.16,0.162,0.055
Austin Riley,ATL,93,379,51,104,14,48,2,25,113,0.274,0.324,0.441,0.764,0.332,113,0.356,0.166,0.27699999999999997,0.061
Wyatt Langford,TEX,76,293,41,71,15,38,15,34,87,0.242,0.322,0.433,0.756,0.328,111,0.289,0.191,0.262,0.102
Dansby Swanson,CHC,95,368,55,93,16,47,7,27,105,0.253,0.301,0.429,0.73,0.315,103,0.307,0.177,0.263,0.068
Freddie Freeman,LAD,84,317,46,94,10,49,1,33,80,0.297,0.365,0.476,0.842,0.36,134,0.365,0.18,0.225,0.09300000000000001
Josh Smith,TEX,84,303,45,84,8,24,9,32,57,0.277,0.353,0.416,0.769,0.337,117,0.318,0.139,0.16699999999999998,0.094
Willson Contreras,STL,91,336,46,85,12,55,4,31,94,0.253,0.339,0.426,0.765,0.336,118,0.315,0.173,0.245,0.081
Marcus Semien,TEX,96,352,48,84,12,49,7,40,76,0.239,0.317,0.378,0.695,0.307,96,0.267,0.139,0.19,0.1
Rafael Devers,- - -,98,361,55,92,17,68,1,73,110,0.255,0.384,0.46,0.844,0.364,133,0.315,0.205,0.248,0.165
Trent Grisham,NYY,79,267,44,67,16,33,0,41,70,0.251,0.353,0.464,0.817,0.358,131,0.282,0.213,0.22699999999999998,0.133
Brice Turang,MIL,93,347,57,95,6,39,17,39,83,0.274,0.345,0.366,0.711,0.316,104,0.34,0.092,0.212,0.099
William Contreras,MIL,90,331,48,81,6,37,5,56,71,0.245,0.351,0.347,0.699,0.313,101,0.292,0.103,0.182,0.14400000000000002
George Springer,TOR,90,300,53,81,16,53,11,44,70,0.27,0.363,0.49,0.853,0.368,137,0.298,0.22,0.19699999999999998,0.124
Spencer Torkelson,DET,91,325,55,76,21,59,1,44,92,0.234,0.337,0.489,0.826,0.351,127,0.253,0.255,0.24,0.115
Cam Smith,HOU,82,292,39,81,7,39,4,27,89,0.277,0.347,0.418,0.765,0.337,117,0.378,0.14,0.276,0.084
Oneil Cruz,PIT,85,307,49,65,16,37,29,47,116,0.212,0.319,0.414,0.733,0.319,102,0.275,0.202,0.322,0.131
Victor Scott II,STL,90,281,40,66,4,31,24,27,88,0.235,0.318,0.32,0.638,0.289,86,0.325,0.085,0.272,0.084
Bryce Harper,PHI,68,253,38,66,10,35,9,43,60,0.261,0.374,0.451,0.825,0.36,131,0.303,0.19,0.19899999999999998,0.142
Jung Hoo Lee,SFG,92,345,49,86,6,40,6,32,44,0.249,0.317,0.403,0.72,0.314,104,0.268,0.154,0.114,0.083
Trevor Story,BOS,94,362,50,93,15,58,16,18,107,0.257,0.298,0.417,0.715,0.312,94,0.325,0.16,0.27899999999999997,0.047
Mookie Betts,LAD,89,349,56,85,11,45,6,36,42,0.244,0.315,0.381,0.696,0.305,95,0.247,0.138,0.107,0.092
Yandy Diaz,TBR,91,368,43,105,14,53,3,29,55,0.285,0.339,0.454,0.793,0.342,120,0.3,0.168,0.136,0.07200000000000001
Alec Bohm,PHI,91,349,39,98,8,42,2,22,62,0.281,0.327,0.395,0.723,0.317,101,0.318,0.115,0.16399999999999998,0.057999999999999996
Willy Adames,SFG,96,354,53,78,12,48,4,45,107,0.22,0.307,0.373,0.68,0.3,94,0.274,0.153,0.262,0.11
Josh Naylor,ARI,87,327,46,96,11,58,11,35,46,0.294,0.361,0.456,0.817,0.352,126,0.31,0.162,0.125,0.095
Brandon Lowe,TBR,84,316,54,86,19,50,3,24,85,0.272,0.324,0.487,0.811,0.348,125,0.313,0.215,0.248,0.07
Tyler Soderstrom,ATH,97,351,50,92,18,56,5,37,92,0.262,0.339,0.462,0.801,0.348,120,0.305,0.199,0.233,0.094
Jose Altuve,HOU,93,357,50,99,17,52,6,33,62,0.277,0.336,0.465,0.801,0.343,121,0.29,0.188,0.157,0.083
Christian Yelich,MIL,91,343,49,89,19,65,14,37,101,0.259,0.339,0.458,0.797,0.345,124,0.313,0.198,0.262,0.096
Ben Rice,NYY,78,264,43,62,14,31,3,27,62,0.235,0.326,0.466,0.791,0.344,122,0.254,0.231,0.205,0.08900000000000001
Taylor Ward,LAA,94,361,53,81,21,65,2,38,108,0.224,0.297,0.468,0.765,0.327,108,0.252,0.244,0.265,0.09300000000000001
Nolan Schanuel,LAA,92,342,45,94,8,40,4,43,47,0.275,0.364,0.401,0.764,0.337,115,0.298,0.126,0.11900000000000001,0.109
Jarren Duran,BOS,97,399,52,103,8,50,16,30,103,0.258,0.318,0.431,0.749,0.325,103,0.328,0.173,0.235,0.068
Mike Yastrzemski,SFG,88,291,36,71,8,28,6,43,78,0.244,0.342,0.381,0.724,0.319,107,0.306,0.137,0.231,0.128
Paul Goldschmidt,NYY,91,334,55,96,8,36,5,28,61,0.287,0.345,0.431,0.776,0.335,116,0.331,0.144,0.166,0.076
Mike Trout,LAA,70,244,36,58,17,41,2,48,80,0.238,0.365,0.471,0.836,0.355,127,0.272,0.234,0.268,0.161
Alec Burleson,STL,85,290,31,85,11,43,4,22,42,0.293,0.34,0.466,0.805,0.347,126,0.308,0.172,0.133,0.07
Jo Adell,LAA,89,292,36,71,19,54,3,23,77,0.243,0.317,0.483,0.8,0.346,121,0.264,0.24,0.23600000000000002,0.071
Gavin Sheets,SDP,92,317,36,84,14,50,1,27,68,0.265,0.324,0.451,0.775,0.335,119,0.294,0.186,0.195,0.077
Heliot Ramos,SFG,95,366,50,96,14,47,5,32,98,0.262,0.337,0.429,0.766,0.334,117,0.318,0.167,0.237,0.077
J.T. Realmuto,PHI,79,299,35,80,5,32,5,23,77,0.268,0.324,0.381,0.705,0.311,97,0.346,0.114,0.23800000000000002,0.071
Xavier Edwards,MIA,79,320,40,92,1,24,16,32,52,0.288,0.352,0.347,0.699,0.313,98,0.338,0.059,0.146,0.09
Nolan Arenado,STL,84,317,39,78,10,42,1,25,34,0.246,0.305,0.388,0.693,0.3,93,0.247,0.142,0.098,0.07200000000000001
Rhys Hoskins,MIL,82,269,30,65,12,42,2,38,85,0.242,0.34,0.428,0.767,0.333,116,0.298,0.186,0.267,0.11900000000000001
Jasson Dominguez,NYY,80,271,43,72,8,34,14,33,88,0.266,0.343,0.417,0.76,0.333,114,0.358,0.151,0.285,0.107
Marcell Ozuna,ATL,90,318,37,76,13,42,0,64,87,0.239,0.366,0.396,0.762,0.339,118,0.284,0.157,0.22399999999999998,0.165
Jackson Holliday,BAL,88,348,39,90,12,38,9,20,92,0.259,0.308,0.414,0.722,0.316,103,0.32,0.155,0.247,0.054000000000000006
Lars Nootbaar,STL,88,331,50,75,12,37,4,48,83,0.227,0.332,0.381,0.712,0.316,104,0.265,0.154,0.215,0.124
Carlos Correa,MIN,83,303,35,80,7,30,0,18,63,0.264,0.304,0.389,0.694,0.304,93,0.312,0.125,0.196,0.055999999999999994
Carlos Santana,CLE,89,311,43,72,11,41,6,43,67,0.232,0.328,0.36,0.688,0.308,98,0.258,0.129,0.18600000000000003,0.11900000000000001
Ryan McMahon,COL,94,330,37,70,13,28,2,45,121,0.212,0.308,0.376,0.683,0.303,80,0.289,0.164,0.321,0.11900000000000001
Bryson Stott,PHI,86,312,38,73,6,38,14,31,59,0.234,0.303,0.333,0.637,0.285,79,0.269,0.099,0.17,0.08900000000000001
Ian Happ,CHC,86,347,53,79,12,46,4,51,90,0.228,0.326,0.375,0.701,0.312,102,0.27,0.147,0.22399999999999998,0.127
Adolis Garcia,TEX,92,342,34,80,13,56,9,20,92,0.234,0.279,0.404,0.682,0.295,88,0.275,0.17,0.247,0.054000000000000006
Matt McLain,CIN,87,315,45,66,10,32,13,35,96,0.21,0.298,0.337,0.634,0.286,77,0.267,0.127,0.26899999999999996,0.098
Ke'Bryan Hayes,PIT,89,328,30,78,2,31,10,17,75,0.238,0.284,0.293,0.576,0.259,61,0.303,0.055,0.214,0.049
Lourdes Gurriel Jr.,ARI,90,354,34,89,12,47,7,22,53,0.251,0.299,0.421,0.72,0.311,98,0.262,0.169,0.138,0.057
Cedric Mullins,BAL,79,275,38,60,13,41,13,32,73,0.218,0.302,0.411,0.713,0.312,101,0.246,0.193,0.23399999999999999,0.10300000000000001
Anthony Volpe,NYY,95,341,40,73,10,49,10,34,91,0.214,0.287,0.384,0.671,0.293,87,0.257,0.17,0.237,0.08900000000000001
Vinnie Pasquantino,KCR,96,371,37,101,15,56,1,27,68,0.272,0.329,0.437,0.766,0.332,109,0.298,0.164,0.168,0.067
Jordan Beck,COL,84,311,41,82,10,31,10,22,94,0.264,0.318,0.444,0.761,0.33,99,0.346,0.18,0.27899999999999997,0.065
Kyle Manzardo,CLE,82,267,27,58,15,37,1,28,75,0.217,0.293,0.442,0.735,0.316,104,0.239,0.225,0.25,0.09300000000000001
Miguel Vargas,CHW,93,339,44,74,10,35,4,34,66,0.218,0.297,0.383,0.681,0.3,90,0.242,0.165,0.174,0.08900000000000001
Spencer Steer,CIN,89,323,39,81,11,39,6,24,84,0.251,0.308,0.406,0.713,0.312,95,0.306,0.155,0.239,0.068
Ty France,MIN,92,322,37,80,6,42,1,15,57,0.248,0.312,0.354,0.666,0.298,89,0.285,0.106,0.161,0.042
Ozzie Albies,ATL,95,364,39,80,7,29,7,33,62,0.22,0.29,0.316,0.606,0.273,72,0.246,0.096,0.154,0.08199999999999999
Joey Ortiz,MIL,93,291,36,61,6,28,9,20,52,0.21,0.268,0.302,0.57,0.256,62,0.236,0.093,0.163,0.063
Agustin Ramirez,MIA,71,281,40,68,14,41,1,19,57,0.242,0.289,0.47,0.759,0.324,106,0.256,0.228,0.18899999999999997,0.063
Teoscar Hernandez,LAD,77,293,42,75,14,57,5,14,74,0.256,0.29,0.461,0.751,0.322,107,0.295,0.205,0.23800000000000002,0.045
Luis Garcia Jr.,WSN,85,301,41,78,7,43,8,18,46,0.259,0.3,0.395,0.695,0.302,93,0.28,0.136,0.141,0.055
Max Kepler,PHI,85,272,35,57,10,31,0,36,64,0.21,0.307,0.371,0.678,0.301,90,0.235,0.162,0.204,0.115
Gavin Lux,CIN,84,272,30,72,4,37,1,38,75,0.265,0.355,0.379,0.734,0.328,106,0.352,0.114,0.242,0.12300000000000001
Trevor Larnach,MIN,90,330,46,81,13,42,2,30,82,0.245,0.311,0.415,0.727,0.316,102,0.286,0.17,0.223,0.08199999999999999
Andrew McCutchen,PIT,85,302,30,77,8,31,1,36,75,0.255,0.335,0.381,0.716,0.317,101,0.311,0.126,0.217,0.10400000000000001
Salvador Perez,KCR,92,357,26,87,13,54,0,17,77,0.244,0.287,0.42,0.707,0.304,90,0.276,0.176,0.20199999999999999,0.045
Wilmer Flores,SFG,88,311,33,76,11,55,1,29,61,0.244,0.32,0.376,0.696,0.31,101,0.271,0.132,0.17600000000000002,0.084
Yainer Diaz,HOU,84,321,34,79,13,38,1,14,61,0.246,0.28,0.408,0.688,0.297,89,0.265,0.162,0.18,0.040999999999999995
Luis Robert Jr.,CHW,79,268,28,51,9,35,22,31,93,0.19,0.275,0.325,0.599,0.265,66,0.25,0.134,0.304,0.10099999999999999
Luis Arraez,SDP,90,365,39,102,5,35,4,18,11,0.279,0.314,0.389,0.703,0.307,100,0.276,0.11,0.027999999999999997,0.046
Christian Walker,HOU,90,345,37,79,12,47,0,23,103,0.229,0.286,0.374,0.66,0.29,85,0.288,0.145,0.273,0.061
Nick Castellanos,PHI,95,363,43,99,12,51,3,20,80,0.273,0.313,0.438,0.751,0.325,107,0.316,0.165,0.205,0.051
Jonathan India,KCR,89,342,40,86,4,24,0,35,63,0.251,0.332,0.348,0.68,0.306,91,0.296,0.096,0.163,0.09
Michael Conforto,LAD,83,261,36,48,8,23,1,35,72,0.184,0.298,0.322,0.62,0.283,80,0.22,0.138,0.23600000000000002,0.115
Nathaniel Lowe,WSN,96,365,44,83,14,61,1,34,110,0.227,0.294,0.392,0.685,0.3,92,0.284,0.164,0.27399999999999997,0.085
Eric Wagaman,MIA,86,323,33,78,5,33,3,21,68,0.241,0.284,0.356,0.641,0.281,76,0.287,0.115,0.195,0.06
Michael Harris II,ATL,93,347,22,73,6,44,12,10,77,0.21,0.234,0.317,0.551,0.238,48,0.249,0.107,0.209,0.027000000000000003
Josh Bell,WSN,84,288,29,63,11,36,0,34,57,0.219,0.307,0.372,0.678,0.301,92,0.235,0.153,0.175,0.10400000000000001
Jorge Soler,LAA,77,266,29,56,10,32,0,26,91,0.211,0.288,0.368,0.656,0.29,82,0.274,0.158,0.303,0.087
Bryan Reynolds,PIT,91,355,33,80,10,46,3,30,106,0.225,0.287,0.369,0.656,0.287,80,0.289,0.144,0.272,0.077
Luis Rengifo,LAA,89,313,30,74,4,22,2,17,60,0.236,0.276,0.319,0.596,0.264,65,0.279,0.083,0.18,0.051
Brenton Doyle,COL,82,307,33,62,7,30,9,22,86,0.202,0.254,0.322,0.576,0.254,46,0.255,0.121,0.26,0.066
Michael Toglia,COL,78,276,20,56,10,31,3,26,116,0.203,0.272,0.37,0.642,0.279,63,0.303,0.167,0.38,0.085
