Name,WHIP
Tarik Skubal,0.8541666666666666
Paul Skenes,0.8823529411764706
Zack Wheeler,0.9139784946236559
Joe Ryan,0.9165687426556992
Jacob deGrom,0.9194097616345063
Hunter Brown,0.9230769230769231
Bryan Woo,0.9568874868559412
Max Fried,0.9603960396039604
Drew Rasmussen,0.9734513274336284
Carlos Rodon,0.9873949579831932
